character
Unidentified Gryffindor member of Dumbledore's Army (I)
Curious Gryffindor girl
Malodora Grymm
Malodora Grymm's victim
Millie Gudabi
Gladys Gudgeon
Elladora Guffy
Zamira Gulch
Lorre Gustafson
Gwenog
Joyce Haddock
Hall's wife
Yurika Haneda
Kelly Harborne
Bethany Harrison
Beatrice Haywood
Penny Haywood
Haywood sisters' mother
Healer (Diagon Alley)
Veronica Heap
Heather
Dinah Hecat
Gwendoline Hedgeflower
Hedwig
Hedwig (wizard)
Matildus Heizenbert
Susanna Hesleden's mother
Susanna Hesleden
Hester
Eulalie Hicks
Eulalie Hicks's grandmother
Shanice Higgins
Anna Hill-Hall
Iola Hillicker
Tamsin Hillicker
Minaka Hirakata
Marcus Hitchin's mother
Violetta Hobday
Hogwarts house-elves
Hogwarts school mice
Hokey
Natalie Holkham
Thelma Holmes
Honoria
Rolanda Hooch
Daisy Hookum
Mafalda Hopkirk
Olive Hornby
House of Black house-elves
Hope Howell
Unidentified Hufflepuff girl (V)
Unidentified Hufflepuff girl (III)
Unidentified Hufflepuff girl at the Battle of Hogwarts
Unidentified Hufflepuff girl that greets Sir Nicholas (I)
Unidentified Hufflepuff lady
Helga Hufflepuff
Zelda Hum
Hungarian Horntail in the Dragon Sanctuary
Lucy Hurst
Grizel Hurtz
Kay Hurwitz
Betty Huxley
Helixa Hyslop
Syna Hyslop
Ice cream seller
Manami Ichijoh
Imelda
Iris
Doris Irlam
Margaretta Ironbark
Ismelda Murk's friends
Clara Ivanova
Erica J.
Jody Jacknife
Jacob's mother
Jae Kim's mother
Mary Jauncey
Eugenia Jenkins
Jackie Jernigan
Ella Jo
Nandini Johar
Angelina Johnson
Nola Johnston
Gwenog Jones
Hestia Jones
Megan Jones
Bertha Jorkins's aunt
Bertha Jorkins
Griselda Jorkins
Primrose Jorkins
Josephine
Josephine Kay
Trupti Kadam
Tomoko Kajiwara
Laurena Kama
Anjali Kapoor
Mary Karasu
Rosa Karasu
Tulip Karasu
Tulip Karasu's mother
Igor Karkaroff's Yule Ball partner
Karkus's wife
Lucy Karoonda
Gertie Keddle
Andrea Kegworth
Josette Kelius
Kellah
Sarah Kempston
Hilda Kendrick
Joan Kerridge
Elladora Ketteridge
Silvanus Kettleburn's mother
Kevin Farrell's mother
Kevin's mother
Zubeida Khan
Rowan Khanna's mother
Katie Killick
Jo King (Gryffindor)
Jo King (Slytherin)
Noreen Kirkby
Irene Kneedander
Gunhilda Kneen
H. Knighton's wife
Asgeir Knutsen
Jacob Kowalski's grandmother
Kreacher's mother
Sigrid Kristoffersen
Viktor Krum's mother
Kimiko Kurosawa
Hildegarde Lafarge
Fifi LaFolle
Viola Landers
Landlady of the Green Dragon
Lisette de Lapin
Diane Launier
Laura
Lauren
Leaky Cauldron bartender
Leanne
Qui LeBlanc
Ana de Lebron
Barnaby Lee's grandmother
Barnaby Lee's mother
Leesk
Jacqueline Lejeune
Balbine Lestrange (II)
Balbine Lestrange (I)
Bellatrix Lestrange
Clarisse Lestrange
Céléase Lestrange
Darenne Lestrange
Eglantine Lestrange
Ermessende Lestrange
Euphraïlde Lestrange
Fortunade Lestrange
Félicule Lestrange
Heloise Lestrange
Jodelle Lestrange
Leta Lestrange
Luminosa Lestrange
Nozéa Lestrange
Nozéa Lestrange (née Trouche)
Pucine Lestrange (II)
Pucine Lestrange (I)
Quintilla Lestrange
Salomé Lestrange
Sotère Lestrange
Mercy Lewis
Sue Li
Mina Lima
Chiara Lobosca
Chiara Lobosca's mother
Gilderoy Lockhart's mother
Gilderoy Lockhart's sisters
Alice Longbottom
Augusta Longbottom
Enid Longbottom
Harfang Longbottom's daughter
Louise
Luna Lovegood
Pandora Lovegood
Mattie Lovett
Sinistra Lowe
Loxias's mother
Lucy Lanyon
Artemisia Lufkin
Luisa
Tina Lundstrom
Roberta Lutterworth
Scarlett Lympsham
Trinity Lynn
Heidi Macavoy
Mary Macdonald
Morag MacDougal
Anita Macduff
Elspeth MacGillony
Melania Macmillan
Pippa Macmillan
Laura Madley
Maeve
Mafalda
Mafalda's mother
Magee
Magical Menagerie saleswoman
Joan Maguire Cook
Maiden
Sisi Makerere
Hisana Malachela
Daphne Maldon
Astoria Malfoy
Narcissa Malfoy
Malkin
Mathilde Mallard
Katherine Mansfield
Josephine Marat
Griselda Marchbanks
Alexis Marie
Gianna Grace Marie
Marigold
Marilyn
Marlow
Marsh
Martha (American Muggle)
Martha (British Muggle)
Mary I
Mary II
Mary
Cassandra Mason
Mason's wife
Emily Mather
Gabriella Mather
Daphne Mauboisan
Ella Max
Olympe Maxime
Olympe Maxime's mother
Catriona McCormack
Meaghan McCormack
Elsbeth McCormick
Natalie McDonald
Elizabeth McGilliguddy
Minerva McGonagall
Minerva McGonagall's nieces and nephews
Robert McGonagall Senior's mother
Dougal McGregor's wife
Marlene McKinnon
Stephenie McMillan (in-universe)
Dotty McNiven
Quintia McQuoid
Dorcas Meadowes
Kylie Meadows
Gertrude Meads
Katura Melkor
Melusine
Sylvia Melville
Eduaphora Mergus
Merqueen
Galatea Merrythought
Glynis Mexborough
Michael's escort at King's Cross Station
Eloise Midgen
Mildred (1920s)
Mildred (1990s)
Hortensia Milliphutt
Mills
Milly
Miraphora Mina (Hogwarts student)
Miraphora Mina (Ministry employee)
Ruth Mina
Minerva
Eloise Mintumble
Miraforum (American witch)
Miraforum (British witch)
Miraphorus
Anna Mirfield
Cordelia Misericordia
Sunita Mistry
Elizabeth Mkapa
Eupraxia Mole
Lilith Molesby
Mona Lisa
Tilly Monk
Agnes Monkleigh
Levina Monkstanley
Helen Monroe
Maud Montagu
Graham Montague's mother
Maud Montague
Maria Monteith
Maerwynn Montfort
Montgomery children's mother
Montgomery sisters
Laverne de Montmorency
Alastor Moody's mother
Lily Moon
Selina Moore
Morag
Moran
Gwendolyn Morgan
Valmai Morgan
Morrigan
Mosag
Mother of boy who owned a magic hamster
Muggle at Millennium Bridge
Muggle residents of Budleigh Babberton
Unidentified Muggle woman (II)
Mullet
Debbie Muntz
Murcus
Muriel
Muriel's mother
Annalena Gleam
Ismelda Murk
Ismelda Murk's mother
Ismelda Murk's paternal grandmother
Murphy McNully's grandmother
Murphy McNully's mother
Eunice Murray
Adelaide Murton
Valeria Myriadd
Naasz
Nagini
Charlesetta Nagy
Ignis Nagy
Natalya
Tracey Nettlebed
Z. Nettles
Newton Scamander's Qilin
Edith Newton
Abigail Nicola
Nigel's wife
Nigelle le Narcissique
Night maid at the Leaky Cauldron
Nina
Amber Noel
Zenobia Noke
Norberta
Mallory Norden
Mrs Norris
Theodore Nott's mother
Honoria Nutcombe
Grace Nutley
Agnes Nutt
Orabella Nuttley
Shelagh O'Dowd
Maxine O'Flaherty
Rionach O'Neal
Idris Oakby
Hecate Oakham
Nellie Oggspire
Mercy Ojukwu
Aliko Okoye
Old man's donkey
Old Mother Hubbard
Gondoline Oliphant
Anji Oliver
Olivia Redding
Garrick Ollivander's daughter
Garrick Ollivander's mother
Garrick Ollivander's wife
Kate Olney
Natsai Onai
Natsai Onai's mother
Oona
Madeline Ormskirk
Evangeline Orpington
Nerys Orpington
Gillian Ossett
Erika Ostensen
Owner of 7 Privet Drive
Owner of the Railview Hotel
Esme Page
Kaleena Page
Prentiss Pagett-Goggins
Pansy Parkinson's gang
Paper shop girl
Lenelle Paraison
Ona Parangyo
Julie Parkes
Blythe Parkin
Skye Parkin
Pansy Parkinson
Madhumati Parmar
Parry
Bhavana Patel
Patil twins' mother
Padma Patil
Parvati Patil
Patricia Rakepick's mother
Edna Patridge
Peasant woman
Peasant woman's granddaughter
Mildred Peebles
Cybèle Peltier
Ursula Penkridge
Daisy Pennifold
Penny (1890s)
Janice Pepper
Sally-Anne Perks
Huguette Perrot
Laurelle Perrot
Manon Perrot
Odile Perrot
Peter Pettigrew's mother
Amanda Pettet
Enid Pettigrew
Swati Pevekar
Cadmus Peverell's fiancée
Iolanthe Peverell
Constance Pickering
Constance Pickering's grandmother
Constance Pickering's mother
Constance Pickering's sister
Seraphina Picquery
Pidgron sisters
Irma Pince
E. Pinecoffin
Carlotta Pinkstone
Arlene Piper
Iris Pius
Mirabella Plunkett
Mirabella Plunkett's mother
Gayle Pocklington
Piers Polkiss's mother
Poppy Pomfrey
Poppy Pomfrey's Death Eater opponent
Poppy
Petrova Porskoff
Portrait of a family
Portrait of a group of journeying wizards
Portrait of a group of women in crinolines
Portrait of a mermaid
Portrait of a mother and baby
Portrait of a witch flying to the moon
Portrait of a witch in a meadow
Portrait of a witch in green
Portrait of a witch in Pompadour hairstyle
Portrait of three young ladies
Portrait of two lovers in a graveyard
Portrait of wailing women
Potage
Potions Club girl
Euphemia Potter
Henry Potter's mother
Lily J. Potter
Lily L. Potter
Gladys Prescott
Molly Weasley's mother
Sophia Prickett
Gethsemane Prickle
Prime Minister's niece
Primpernelle
Eileen Prince
Unidentified princess
Jodie Pritchard
Elsie Prod
Paloma Proudfoot
Prudence
Puddifoot
Eglantine Puffett
Abigail Pugh
Doris Purkiss
Caroline Purvis
Quintia Qarase
Hayley Quentin
Orla Quirke
Amina Qureshi
Babbitty Rabbitty
Modesty Rabnott
Rachel
Mnemone Radford
Asma Rahman
Patricia Rakepick
Rebecca Ramsea
Genevieve Ramsey
Latisha Randle
Emily Rappaport
Erika Rath
Erika Rath's friend (II)
Unidentified Ravenclaw lady
Ravenclaw Wizard's Chess champion
Helena Ravenclaw
Rowena Ravenclaw
Symposia Rawle
Katie Rayknolls
Raymond's kitten
Rebecca
Unidentified red-haired witch
Red-haired young witch
Red-haired young witch's friends
Yolanda Reedham
Unidentified female reporter
Maisy Reynolds
Viola Richmond
Mary Riddle
Merope Riddle
Riddles' cook
Riddles' maid
Roberts's wife
Nerida Roberts
Demelza Robins
Nienna Robins
Berthilde Roche
C. Roemmele
Alexandra Rokonski
Sophie Roper
Isodora Rose
Hemani Roshan
Rosie
Minette Lestrange
Vinda Rosier
Rosmerta
Ross (woman)
Isobel Ross
Isobel Ross's mother
Muriel Rothley
Hortense Rowland
Concordia Rowle
Euphemia Rowle
Regina Rowle
Rowena Rowle
J. K. Rowling (in-universe)
Megan Rowstock
Ruby (witch)
Runcorn
Ophelia Rushden
Nellie Lo Russell
Edessa Sakndenberg
Anne Sallow
Marina Sanchez
Ashley Sanders
Carmilla Sanguina
Vicência Santos
Selina Sapworthy
Noriko Sato
Ninon Saucet
Lynette Sawley
Isolt Sayre
Rionach Sayre
Elicia Scales
Scamander brothers' mother
Lydia Scarlett
Lisbeth Scintilla
Megan Scott
Skower
Unidentified female Seer
Selina
Serpent of Slytherin
Poonima Shah
Satyavati Shah
Sanjay Shanker's daughter
Eleanora Shanks
Olivia Shardlow
Sharon
Kitty Sharp
Scarlet Sharp
Shania Shaw
Ruby Sheldon
Shepherdess
Alannis Shepley
Maisie Sheppard
Dorothy Sheridan
Kim Sheringham
Cecil Shetland
Archana Shetty
Reiko Shibazaki
Kaori Shimizu
Chie Shinohara
Lara Sigg
Lara Von Sigg
Silvanus Kettleburn's Chimaera
Silvia
Narinder Singh
Satinder Singh
Ariel Singleton
Aurora Sinistra
Sirona Ryan
Rita Skeeter
Wendy Slinkhard
Sixth-year Inquisitorial Squad member
Enid Smeek
Smeltings nurse
Veronica Smethley
Leopoldina Smethwyck
Dodie Smith
Hepzibah Smith
Lisa Smith
Sally Smith
Smoky-eyed Potions professor
Elizabeth Smudgling
Georgina Smyth
Tabitha Snackwright
Merula Snyde
Merula Snyde's aunt
Merula Snyde's mother
Sofie
Leticia Somnolens
Susie Sooth
Sophie Duchamps
Scarlett Sparks
Toxita Spattergate
Sphinx in the Red Cap's Hole
Alicia Spinnet
Phyllida Spore
Pomona Sprout
Squawk
Squibbert
Emma Squiggle
Theresa Stadt
Erica Stainwright
Melanie Stanmore
Staring Muggle
Hesper Starkey
Stevens
Dinah Stevenson
Martha Steward
Martha Steward II
Rionach Steward
Hazel Stickney
Patricia Stimpson
Violeta Stitch
Brunhilde Stokke
Imogen Stretton
Miriam Strout
Aki Sugiyama
Natsumi Suzuki
Poppy Sweeting
Bethany Swordbane
Jocunda Sykes
Sylvia
Tabitha Tabella
Keiko Takahashi
Lucinda Talkalot
Lina Tande
Sujita Tande
Emily Taylor
Penelope Taylor
Tyra Teegarden
Siobhan Templeton
Tessie
Heather Thatcham
The Fates
The Maiden's kinsfolk
The Warlock's family
Janus Thickey's wife
Robyn Thistlethwaite
Robyn Thistlethwaite's roommate
Helen Thistlewood
Dean Thomas's mother
Clara Thompson
Lucinda Thomsonicle-Pocus
Laura Thorn
Laura Thorn's sister
Agatha Thrussington
Violet Tillyman
Violet Tillyman's mother
Agatha Timms
Isabella Tintwistle
Lesley Toddington
Tilly Toke
Alice Tolipan (Muggle)
Alice Tolipan (witch)
Andromeda Tonks
Nymphadora Tonks
Alberta Toothill
Cassandra Trelawney
Sybill Trelawney's mother
Sybill Trelawney
Leonie Tremblay
Donaghan Tremlett's mother
Bronwyn Trigg
Jessica Tring
Magenta Tripe
Trolley Witch
Miyuki Tsuji
Tubbs
Wilhelmina Tuft
Felicitania Tugwood
Sacharissa Tugwood
Lottie Turner
Lisa Turpin
Lana Tuttle
Liz Tuttle
Liz Tuttle's maternal grandmother
Liz Tuttle's mother
Dorcus Twelvetrees
Daisy Twemlove
Wilhemina Twigge
Two little witches
Catherine Tyler
Emily Tyler
Dolores Umbridge
Unicorn at the Magical Creatures Reserve's mate
Cassandra Vablatsky
Elsie Valentine Schroeder
Valerie Valion
Zara Valli
Louise Van Hawe
Emmeline Vance
Emma Vane (Muggle)
Emma Vane (witch)
Emma Vane's mother
Romilda Vane
Romilda Vane's grandmother
Emma Vanity (Gryffindor)
Emma Vanity (Slytherin)
Nikola Vassileva
Septima Vector
Verity
Cordelia Vexmoor
Veronica Vexmoor
Vibes Twins
Victoria
Viking Girl
Villanelle
Violet
Voice of lift at the Ministry of Magic
Cassandra Vole
Cassandra Vole's great-grandmother
Nerida Vulchanova
Valentina Vázquez
Joscelind Wadcock
Wailing Widow
Wainscott
Waitress at Luchino Caffe
Waitress at Treats
Wakanda
Lauren Wakefield (in-universe)
Alexandra Walker
Wandless
Celestina Warbeck
Celestina Warbeck's mother
Mercy Wardwell
Myrtle Warren
Myrtle Warren's mother
Warrington sisters' grandmother
Ivy Warrington
Winifred Warrington
Shizuka Watanabe
Rose Wax
Weasley family chickens
Audrey Weasley
Dominique Weasley
Ginevra Weasley
Lucy Weasley
Matilda Weasley
Molly Weasley
Molly Weasley II
Roxanne Weasley
Victoire Weasley
Ida Webb
St Mungo's Welcome Witch
Dorcas Wellbeloved
Nicola Wells
Wendelin the Weird
Bridget Wenlock
Bridget Wenlock's cousin
Daphne Wenlock
Westenberg's wife
Kelly Whakkaarangapawarau
White-Haired Healer
Phylis Whitehead
Winifred Whittle
Wiggins
Ignatia Wildsmith
Ella Wilkins
Heliotrope Wilkins
Charity Wilkinson
Saranna Wilkinson
Dora Williams
Heliotrope Willis
Lady Wimborne
Winged St Mungo's patient
Talbott Winger's mother
Winifred Haywood
Ruth Winikus
Winky
Winky's grandmother
Winky's mother
Winston's niece
Jennifer Winston
Witch and Wizard Couple
Witch with a hairy chin
Dawn Withey
Portrait of a female nurse in the hospital wing
Woman at Wedding of Bill and Fleur
Woman tended by bald man
Oliver Wood's mother
Wool woman
Bowman Wright's mother
Wendy Wunderwind
Octavia Xeep
Zenith Xeep
Pauline Yarrow
Yaxley's wife
Corban Yaxley's wife
Lysandra Yaxley
Mizuho Yoshii
Young witch maid
Young woman
Yvonne
Blaise Zabini's mother
Dinaz Zac
Rawya Zaghloul
Rose Zeller
Ya Zhou
Zygmunt Budge's sheep
Cassandra Vablatsky
Elsie Valentine Schroeder
Valerie Valion
Zara Valli
Louise Van Hawe
Emmeline Vance
Emma Vane (Muggle)
Emma Vane (witch)
Emma Vane's mother
Romilda Vane
Romilda Vane's grandmother
Emma Vanity (Gryffindor)
Emma Vanity (Slytherin)
Nikola Vassileva
Septima Vector
Verity
Cordelia Vexmoor
Veronica Vexmoor
Vibes Twins
Victoria
Viking Girl
Villanelle
Violet
Voice of lift at the Ministry of Magic
Cassandra Vole
Cassandra Vole's great-grandmother
Nerida Vulchanova
Valentina Vázquez
Joscelind Wadcock
Wailing Widow
Wainscott
Waitress at Luchino Caffe
Waitress at Treats
Wakanda
Lauren Wakefield (in-universe)
Alexandra Walker
Wandless
Celestina Warbeck
Celestina Warbeck's mother
Mercy Wardwell
Myrtle Warren
Myrtle Warren's mother
Warrington sisters' grandmother
Ivy Warrington
Winifred Warrington
Shizuka Watanabe
Rose Wax
Weasley family chickens
Audrey Weasley
Dominique Weasley
Ginevra Weasley
Lucy Weasley
Matilda Weasley
Molly Weasley
Molly Weasley II
Roxanne Weasley
Victoire Weasley
Ida Webb
St Mungo's Welcome Witch
Dorcas Wellbeloved
Nicola Wells
Wendelin the Weird
Bridget Wenlock
Bridget Wenlock's cousin
Daphne Wenlock
Westenberg's wife
Kelly Whakkaarangapawarau
White-Haired Healer
Phylis Whitehead
Winifred Whittle
Wiggins
Ignatia Wildsmith
Ella Wilkins
Heliotrope Wilkins
Charity Wilkinson
Saranna Wilkinson
Dora Williams
Heliotrope Willis
Lady Wimborne
Winged St Mungo's patient
Talbott Winger's mother
Winifred Haywood
Ruth Winikus
Winky
Winky's grandmother
Winky's mother
Winston's niece
Jennifer Winston
Witch and Wizard Couple
Witch with a hairy chin
Dawn Withey
Portrait of a female nurse in the hospital wing
Woman at Wedding of Bill and Fleur
Woman tended by bald man
Oliver Wood's mother
Wool woman
Bowman Wright's mother
Wendy Wunderwind
Octavia Xeep
Zenith Xeep
Pauline Yarrow
Yaxley's wife
Corban Yaxley's wife
Lysandra Yaxley
Mizuho Yoshii
Young witch maid
Young woman
Yvonne
Blaise Zabini's mother
Dinaz Zac
Rawya Zaghloul
Rose Zeller
Ya Zhou
Zygmunt Budge's sheep
1992 Gryffindor vs Slytherin Quidditch match spectators
2-Headed Baby
Omar Abasi
Roland Abberley
Theophilus Abbot
Giffard Abbott
Euan Abercrombie
Abernathy
Abraham
Cosme Acajor
Enoch Acidus
Stewart Ackerley
Acolyte thug
Actor who played Crapaud
Actor who played Grenouille
Adrian
Falco Aesalon
African prince
Johann Agardh
Jatin Agarkar
Agnes's son
Cornelius Agrippa
Uchi Akimbo
Babajide Akingbade
Zakir Akram
Nick Alas
Alastair
Albert
Albert (No-Maj)
Albino peacock
Dennis Aldermaston
Alderton
Archibald Alderton
Arkie Alderton
Arkie Alderton's alleged son
William Alderton
Christian Alexander
Alguff the Awful
Astrix Alixan
Raul Almeida
Pedrus Almeidus
Yutaka Amano
Orion Amari
Amata's lover
Amelia Bones's assistant
M. Amerinus
Ancient African sorcerer
Scott Ancrum
Olaf Andersen
Anderson
Andrew
Andros the Invincible
Brandon Angel
Angry wizard
Angus
Angus Buchanan's siblings
Announcer at Henry Shaw Junior's fundraising dinner
Jonny Anomaly
"Anonymous author of Hairy Snout, Human Heart"
Owen Anthony
Antonio
Apothecary shopkeeper
Aragog
Walter Aragon
Aravind Chaudhary
Arcadinho
Architect of Hogwarts
Arcus
Armenian warlock
Arnold
