source,target,value
Albus,Wizard,6
Gellert,Kendra,5
Albus,Durmstrang,9
Ariana,Dark,5
Harry,Second,8
Beedle,Harry,8
Luna,Muggle,3
Hermione,Three,8
Luna,Three,1
Bill,Xenophilius,6
Hermione,Xenophilius,120
Fleur,Two,3
Fleur,Xenophilius,4
Three,Xenophilius,4
Death,Harry,16
Death,Xenophilius,4
Egbert,Xenophilius,5
Egbert,Godelot,5
Godelot,Loxias,5
Harry,Loxias,4
Arcus,Xenophilius,4
Arcus,Livius,6
Livius,Loxias,5
Loxias,Xenophilius,2
Antioch,Xenophilius,3
Antioch,Cadmus,6
Cadmus,Ignotus,6
Hogwarts,Neville,38
Selwyn,Xenophilius,9
Cedric,Hermione,6
Death,Three,6
Sirius,Xenophilius,3
Hermione,Lily,9
Borgin,Hogwarts,6
Borgin,Hermione,6
Hermione,Lee,17
Harry,Lee,23
Cresswell,Gornuk,11
Dean,Muggle,5
Gornuk,Muggle,1
Gornuk,Hermione,5
Lee,Muggle,9
Kingsley,Muggle,8
Kingsley,Lee,5
Kingsley,Magic,3
Lee,Magic,6
Bill,Lee,2
Fred,Kingsley,7
Fred,Lee,7
Harry,Scabior,63
Barny,Scabior,4
Barny,Hermione,5
Hermione,Scabior,5
Dark,Scabior,4
Dark,Weasley,6
House,Vernon,4
Hogwarts,House,6
Hogwarts,Slytherin,6
Scabior,Vernon,5
Ministry,Vernon,5
Dudley,Scabior,5
Griphook,Scabior,6
Ministry,Scabior,3
Harry,Narcissa,21
Draco,Lucius,28
Harry,Lucius,19
Draco,Weasley,3
Lucius,Weasley,6
Dark,Lucius,6
Bella,Lucius,5
Draco,Gringotts,1
Bella,Bellatrix,5
Bellatrix,Ollivander,6
Dean,Luna,82
Dean,Gringotts,3
Griphook,Luna,3
Luna,Ollivander,18
Bellatrix,Hermione,47
Draco,Griphook,6
Griphook,Three,3
Dobby,Three,6
Dobby,Harry,159
Bellatrix,Dobby,9
Dobby,Ollivander,8
Fleur,Ollivander,18
Dean,Ollivander,15
Bill,Dean,4
Dean,Dobby,7
Dobby,Luna,16
Bellatrix,Griphook,31
Dark,Draco,9
Draco,Hermione,4
Gryffindor,Hermione,23
Draco,Gryffindor,5
Dobby,Draco,4
Bill,Draco,6
Dobby,Fleur,4
Bill,Dobby,11
Dean,Fleur,10
Fleur,Griphook,16
Dobby,Magic,5
Dawn,Dobby,8
Bill,Three,10
Dobby,Griphook,6
Gringotts,Hermione,27
Griphook,Hermione,31
Dark,Gringotts,5
Bellatrix,Gringotts,16
Bellatrix,Hogwarts,3
Hogsmeade,Ollivander,5
Bill,Dark,3
Dobby,Hermione,11
Gringotts,Luna,2
First,Ragnuk,6
First,Harry,1
Gryffindor,Slytherin,6
Bill,Fred,12
Bill,Griphook,11
Bill,Ollivander,16
Ravenclaw,Xenophilius,5
Bill,Ravenclaw,2
Bill,Ted,2
Dora,Ted,6
Dora,Fleur,1
Dora,Harry,11
Bill,Dora,2
Bill,Gringotts,12
Goblin,Griphook,5
Hermione,Neville,54
Neville,Sirius,5
Bellatrix,Bill,6
Fleur,Perkins,4
Bill,Perkins,6
Griphook,Tom,7
Hermione,Tom,16
Harry,Tom,5
Harry,Travers,88
Griphook,Travers,12
Travers,Xenophilius,11
Hermione,Travers,48
Bellatrix,Travers,6
Dark,Dragomir,2
Dragomir,Travers,4
Gringotts,Travers,11
Draco,Travers,5
Hermione,Marius,3
Harry,Marius,5
Griphook,Two,4
Hermione,Lestrange,5
Bogrod,Travers,12
Bogrod,Hermione,20
Bogrod,Griphook,25
Bogrod,Harry,33
Bogrod,Hufflepuff,3
Harry,Ravenclaw,57
Harry,Helga,4
Helga,Hufflepuff,6
Hermione,Hufflepuff,14
Hogwarts,Nagini,4
Hogsmeade,Hogwarts,11
Bellatrix,Hogsmeade,4
Bellatrix,Nagini,5
Hermione,Hogwarts,5
Grawp,Hogsmeade,4
Aragog,Harry,21
Albus,Aragog,5
Ariana,Hermione,9
Aberforth,Hermione,23
Aberforth,Dobby,4
Aberforth,Muggle,3
Albus,Muggle,1
Aberforth,Ministry,9
Ariana,Ministry,6
Aberforth,Hogwarts,16
Hermione,Seamus,5
Neville,Seamus,16
Aberforth,Seamus,5
Aberforth,Neville,7
Gringotts,Neville,6
Carrow,Gringotts,4
Carrow,Harry,20
First,Neville,3
Alecto,First,5
Alecto,Amycus,24
Amycus,Muggle,4
Muggle,Neville,5
Hermione,Michael,3
Neville,Quidditch,3
Hufflepuff,Ravenclaw,6
Ravenclaw,Slytherin,9
Neville,Slytherin,4
Gryffindor,Neville,3
Harry,Seamus,51
Carrow,Neville,8
Harry,Patil,4
Gringotts,Patil,2
Dean,Seamus,5
Luna,Seamus,14
Aberforth,Fred,6
Dean,Neville,4
Padma,Ravenclaw,2
Michael,Padma,6
Michael,Terry,6
Cho,Terry,6
Cho,Luna,12
Luna,Ravenclaw,7
Cho,Harry,27
Cho,Hermione,4
Luna,Peeves,5
Harry,Peeves,4
Harry,Mark,8
Alecto,Luna,11
Alecto,Harry,12
Amycus,Carrow,11
Alecto,Dark,5
Amycus,Dark,5
Dark,House,1
Harry,Minerva,19
Carrow,Minerva,5
Amycus,Luna,4
Alecto,Mark,6
Amycus,Harry,20
Luna,Minerva,8
House,Pomona,2
Filius,Harry,9
Horace,Minerva,10
Harry,Horace,5
Luna,Quidditch,5
Fleur,Teddy,6
Fred,Percy,41
George,Percy,11
Ministry,Percy,5
George,Hogwarts,4
House,Nagini,3
Firenze,House,16
Hall,Harry,31
Gryffindor,Hall,6
Pansy,Slytherin,6
Harry,Pansy,15
Creevey,Slytherin,4
Creevey,Harry,5
Hogwarts,Kingsley,3
Hogwarts,Ravenclaw,5
Arthur,Ravenclaw,4
House,Ravenclaw,4
Harry,Nick,28
Cadogan,Harry,9
Aberforth,Hogsmeade,6
Harry,Potions,11
Harry,Teddy,10
Remus,Teddy,4
Aberforth,Remus,8
Goyle,Potions,3
Goyle,Harry,91
Draco,Goyle,4
Crabbe,Harry,54
Crabbe,Draco,2
Crabbe,Hermione,7
Hogwarts,Percy,5
Hermione,Percy,28
Percy,Stunned,6
Harry,Stunned,5
Fred,Goyle,5
Lucius,Nagini,2
Hermione,Two,1
Dean,Parvati,12
Parvati,Travers,6
Harry,Parvati,4
Kingsley,Yaxley,6
Hermione,Slytherin,6
House,Slytherin,6
House,Two,5
Grawp,Hermione,5
Seamus,Three,6
Albus,Severus,3
Firenze,Harry,4
Lily,Petunia,49
Petunia,Severus,1
Muggle,Severus,6
Muggle,Petunia,6
Lily,Muggle,4
Lily,Slytherin,6
James,Slytherin,18
James,Sirius,15
James,Severus,20
Evans,House,5
Evans,Lily,6
Avery,Harry,5
Avery,Mulciber,18
Harry,Mulciber,6
Lily,Severus,6
Fleur,Mark,4
Fleur,Roger,6
Dark,Hogwarts,5
Draco,Hogwarts,1
Bellatrix,Severus,4
Dark,Severus,4
Severus,Slytherin,9
Fawkes,Severus,5
Fawkes,Harry,3
Nagini,Severus,3
George,Lily,5
Gryffindor,Severus,3
Goyle,Neville,2
Colin,Neville,11
Nagini,Neville,6
Fang,Harry,3
Fang,Hermione,5
James,Page,5
Lily,Sirius,6
Sirius,Yaxley,4
Aragog,Two,1
Fenrir,Harry,6
Fenrir,Narcissa,5
Nagini,Yaxley,4
Death,Ignotus,2
Harry,Ignotus,7
Bane,Hogsmeade,5
Bane,Ronan,6
Magorian,Ronan,6
Harry,Magorian,6
Hogwarts,Kreacher,6
George,Yaxley,6
George,Neville,5
Arthur,Neville,6
Arthur,Percy,6
Lucius,Percy,6
Kingsley,Lucius,5
Bellatrix,Kingsley,6
Bellatrix,Luna,12
Bellatrix,Weasley,10
Bellatrix,Molly,6
Kingsley,Luna,6
Fred,Magic,4
Fred,House,5
Firenze,Grawp,6
Hall,Neville,4
Kreacher,Two,2
Albus,Lily,13
Albus,James,16
Albus,Percy,2
Hugo,Lily,6
House,Hugo,6
Gryffindor,House,5
Gryffindor,Hugo,5
Albus,Hugo,6
Albus,Rose,14
Hermione,Rose,5
Albus,Draco,6
Draco,Scorpius,5
Rosie,Scorpius,5
Hermione,Rosie,6
James,Rosie,4
Teddy,Victoire,4
James,Teddy,2
Lily,Teddy,5
James,Neville,15
Harry,Rose,6
Rose,Slytherin,5
