sentence,entities
"The electric fire shot across the room as the boarded- 
up fireplace burst outward, expelling Mr. Weasley, 
Fred, George, and Ron in a cloud of rubble and loose 
chippings.","['Mr. Weasley', 'Ron']"
"“That’s better,” panted Mr. Weasley, brushing dust 
from his long green robes and straightening his 
glasses.",['Mr. Weasley']
"“Er — yes — sorry about that,” said Mr. Weasley, 
lowering his hand and looking over his shoulder at 
the blasted fireplace.",['Mr. Weasley']
"They were still 
gaping at Mr. Weasley, thunderstruck.",['Mr. Weasley']
"“Hello, Harry!” said Mr. Weasley brightly.",['Mr. Weasley']
"“Well,” said Mr. Weasley, swinging his arms slightly, 
while he tried to find words to break the very nasty 
silence.",['Mr. Weasley']
"Page | 49 



Harry Potter and the Goblet of Fire - J.K. Rowling 




Mr. Weasley was looking around.",['Mr. Weasley']
"Uncle Vernon clearly thought Mr. Weasley was mad 
too.",['Mr. Weasley']
"He moved ever so slightly to the right, screening 
Aunt Petunia from view, as though he thought Mr. 
Weasley might suddenly run at them and attack. 

",['Mr.']
"Dudley edged along the wall, gazing at Mr. Weasley 
with terrified eyes, and attempted to conceal himself 
behind his mother and father.",['Mr. Weasley']
"“Ah, this is your cousin, is it, Harry?” said Mr. 
Weasley, taking another brave stab at making 
conversation. 

",['Mr.']
"He and Ron exchanged glances and then quickly 
looked away from each other; the temptation to burst 
out laughing was almost overwhelming.",['Ron']
"Mr. Weasley, however, seemed genuinely 
concerned at Dudley’s peculiar behavior.",['Mr. Weasley']
"Indeed, from 
the tone of his voice when he next spoke, Harry was 
quite sure that Mr. Weasley thought Dudley was quite 



Page | 50 



Harry Potter and the Goblet of Fire - J.K. Rowling 




as mad as the Dursleys thought he was, except that 
Mr. Weasley felt sympathy rather than fear. 

",['Mr. Weasley']
"“Ah, right,” said Mr. Weasley.",['Mr. Weasley']
"“Incendio\” said Mr. Weasley, pointing his wand at the 
hole in the wall behind him. 

",['Mr. Weasley']
"Mr. 
Weasley took a small drawstring bag from his pocket, 
untied it, took a pinch of the powder inside, and 
threw it onto the flames, which turned emerald green 
and roared higher than ever. 

",['Mr.']
"“Off you go then, Fred,” said Mr. Weasley. 

",['Mr. Weasley']
"“Right then, George,” said Mr. Weasley, “you and the 
trunk.” 

",['Mr. Weasley']
"“Ron, you next,” said Mr. Weasley. 

","['Mr. Weasley', 'Ron']"
"“See you,” said Ron brightly to the Dursleys.",['Ron']
"Now Harry and Mr. Weasley alone remained. 

",['Mr. Weasley']
"Harry moved toward 
the fire, but just as he reached the edge of the hearth, 
Mr. Weasley put out a hand and held him back.",['Mr. Weasley']
"“It doesn’t matter,” Harry muttered to Mr. Weasley. 
",['Mr. Weasley']
"Mr. Weasley did not remove his hand from Harry’s 
shoulder. 



",['Mr. Weasley']
"But Mr. Weasley’s 
wand was still in his hand, and Uncle Vernon’s tiny 
eyes darted to it once, before he said, very resentfully, 
“Good-bye, then.” 

",['Mr. Weasley']
"Uncle Vernon was 
bellowing and waving his arms around, and Mr. 
Weasley had to shout to make himself heard. 

",['Mr.']
"he yelled, 
advancing on Dudley with his wand outstretched, but 
Aunt Petunia screamed worse than ever and threw 



Page | 53 



Harry Potter and the Goblet of Fire - J.K. Rowling 




herself on top of Dudley, shielding him from Mr. 
Weasley. 



",['Mr.']
"“No, really!” said Mr. Weasley desperately.",['Mr. Weasley']
"But far from being reassured, the Dursleys became 
more panic-stricken; Aunt Petunia was sobbing 
hysterically, tugging Dudley’s tongue as though 
determined to rip it out; Dudley appeared to be 
suffocating under the combined pressure of his 
mother and his tongue; and Uncle Vernon, who had 
lost control completely, seized a china figure from on 
top of the sideboard and threw it very hard at Mr. 
Weasley, who ducked, causing the ornament to 
shatter in the blasted fireplace. 

",['Mr.']
"“Now really!” said Mr. Weasley angrily, brandishing 
his wand.",['Mr. Weasley']
"Mr. Weasley shouted, his wand 
on Uncle Vernon.",['Mr. Weasley']
"Harry didn’t want to miss the fun, but Uncle Vernon’s 
second ornament narrowly missed his left ear, and on 
balance he thought it best to leave the situation to 
Mr. Weasley.",['Mr. Weasley']
"His last fleeting 
glimpse of the living room was of Mr. Weasley blasting 
a third ornament out of Uncle Vernon’s hand with his 
wand, Aunt Petunia screaming and lying on top of 
Dudley, and Dudley’s tongue lolling around like a 
great slimy python.",['Mr. Weasley']
"The tiny kitchen exploded with laughter; Harry looked 
around and saw that Ron and George were sitting at 
the scrubbed wooden table with two red-haired people 
Harry had never seen before, though he knew 

Page | 56 Harry Potter and the Goblet of Fire - J.K. Rowling 



immediately who they must be: Bill and Charlie, the 
two eldest Weasley brothers. 



",['Ron']
"Charlie was built like the twins, 
shorter and stockier than Percy and Ron, who were 
both long and lanky.",['Ron']
"Before any of them could say anything else, there was 
a faint popping noise, and Mr. Weasley appeared out 
of thin air at George’s shoulder.",['Mr. Weasley']
"“You dropped it on purpose!” roared Mr. Weasley. 

",['Mr. Weasley']
Mr. Weasley shouted.,['Mr. Weasley']
"“Yeah, he is, Mr. Weasley,” said Harry earnestly. 

",['Mr. Weasley']
“That’s not the point!” raged Mr. Weasley.,['Mr. Weasley']
"Page | 58 Harry Potter and the Goblet of Fire - J.K. Rowling 




Mr. Weasley hesitated.",['Mr. Weasley']
"There was a silence, while Mr. Weasley eyed his wife 
nervously.",['Mr. Weasley']
"One, with very bushy 
brown hair and rather large front teeth, was Harry’s 
and Ron’s friend, Hermione Granger.",['Ron']
"The other, who 
was small and red-haired, was Ron’s younger sister, 
Ginny.","['Ron', 'Ginny']"
"Both of them smiled at Harry, who grinned 
back, which made Ginny go scarlet — she had been 
very taken with Harry ever since his first visit to the 
Burrow. 

",['Ginny']
"“It’s nothing, Molly,” mumbled Mr. Weasley, “Fred and 
George just — but I’ve had words with them — ” 

“What have they done this time?” said Mrs. Weasley. 
",['Mr. Weasley']
"“If it’s got anything to do with Weasleys’ Wizard 
Wheezes — ” 

“Why don’t you show Harry where he’s sleeping, 

Ron?” said Hermione from the doorway. 

",['Ron']
"“He knows where he’s sleeping,” said Ron, “in my 
room, he slept there last — ” 

“We can all go,” said Hermione pointedly. 

",['Ron']
"“Oh,” said Ron, cottoning on.",['Ron']
"Page | 59 



Harry Potter and the Goblet of Fire - J.K. Rowling 




Harry and Ron edged out of the kitchen, and they, 
Hermione, and Ginny set off along the narrow hallway 
and up the rickety staircase that zigzagged through 
the house to the upper stories. 

","['Ron', 'Ginny']"
"Ron and Ginny both laughed, although Hermione 
didn’t. 

","['Ron', 'Ginny']"
"“Mum found this stack of order forms when she was 
cleaning Fred and George’s room,” said Ron quietly. 
",['Ron']
"It was brilliant, I never knew they’d been 
inventing all that ...” 

“We’ve been hearing explosions out of their room for 
ages, but we never thought they were actually making 
things,” said Ginny.",['Ginny']
"“Only, most of the stuff — well, all of it, really — was 
a bit dangerous,” said Ron, “and, you know, they were 
planning to sell it at Hogwarts to make some money, 
and Mum went mad at them.",['Ron']
"“And then there was this big row,” Ginny said, 
“because Mum wants them to go into the Ministry of 
Magic like Dad, and they told her all they want to do 
is open a joke shop.” 

",['Ginny']
"“We’re not thundering,” said Ron irritably.",['Ron']
"Some of these foreign 
imports are just a shade too thin — leakages have 
been increasing at a rate of almost three percent a 
year — ” 

“That’ll change the world, that report will,” said Ron. 
",['Ron']
"“You might sneer, Ron,” he said heatedly, “but unless 
some sort of international law is imposed we might 
well find the market flooded with flimsy, shallow- 
bottomed products that seriously endanger — ” 

“Yeah, yeah, all right,” said Ron, and he started off 
upstairs again.",['Ron']
"As Harry, Hermione, and Ginny followed Ron up 

Page | 61 Harry Potter and the Goblet of Fire -J.K.","['Ron', 'Ginny']"
"It sounded as though Mr. 
Weasley had told Mrs. Weasley about the toffees. 

",['Mr.']
"The room at the top of the house where Ron slept 
looked much as it had the last time that Harry had 
come to stay: the same posters of Ron’s favorite 
Quidditch team, the Chudley Cannons, were whirling 
and waving on the walls and sloping ceiling, and the 
fish tank on the windowsill, which had previously 
held frog spawn, now contained one extremely large 
frog.",['Ron']
"Ron’s old rat, Scabbers, was here no more, but 
instead there was the tiny gray owl that had delivered 
Ron’s letter to Harry in Privet Drive.",['Ron']
"“Shut up, Pig,” said Ron, edging his way between two 
of the four beds that had been squeezed into the 
room.",['Ron']
"Harry asked 
Ron. 

“Because he’s being stupid,” said Ginny.","['Ron', 'Ginny']"
"“Yeah, and that’s not a stupid name at all,” said Ron 
sarcastically.",['Ron']
"“Ginny named him,” he explained to 
Harry.",['Ginny']
"Harry knew Ron too well to take him 

Page | 62 Harry Potter and the Goblet of Fire - J.K. Rowling 




seriously.",['Ron']
“Enjoying it?” said Ron darkly.,['Ron']
"According to Mr. Crouch ... as I was saying to Mr. 
Crouch . . .",['Mr.']
Mr. Crouch is of the opinion . . .,['Mr.']
"Mr. Crouch 
was telling me ...",['Mr.']
"Ron began, but at a 
look from Hermione he fell silent.",['Ron']
"Harry knew Ron 
had been about to ask about Sirius.",['Ron']
"Ron and 
Hermione had been so deeply involved in helping 
Sirius escape from the Ministry of Magic that they 
were almost as concerned about Harry’s godfather as 
he was.",['Ron']
"However, discussing him in front of Ginny 
was a bad idea.",['Ginny']
"Nobody but themselves and Professor 



Page | 63 



Harry Potter and the Goblet of Fire - J.K. Rowling 




Dumbledore knew about how Sirius had escaped, or 
believed in his innocence. 

",['Dumbledore']
"“I think they’ve stopped arguing,” said Hermione, to 
cover the awkward moment, because Ginny was 
looking curiously from Ron to Harry.","['Ron', 'Ginny']"
"“Yeah, all right,” said Ron.",['Ron']
"The four of them left Ron’s 
room and went back downstairs to find Mrs. Weasley 
alone in the kitchen, looking extremely bad-tempered. 

",['Ron']
"Knives and 
forks, please, you two,” she said to Ron and Harry, 
pointing her wand a little more vigorously than she 
had intended at a pile of potatoes in the sink, which 
shot out of their skins so fast that they ricocheted off 
the walls and ceiling. 

",['Ron']
"Harry and Ron both jumped out of 
the way as several knives soared out of it, flew across 
the kitchen, and began chopping the potatoes, which 
had just been tipped back into the sink by the 
dustpan. 

",['Ron']
"“C’mon,” Ron said hurriedly to Harry, seizing a 
handful of cutlery from the open drawer, “let’s go and 
help Bill and Charlie.” 

",['Ron']
"Fred and George were cheering, Ginny was laughing, 
and Hermione was hovering near the hedge, 
apparently torn between amusement and anxiety. 

",['Ginny']
"“I’ve told Mr. Crouch that I’ll have it ready by 
Tuesday,” Percy was saying pompously.",['Mr.']
"Ludo Bagman — ” 

“I like Ludo,” said Mr. Weasley mildly.",['Mr. Weasley']
"“Oh Bagman’s likable enough, of course,” said Percy 
dismissively, “but how he ever got to be Head of 
Department ... when I compare him to Mr. Crouch!",['Mr.']
"I 
can’t see Mr. Crouch losing a member of our 
department and not trying to find out what’s 
happened to them.",['Mr.']
"“Yes, I was asking Ludo about that,” said Mr. 

Weasley, frowning.",['Mr.']
"Mr. Crouch has been taking a personal interest, she 
worked in our department at one time, you know, and 
I think Mr. Crouch was quite fond of her — but 
Bagman just keeps laughing and saying she probably 
misread the map and ended up in Australia instead of 
Albania.",['Mr.']
"Percy cleared his throat significantly and looked down 
toward the end of the table where Harry, Ron, and 
Hermione were sitting.",['Ron']
"Ron rolled his eyes and muttered to Harry and 
Hermione, “He’s been trying to get us to ask what that 
event is ever since he started work.",['Ron']
"“I like it,” said Ginny, who was sitting beside Bill. 
",['Ginny']
"Anyway, it’s nowhere 
near as long as Professor Dumbledore’s.",['Dumbledore']
"Mr. Weasley conjured up candles to light the 
darkening garden before they had their homemade 
strawberry ice cream, and by the time they had 
finished, moths were fluttering low over the table, and 
the warm air was perfumed with the smells of grass 
and honeysuckle.",['Mr. Weasley']
"Ron looked carefully up the table to check that the 
rest of the family were all busy talking, then he said 
very quietly to Harry, “So — have you heard from 
Sirius lately?” 

Hermione looked around, listening closely. 

",['Ron']
"He suddenly remembered the reason he had written 
to Sirius, and for a moment was on the verge of telling 
Ron and Hermione about his scar hurting again, and 
about the dream that had awoken him . . .",['Ron']
"Page | 71 



Harry Potter and the Goblet of Fire - J.K. Rowling 







THE PORTKEY 

Harry felt as though he had barely lain down to sleep 
in Ron’s room when he was being shaken awake by 
Mrs. Weasley. 

",['Ron']
"“Time to go, Harry, dear,” she whispered, moving 
away to wake Ron. 

",['Ron']
"Ron muttered 
indistinctly as his mother roused him.",['Ron']
"Mrs. Weasley was stirring the contents of a large pot 
on the stove, while Mr. Weasley was sitting at the 
table, checking a sheaf of large parchment tickets.",['Mr. Weasley']
"Page | 73 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Oh yes,” said Mr. Weasley, tucking the tickets safely 
into the back pocket of his jeans.",['Mr. Weasley']
"“They left half of themselves behind,” said Mr. 

Weasley, now spooning large amounts of treacle onto 
his porridge.",['Mr.']
"“Oh yes,” said Mr. Weasley matter-of-factly.",['Mr. Weasley']
"There were footsteps down the passageway and 
Hermione and Ginny came into the kitchen, both 
looking pale and drowsy. 

",['Ginny']
"Ginny said, 
rubbing her eyes and sitting down at the table. 

",['Ginny']
"“We’ve got a bit of a walk,” said Mr. Weasley. 

",['Mr. Weasley']
"“No, no, that’s miles away,” said Mr. Weasley, smiling. 
",['Mr. Weasley']
"Mrs. Weasley was still 
glowering as she kissed Mr. Weasley on the cheek, 
though not nearly as much as the twins, who had 
each hoisted their rucksacks onto their backs and 
walked out without a word to her. 

",['Mr. Weasley']
"“I’ll send Bill, Charlie, and Percy along 
around midday,” Mrs. Weasley said to Mr. Weasley, as 
he, Harry, Ron, Hermione, and Ginny set off across 
the dark yard after Fred and George. 

","['Mr. Weasley', 'Ron', 'Ginny']"
"Harry, having been 
thinking about thousands of wizards speeding toward 
the Quidditch World Cup, sped up to walk with Mr. 
Weasley. 

",['Mr.']
"“It’s been a massive organizational problem,” sighed 
Mr. Weasley.",['Mr. Weasley']
"Mr. Weasley pointed ahead of them, where a large 
black mass rose beyond the village of Ottery St. 
Catchpole. 

",['Mr. Weasley']
"“Well, they can be anything,” said Mr. Weasley. 
",['Mr. Weasley']
"Mr. Weasley kept checking his watch. 

",['Mr. Weasley']
"“Whew,” panted Mr. Weasley, taking off his glasses 
and wiping them on his sweater.",['Mr. Weasley']
"Page | 78 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Now we just need the Portkey,” said Mr. Weasley, 
replacing his glasses and squinting around at the 
ground.",['Mr. Weasley']
"“Amos!” said Mr. Weasley, smiling as he strode over to 
the man who had shouted.",['Mr. Weasley']
"Mr. Weasley was shaking hands with a ruddy-faced 
wizard with a scrubby brown beard, who was holding 
a moldy-looking old boot in his other hand. 

",['Mr. Weasley']
"“This is Amos Diggory, everyone,” said Mr. Weasley. 
",['Mr. Weasley']
"Page | 79 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Not too bad,” said Mr. Weasley.",['Mr. Weasley']
"Amos 
Diggory peered good-naturedly around at the three 
Weasley boys, Harry, Hermione, and Ginny.",['Ginny']
"“Oh no, only the redheads,” said Mr. Weasley, 
pointing out his children.",['Mr. Weasley']
"“This is Hermione, friend of 
Ron’s — and Harry, another friend — ” 

“Merlin’s beard,” said Amos Diggory, his eyes 
widening.",['Ron']
"“Must be nearly time,” said Mr. Weasley quickly, 
pulling out his watch again.",['Mr. Weasley']
"“Do you know whether 
we’re waiting for any more, Amos?” 

“No, the Lovegoods have been there for a week already 
and the Fawcetts couldn’t get tickets,” said Mr. 
Diggory.",['Mr.']
"“Not that I know of,” said Mr. Weasley.",['Mr. Weasley']
"“Three ...” muttered Mr. Weasley, one eye still on his 
watch, “two ... one ...” 



",['Mr. Weasley']
"His feet left the ground; he could 
feel Ron and Hermione on either side of him, their 
shoulders banging into his; they were all speeding 
forward in a howl of wind and swirling color; his 
forefinger was stuck to the boot as though it was 
pulling him magnetically onward and then — 

His feet slammed into the ground; Ron staggered into 
him and he fell over; the Portkey hit the ground near 
his head with a heavy thud. 

",['Ron']
"Mr. Weasley, Mr. Diggory, and 
Cedric were still standing, though looking very 
windswept; everybody else was on the ground. 

","['Mr. Weasley', 'Mr.']"
"Page | 82 



Harry Potter and the Goblet of Fire - J.K. Rowling 




7 




BAGMAN AND CROUCH 

Harry disentangled himself from Ron and got to his 
feet.",['Ron']
"“Morning, Basil,” said Mr. Weasley, picking up the 
boot and handing it to the kilted wizard, who threw it 
into a large box of used Portkeys beside him; Harry 
could see an old newspaper, an empty drinks can, 
and a punctured football. 

",['Mr. Weasley']
Site manager’s called Mr. Roberts.,['Mr.']
"Diggory ... 
second field ... ask for Mr. Payne.” 

",['Mr.']
"“Thanks, Basil,” said Mr. Weasley, and he beckoned 
everyone to follow him. 

",['Mr. Weasley']
"“Morning!” said Mr. Weasley brightly. 

",['Mr. Weasley']
"“Would you be Mr. Roberts?” 

",['Mr.']
"“Aye, I would,” said Mr. Roberts.",['Mr.']
"“Weasley — two tents, booked a couple of days ago?” 

“Aye,” said Mr. Roberts, consulting a list tacked to the 
door.",['Mr.']
"Just 
the one night?” 

“That’s it,” said Mr. Weasley. 

",['Mr. Weasley']
"“You’ll be paying now, then?” said Mr. Roberts. 



",['Mr.']
"Page | 84 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Ah — right — certainly — ” said Mr. Weasley.",['Mr. Weasley']
"“A twenty,” Harry corrected him in an undertone, 
uncomfortably aware of Mr. Roberts trying to catch 
every word. 

",['Mr.']
"“You foreign?” said Mr. Roberts as Mr. Weasley 
returned with the correct notes. 

","['Mr. Weasley', 'Mr.']"
"“Foreign?” repeated Mr. Weasley, puzzled. 

",['Mr. Weasley']
"“You’re not the first one who’s had trouble with 
money,” said Mr. Roberts, scrutinizing Mr. Weasley 
closely.","['Mr. Weasley', 'Mr.']"
"“Did you really?” said Mr. Weasley nervously. 

",['Mr. Weasley']
"Mr. Roberts rummaged around in a tin for some 
change. 

",['Mr.']
"“Is that right?” said Mr. Weasley, his hand held out 
for his change, but Mr. Roberts didn’t give it to him. 

","['Mr. Weasley', 'Mr.']"
"“Shouldn’t he?” said Mr. Weasley anxiously. 

",['Mr. Weasley']
"I dunno ... like some sort of 
rally,” said Mr. Roberts.",['Mr.']
"At that moment, a wizard in plus-fours appeared out 
of thin air next to Mr. Roberts’s front door. 

",['Mr.']
"“Obliviate\” he said sharply, pointing his wand at Mr. 
Roberts. 

",['Mr.']
"Instantly, Mr. Roberts’s eyes slid out of focus, his 
brows unknitted, and a look of dreamy unconcern fell 
over his face.",['Mr.']
"“A map of the campsite for you,” Mr. Roberts said 
placidly to Mr. Weasley.","['Mr. Weasley', 'Mr.']"
"“Thanks very much,” said Mr. Weasley. 

",['Mr. Weasley']
"Once out of earshot 
of Mr. Roberts, he muttered to Mr. Weasley, “Been 
having a lot of trouble with him.","['Mr. Weasley', 'Mr.']"
"Page | 86 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“I thought Mr. Bagman was Head of Magical Games 
and Sports,” said Ginny, looking surprised.","['Mr.', 'Ginny']"
"“He 
should know better than to talk about Bludgers near 
Muggles, shouldn’t he?” 

“He should,” said Mr. Weasley, smiling, and leading 
them through the gates into the campsite, “but Ludo’s 
always been a bit ...",['Mr. Weasley']
"However, here and there was a tent 
so obviously magical that Harry could hardly be 
surprised that Mr. Roberts was getting suspicious. 
",['Mr.']
"“Always the same,” said Mr. Weasley, smiling.",['Mr. Weasley']
"“Couldn’t have a better spot!” said Mr. Weasley 
happily.",['Mr. Weasley']
"However, he and Hermione worked out 
where most of the poles and pegs should go, and 
though Mr. Weasley was more of a hindrance than a 
help, because he got thoroughly overexcited when it 
came to using the mallet, they finally managed to 
erect a pair of shabby two-man tents. 

",['Mr. Weasley']
"Hermione seemed to have 
spotted this problem too; she gave Harry a quizzical 
look as Mr. Weasley dropped to his hands and knees 
and entered the first tent. 

",['Mr. Weasley']
"Page | 88 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Well, it’s not for long,” said Mr. Weasley, mopping his 
bald patch with a handkerchief and peering in at the 
four bunk beds that stood in the bedroom.",['Mr. Weasley']
"...” 

“There’s a tap marked on this map the Muggle gave 
us,” said Ron, who had followed Harry inside the tent 
and seemed completely unimpressed by its 
extraordinary inner proportions.",['Ron']
"“Well, why don’t you, Harry, and Hermione go and get 
us some water then” — Mr. Weasley handed over the 
kettle and a couple of saucepans — “and the rest of 
us will get some wood for a fire?” 

",['Mr. Weasley']
"“But we’ve got an oven,” said Ron.",['Ron']
"“Why can’t we just 



“Ron, anti-Muggle security!” said Mr. Weasley, his 
face shining with anticipation.","['Mr. Weasley', 'Ron']"
"After a quick tour of the girls’ tent, which was slightly 
smaller than the boys’, though without the smell of 
cats, Harry, Ron, and Hermione set off across the 
campsite with the kettle and saucepans. 

",['Ron']
"A Ministry wizard had 
already spotted them; as he hurried past Harry, Ron, 
and Hermione he muttered distractedly, “In broad 
daylight!",['Ron']
"“Er — is it my eyes, or has everything gone green?” 
said Ron. 

",['Ron']
It wasn’t just Ron’s eyes.,['Ron']
"“Harry! Ron! Hermione!” 

",['Ron']
"she added, eyeing Harry, Ron, 
and Hermione beadily.",['Ron']
"When they had assured her 
that they were indeed supporting Ireland, they set off 
again, though, as Ron said, “Like we’d say anything 
else surrounded by that lot.” 



",['Ron']
"“Krum,” said Ron quietly. 

",['Ron']
“Krum!” said Ron.,['Ron']
"Ron raised his eyes to the 
heavens.",['Ron']
"Harry, Ron, and Hermione joined 
it, right behind a pair of men who were having a 
heated argument.",['Ron']
"More to 
stop Ron from smirking than anything, Harry 
hurriedly pointed out a large group of teenagers 
whom he had never seen before. 



",['Ron']
"“They don’t go 
to Hogwarts, do they?” 



“ ’Spect they go to some foreign school,” said Ron.",['Ron']
"“Met a few people,” said Ron, setting the water down. 
",['Ron']
"Mr. Weasley was having no success at all in lighting 
the fire, but it wasn’t for lack of trying.",['Mr. Weasley']
"Page | 94 



Harry Potter and the Goblet of Fire - J.K. Rowling 




“Come here, Mr. Weasley,” said Hermione kindly, 
taking the box from him, and showing him how to do 
it properly. 

",['Mr. Weasley']
"Their tent seemed to be pitched right 
alongside a kind of thoroughfare to the field, and 
Ministry members kept hurrying up and down it, 
greeting Mr. Weasley cordially as they passed.",['Mr. Weasley']
"Mr. 
Weasley kept up a running commentary, mainly for 
Harry’s and Hermione’s benefit; his own children 
knew too much about the Ministry to be greatly 
interested. 

",['Mr.']
"They were halfway through their plates of eggs and 
sausages when Mr. Weasley jumped to his feet, 
waving and grinning at a man who was striding 

Page | 95",['Mr. Weasley']
"“Ah — yes,” said Mr. Weasley, grinning, “this is my 
son Percy.",['Mr. Weasley']
"He’s just started at the Ministry — and 
this is Fred — no, George, sorry — that’s Fred — Bill, 
Charlie, Ron — my daughter, Ginny — and Ron’s 
friends, Hermione Granger and Harry Potter.” 

","['Ron', 'Ginny']"
"“Everyone,” Mr. Weasley continued, “this is Ludo 
Bagman, you know who he is, it’s thanks to him we’ve 
got such good tickets — ” 

Bagman beamed and waved his hand as if to say it 
had been nothing. 

",['Mr. Weasley']
"“Oh ... go on then,” said Mr. Weasley.",['Mr. Weasley']
"“They’re a bit young to be gambling,” said Mr. 

Weasley.",['Mr.']
"“You don’t want to go showing Mr. Bagman rubbish 
like that — ” Percy hissed, but Bagman didn’t seem to 
think the wand was rubbish at all; on the contrary, 
his boyish face shone with excitement as he took it 
from Fred, and when the wand gave a loud squawk 
and turned into a rubber chicken, Bagman roared 
with laughter. 

",['Mr.']
"“Boys,” said Mr. Weasley under his breath, “I don’t 
want you betting.",['Mr. Weasley']
"Mr. Weasley looked on helplessly as Ludo Bagman 
whipped out a notebook and quill and began jotting 
down the twins’ names. 

",['Mr. Weasley']
"Bagman turned most cheerfully back to Mr. Weasley. 

",['Mr. Weasley']
