sentence,entities
"Dumbledore’s future career 
seemed likely to be meteoric, and the only question 
that remained was when he would become Minister of 
Magic.",['Dumbledore']
"Dumbledore’s innumerable contributions to the 
store of Wizarding knowledge, including his discovery 
of the twelve uses of dragon’s blood, will benefit 
generations to come, as will the wisdom he displayed 
in the many judgments he made while Chief Warlock of 
the Wizengamot.",['Dumbledore']
"They say, still, that no Wizarding duel 
ever matched that between Dumbledore and 
Grindelwald in 1 945.",['Dumbledore']
"Dumbledore’s triumph, and its consequences for the 
Wizarding world, are considered a turning point in 
magical history to match the introduction of the 
International Statute of Secrecy or the downfall of He- 
Who-Must-Not-Be-Named. 

",['Dumbledore']
"Albus Dumbledore was never proud or vain; he could 
find something to value in anyone, however 
apparently insignificant or wretched, and I believe 
that his early losses endowed him with great 
humanity and sympathy.",['Dumbledore']
"Dumbledore was 
wearing his familiar, kindly smile, but as he peered 
over the top of his half-moon spectacles, he gave the 
impression, even in newsprint, of X-raying Harry, 
whose sadness mingled with a sense of humiliation. 

",['Dumbledore']
"He had thought he knew Dumbledore quite well, but 
ever since reading this obituary he had been forced to 
recognize that he had barely known him at all.",['Dumbledore']
"Never 
once had he imagined Dumbledore ’s childhood or 
youth; it was as though he had sprung into being as 
Harry had known him, venerable and silver-haired 
and old.",['Dumbledore']
"The idea of a teenage Dumbledore was 
simply odd, like trying to imagine a stupid Hermione 
or a friendly Blast-Ended Skrewt. 

",['Dumbledore']
"He had never thought to ask Dumbledore about his 
past.",['Dumbledore']
"No doubt it would have felt strange, impertinent 
even, but after all, it had been common knowledge 
that Dumbledore had taken part in that legendary 
duel with Grindelwald, and Harry had not thought to 
ask Dumbledore what that had been like, nor about 
any of his other famous achievements.",['Dumbledore']
"Harry’s plans ... and it seemed to Harry now, despite 
the fact that his future was so dangerous and so 
uncertain, that he had missed irreplaceable 
opportunities when he had failed to ask Dumbledore 
more about himself, even though the only personal 
question he had ever asked his headmaster was also 
the only one he suspected that Dumbledore had not 
answered honestly: 

“ What do you see when you look in the mirror?” 



",['Dumbledore']
"Across the bottom half of the front page a smaller 
headline was set over a picture of Dumbledore 
striding along looking harried: 

DUMBLEDORE — THE TRUTH AT LAST? 

",['Dumbledore']
"Stripping away the popular image of 
serene, silver-bearded wisdom, Rita Skeeter reveals 
the disturbed childhood, the lawless youth, the 
lifelong feuds, and the guilty secrets that Dumbledore 
carried to his grave.",['Dumbledore']
"HOW did Dumbledore really meet his end? 

",['Dumbledore']
"Page | 24 Harry Potter and the Deathly Hallows - J.K. Rowling 




The answers to these and many more questions are 
explored in the explosive new biography, The Life and 
Lies of Albus Dumbledore, by Rita Skeeter, exclusively 
interviewed by Betty Braithwaite, page 13, inside. 

",['Dumbledore']
"“Well, of course, Dumbledore is a biographer’s dream,” 
says Skeeter.",['Dumbledore']
"Her nine- 
hundred-page book was completed a mere four weeks 
after Dumbledore ’s mysterious death in June.",['Dumbledore']
"I mention the recent, widely publicized remarks of 
Elphias Doge, Special Advisor to the Wizengamot and 
longstanding friend of Albus Dumbledore’s, that 
“Skeeter’s book contains less fact than a Chocolate 
Frog card. ” 

",['Dumbledore']
"Does Skeeter really 
feel that four short weeks have been enough to gain a 
full picture of Dumbledore’s long and extraordinary 
life? 

",['Dumbledore']
"People were 
queuing to dish the dirt on Dumbledore anyway.",['Dumbledore']
"But old 
Dodgy Doge can get off his high hippogriff, because 
I’ve had access to a source most journalists would 
swap their wands for, one who has never spoken in 
public before and who was close to Dumbledore 
during the most turbulent and disturbing phase of 
his youth.” 

",['Dumbledore']
"The advance publicity for Skeeter’ s biography has 
certainly suggested that there will be shocks in store 
for those who believe Dumbledore to have led a 
blameless life.",['Dumbledore']
"“But I can promise that anybody who still 
thinks Dumbledore was white as his beard is in for a 

Page | 26 Harry Potter and the Deathly Hallows - J.K. Rowling 




rude awakening!",['Dumbledore']
"Yes, Albus Dumbledore had an 
extremely murky past, not to mention that very fishy 
family, which he worked so hard to keep hushed up.” 

",['Dumbledore']
"I ask whether Skeeter is referring to Dumbledore ’s 
brother, Aberforth, whose conviction by the 
Wizengamot for misuse of magic caused a minor 
scandal fifteen years ago. 

",['Dumbledore']
"“No, no, I’m talking about much worse than a 
brother with a fondness for fiddling about with goats, 
worse even than the Muggle-maiming father — 
Dumbledore couldn’t keep either of them quiet anyway, 
they were both charged by the Wizengamot.",['Dumbledore']
"All I can say now is, it’s no wonder 
Dumbledore never talked about how his nose got 
broken. ” 

",['Dumbledore']
"Family skeletons notwithstanding, does Skeeter deny 
the brilliance that led to Dumbledore ’s many magical 
discoveries? 

",['Dumbledore']
"As I reveal in chapter 
sixteen, Ivor Dillonsby claims he had already 
discovered eight uses of dragon’s blood when 
Dumbledore ‘borrowed’ his papers.” 



",['Dumbledore']
"Page | 27 



Harry Potter and the Deathly Hallows - J.K. Rowling 




But the importance of some of Dumbledore’s 
achievements cannot, I venture, be denied.",['Dumbledore']
"“I’m afraid those who 
go dewy-eyed over Dumbledore’s spectacular victory 
must brace themselves for a bombshell — or perhaps 
a Dungbomb.",['Dumbledore']
"“Oh yes,” says Skeeter, nodding briskly, “I devote an 
entire chapter to the whole Potter-Dumbledore 
relationship.",['Dumbledore']
"Again, your readers will have to buy my book for the 
whole story, but there is no question that 
Dumbledore took an unnatural interest in Potter from 
the word go.",['Dumbledore']
"Which leads us neatly to the many rumors still 
circulating about Dumbledore’s final hours.",['Dumbledore']
"Does 
Skeeter believe that Potter was there when 
Dumbledore died? 

",['Dumbledore']
"“Well, I don’t want to say too much — it’s all in the 
book — but eyewitnesses inside Hogwarts castle saw 
Potter running away from the scene moments after 
Dumbledore fell, jumped, or was pushed.",['Dumbledore']
"Potter later 
gave evidence against Severus Snape, a man against 
whom he has a notorious grudge.",['Snape']
"Dumbledore’s legions of admirers, 
meanwhile, may well be trembling at what is soon to 
emerge about their hero. 

",['Dumbledore']
"He began to stride blindly around the room, opening 
empty drawers and picking up books only to replace 
them on the same piles, barely conscious of what he 
was doing, as random phrases from Rita’s article 
echoed in his head: An entire chapter to the whole 
Potter-Dumbledore relationship . . .",['Dumbledore']
"The broken bit of 
mirror danced away from him; he picked it up and 
turned it over in his fingers, thinking, thinking of 
Dumbledore and the lies with which Rita Skeeter was 
defaming him. ... 

",['Dumbledore']
"If anything was certain, it was that the 
bright blue eyes of Albus Dumbledore would never 
pierce him again. 



",['Dumbledore']
"He was still gazing at 
the mirror fragment in which, for a split second, he 
had thought he saw Dumbledore’s eye.",['Dumbledore']
"This isn’t a claim, it’s fact, Dumbledore told you last 
year, and Kingsley and Mr. Weasley — ” 

Vernon Dursley hunched his shoulders angrily, and 
Harry guessed that his uncle was attempting to ward 
off recollections of the unannounced visit, a few days 
into Harry’s summer holidays, of two fully grown 
wizards.","['Mr. Weasley', 'Dumbledore']"
"Harry had to 
admit, however, that as Mr. Weasley had once 
demolished half of the living room, his reappearance 
could not have been expected to delight Uncle 
Vernon. 

“ — Kingsley and Mr. Weasley explained it all as well,” 
Harry pressed on remorselessly.",['Mr. Weasley']
"“You heard what Mr. Weasley and Kingsley said,” 
Harry replied.",['Mr. Weasley']
"There was a brief silence in which the distant echo of 
Hagrid smashing down a wooden front door seemed 
to reverberate through the intervening years.",['Hagrid']
"And last 
summer, Dumbledore walked through that front door. 



",['Dumbledore']
"Dominating the scene was Hagrid, wearing a helmet 
and goggles and sitting astride an enormous 
motorbike with a black sidecar attached.",['Hagrid']
"There was a general cry of greeting as 
Hermione flung her arms around him, Ron clapped 
him on the back, and Hagrid said, “All righ’, Harry? 
","['Ron', 'Hagrid']"
"Harry led them all back into the kitchen where, 
laughing and chattering, they settled on chairs, sat 
themselves upon Aunt Petunia’s gleaming work 
surfaces, or leaned up against her spotless 
appliances: Ron, long and lanky; Hermione, her 
bushy hair tied back in a long plait; Fred and George, 
grinning identically; Bill, badly scarred and long- 
P a g e | 48 Harry Potter and the Deathly Hallows - J.K. Rowling 




haired; Mr. Weasley, kind-faced, balding, his 
spectacles a little awry; Mad-Eye, battle-worn, one- 
legged, his bright blue magical eye whizzing in its 
socket; Tonks, whose short hair was her favorite 
shade of bright pink; Lupin, grayer, more lined; Fleur, 
slender and beautiful, with her long silvery blonde 
hair; Kingsley, bald, black, broad-shouldered; Hagrid, 
with his wild hair and beard, standing hunchbacked 
to avoid hitting his head on the ceiling; and 
Mundungus Fletcher, small, dirty, and hangdog, with 
his droopy basset hound’s eyes and matted hair. 
","['Lupin', 'Mr. Weasley', 'Ron', 'Hagrid']"
"Harry yelped, looking from her to 
Lupin. 

",['Lupin']
"“So what are we going to do?” 

“We’re going to use the only means of transport left to 
us, the only ones the Trace can’t detect, because we 
don’t need to cast spells to use them: brooms, 
thestrals, and Hagrid’s motorbike.” 



",['Hagrid']
"“If you think I’m going to let six people risk their lives 

— !” 

“ — because it’s the first time for all of us,” said Ron. 

",['Ron']
"Harry glanced at Ron, who grimaced at him in a just- 
do-it sort of way. 

",['Ron']
"“Ooh, you look much tastier than Crabbe and Goyle, 
Harry,” said Hermione, before catching sight of Ron’s 
raised eyebrows, blushing slightly, and saying, “Oh, 
you know what I mean — Goyle ’s potion looked like 
bogies.” 

",['Ron']
"Ron, Hermione, Fred, George, and Fleur lined up in 
front of Aunt Petunia’s gleaming sink. 

",['Ron']
"“We’re one short,” said Lupin. 

",['Lupin']
"Page | 54 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Here,” said Hagrid gruffly, and he lifted Mundungus 
by the scruff of the neck and dropped him down 
beside Fleur, who wrinkled her nose pointedly and 
moved along to stand between Fred and George 
instead. 

",['Hagrid']
"Dumbledore always said You-Know-Who would want 
to finish Potter in person.",['Dumbledore']
"“Altogether, then ...” 

Ron, Hermione, Fred, George, Fleur, and Mundungus 
drank.",['Ron']
"Hermione and 
Mundungus were shooting upward; Ron, Fred, and 
George were shrinking; their hair was darkening, 
Hermione’s and Fleur’s appearing to shoot backward 
into their skulls. 

",['Ron']
"“I knew Ginny was lying about that tattoo,” said Ron, 
looking down at his bare chest. 

","['Ron', 'Ginny']"
"Miss Delacour — ” 

“I’m taking Fleur on a thestral,” said Bill.",['Miss']
"“Miss Granger with Kingsley, again by thestral — ” 

Hermione looked reassured as she answered 
Kingsley’s smile; Harry knew that Hermione too 
lacked confidence on a broomstick. 

",['Miss Granger']
"“Which leaves you and me, Ron!” said Tonks brightly, 
knocking over a mug tree as she waved at him. 



",['Ron']
"Page | 57 



Harry Potter and the Deathly Hallows - J.K. Rowling 




Ron did not look quite as pleased as Hermione. 



",['Ron']
"That all righ’?” said 
Hagrid, looking a little anxious.",['Hagrid']
"“Snape’s had plenty of time to tell them 
everything about you he’s never mentioned before, so 
if we do run into any Death Eaters, we’re betting 
they’ll choose one of the Potters who look at home on 
a broomstick.",['Snape']
"Hagrid was standing 
ready beside the motorbike, goggles on. 

",['Hagrid']
"“The very same,” said Hagrid, beaming down at Harry. 
",['Hagrid']
"It placed him several feet below 

Page | 58 Harry Potter and the Deathly Hallows - J.K. Rowling 




everybody else: Ron smirked at the sight of him 
sitting there like a child in a bumper car.",['Ron']
"“Arthur’s done a bit o’ tinkerin’,” said Hagrid, quite 
oblivious to Harry’s discomfort.",['Hagrid']
"“Please be careful, Hagrid,” said Mr. Weasley, who 
was standing beside them, holding his broomstick. 
","['Mr. Weasley', 'Hagrid']"
"“Hold tight now, Ron,” said Tonks, and Harry saw 
Ron throw a furtive, guilty look at Lupin before 
placing his hands on either side of her waist.","['Lupin', 'Ron']"
"Hagrid 
kicked the motorbike into life: It roared like a dragon, 
and the sidecar began to vibrate. 

",['Hagrid']
"At least thirty hooded figures, suspended 
in midair, formed a vast circle in the midst of which 
the Order members had risen, oblivious — 

Screams, a blaze of green light on every side: Hagrid 
gave a yell and the motorbike rolled over.",['Hagrid']
"The motorbike zoomed forward; Harry glimpsed 
hooded Death Eaters scattering as Hagrid blasted 
through their circle. 

",['Hagrid']
"He glanced over 
his shoulder and saw a mass of people moving, flares 
of green light, two pairs of people on brooms soaring 
off into the distance, but he could not tell who they 
were — 

“Hagrid, we’ve got to go back, we’ve got to go back!”",['Hagrid']
"“Hagrid, TURN 
AROUND!” 

",['Hagrid']
"bellowed 
Hagrid, and he opened the throttle. 

",['Hagrid']
"Harry shouted, but as he looked back 
again two jets of green light flew past his left ear: Four 
Death Eaters had broken away from the circle and 
were pursuing them, aiming for Hagrid ’s broad back. 
",['Hagrid']
"Hagrid swerved, but the Death Eaters were keeping 
up with the bike; more curses shot after them, and 
Harry had to sink low into the sidecar to avoid them. 
",['Hagrid']
"roared Hagrid, and 
Harry looked up just in time to see Hagrid slamming 
a thick finger into a green button near the fuel gauge. 

",['Hagrid']
"Page | 61 Harry Potter and the Deathly Hallows - J.K. Rowling 




One of his fellows slowed up to save him, but they 
and the airborne wall were swallowed by darkness as 
Hagrid leaned low over the handlebars and sped up. 

",['Hagrid']
"More Killing Curses flew past Harry’s head from the 
two remaining Death Eaters’ wands; they were aiming 
for Hagrid.",['Hagrid']
"Harry responded with further Stunning 
Spells: Red and green collided in midair in a shower 
of multicolored sparks, and Harry thought wildly of 
fireworks, and the Muggles below who would have no 
idea what was happening — 

“Here we go again, Harry, hold on!” yelled Hagrid, and 
he jabbed at a second button.",['Hagrid']
"yelled Hagrid, and 
Harry saw him slam his whole hand onto the purple 
button beside the speedometer. 

",['Hagrid']
"bellowed Hagrid, now thrown flat 
onto his back by the surge of speed; nobody was 
steering now, and the sidecar was starting to twist 
violently in the bike’s slipstream. 

",['Hagrid']
"Hagrid yelled, and from 
inside his jacket pocket he pulled his flowery pink 
umbrella. 

",['Hagrid']
“Hagrid!,['Hagrid']
"Hagrid yelled from out of the 
darkness, but Harry could feel the sidecar beginning 
to sink again: Crouching as low as he could, he 
pointed at the middle of the oncoming figures and 
yelled, “Impedimental” 

",['Hagrid']
"Page | 63 



Harry Potter and the Deathly Hallows - J.K. Rowling 




A huge hand seized the back of Harry’s robes and 
hoisted him out of the plummeting sidecar; Harry 
pulled his rucksack with him as he dragged himself 
onto the motorbike’s seat and found himself back-to- 
back with Hagrid.",['Hagrid']
"“Harry, I’m sorry, I’m sorry,” moaned Hagrid, “I 
shouldn’ta tried ter repair it meself — yeh’ve got no 
room — ” 

“It’s not a problem, just keep flying!”",['Hagrid']
"As the curses came shooting across the intervening 
space again, Hagrid swerved and zigzagged: Harry 
knew that Hagrid did not dare use the dragon-fire 
button again, with Harry seated so insecurely.",['Hagrid']
"“Harry, what’s happened?” bellowed Hagrid. 

",['Hagrid']
"He clambered around on the seat to face forward and 
seized hold of the back of Hagrid ’s jacket. 

",['Hagrid']
"“Hagrid, do the dragon-fire thing again, let’s get out of 
here!” 

“Hold on tight, then, Harry!” 

",['Hagrid']
"There was a deafening, screeching roar again and the 
white-blue fire shot from the exhaust: Harry felt 
himself slipping backward off what little of the seat he 
had, Hagrid flung backward upon him, barely 
maintaining his grip on the handlebars — 

“I think we’ve lost ’em Harry, I think we’ve done it!” 
yelled Hagrid. 

",['Hagrid']
"“We’re nearly there, Harry, we’ve nearly made it!” 
shouted Hagrid. 

",['Hagrid']
"Voldemort was flying like 
smoke on the wind, without broomstick or thestral to 
hold him, his snakelike face gleaming out of the 
blackness, his white fingers raising his wand again — 

Hagrid let out a bellow of fear and steered the 
motorbike into a vertical dive.",['Hagrid']
"With a shout of fury Hagrid launched himself off the 
bike at the Death Eater; to his horror, Harry saw both 
Hagrid and the Death Eater falling out of sight, their 
combined weight too much for the broomstick — 

Barely gripping the plummeting bike with his knees, 
Harry heard Voldemort scream, “Mine\” 



Page | 66 



Harry Potter and the Deathly Hallows - J.K. Rowling 




It was over: He could not see or hear where Voldemort 
was; he glimpsed another Death Eater swooping out 
of the way and heard, “Avada — ” 

",['Hagrid']
“Hagrid!”,['Hagrid']
"“Hagrid — Accio Hagridl” 

The motorbike sped up, sucked toward the earth. 

",['Hagrid']
"Harry looked down 
and saw Hagrid spread-eagled on the ground below 
him.",['Hagrid']
"Page | 67 



Harry Potter and the Deathly Hallows - J.K. Rowling 




5 




FALLEN WARRIOR 



“Hagrid?” 

",['Hagrid']
"He crawled out of the 
pond and stumbled toward the great dark mass on 
the ground that was Hagrid. 

",['Hagrid']
“Hagrid?,['Hagrid']
"Hagrid, talk to me — ” 

But the dark mass did not stir. 

",['Hagrid']
"“Hagrid,” he repeated stupidly, and his knees 
buckled. 

",['Hagrid']
"“Hagrid?” 

",['Hagrid']
"“Hagrid’s fine, son,” said the man, “the wife’s seeing 
to him now.",['Hagrid']
"He swung his legs off the sofa; he needed to see 
Hagrid with his own eyes before he would believe that 
he was alive.",['Hagrid']
"He had barely stood up, however, when 
a door opened and Hagrid squeezed through it, his 
face covered in mud and blood, limping a little but 
miraculously alive. 

",['Hagrid']
"He had just noticed the woman who 
had entered the room behind Hagrid. 

",['Hagrid']
"“Hagrid 
said you were ambushed; where is Nymphadora?” 

",['Hagrid']
"Hagrid 
came after them, bending low to avoid hitting his 
head on the door lintel. 

",['Hagrid']
"Mr. Tonks was pointing to a small, silver-backed 
hairbrush lying on the dressing table. 

",['Mr.']
"“Wait a moment,” said Hagrid, looking around. 

",['Hagrid']
"Page | 72 Harry Potter and the Deathly Hallows - J.K. Rowling 




Hagrid reached out a great hand and patted him 
painfully on the shoulder. 

",['Hagrid']
"She had a 
great old life — ” 

“Hagrid!” said Ted Tonks warningly, as the hairbrush 
glowed bright blue, and Hagrid only just got his 
forefinger to it in time. 

",['Hagrid']
"With a jerk behind the navel as though an invisible 
hook and line had dragged him forward, Harry was 
pulled into nothingness, spinning uncontrollably, his 
finger glued to the Portkey as he and Hagrid hurtled 
away from Mr. Tonks.","['Hagrid', 'Mr.']"
"Throwing aside the no longer glowing 
hairbrush, Harry stood up, swaying slightly, and saw 
Mrs. Weasley and Ginny running down the steps by 
the back door as Hagrid, who had also collapsed on 
landing, clambered laboriously to his feet. 

","['Hagrid', 'Ginny']"
"asked 
Hagrid a little shakily.",['Hagrid']
"He turned to Ginny 
and she answered his unspoken plea for information 
at once. 

",['Ginny']
"“Ron and Tonks should have been back first, but they 
missed their Portkey, it came back without them,” she 
said, pointing at a rusty oil can lying on the ground 
nearby.",['Ron']
"You and Hagrid were 
third and,” she checked her watch, “if they made it, 
George and Lupin ought to be back in about a 
minute.” 

","['Lupin', 'Hagrid']"
"Mrs. Weasley reappeared carrying a bottle of brandy, 
which she handed to Hagrid.",['Hagrid']
"“Mum!” shouted Ginny, pointing to a spot several feet 
away. 

",['Ginny']
"A blue light had appeared in the darkness: It grew 
larger and brighter, and Lupin and George appeared, 
spinning and then falling.",['Lupin']
"Harry knew immediately 
that there was something wrong: Lupin was 
supporting George, who was unconscious and whose 
face was covered in blood. 

",['Lupin']
"Together, 
he and Lupin carried George into the house and 
through the kitchen to the sitting room, where they 
laid him on the sofa.",['Lupin']
"As the lamplight fell across 
George’s head, Ginny gasped and Harry’s stomach 
lurched: One of George’s ears was missing.",['Ginny']
"No sooner had Mrs. Weasley bent over her son than 
Lupin grabbed Harry by the upper arm and dragged 
him, none too gently, back into the kitchen, where 
Hagrid was still attempting to ease his bulk through 
the back door. 

","['Lupin', 'Hagrid']"
“Oi!” said Hagrid indignantly.,['Hagrid']
"Lupin ignored him. 

",['Lupin']
"Lupin released Harry and fell back against a kitchen 
cupboard. 

",['Lupin']
"“Wha’ was tha’ about?” roared Hagrid. 

",['Hagrid']
"“I’m sorry, Harry, but I had to check,” said Lupin 
tersely.",['Lupin']
"panted Hagrid, still 
struggling to fit through the door. 

",['Hagrid']
"Page | 75 Harry Potter and the Deathly Hallows - J.K. Rowling 




“You’re half-giant,” said Lupin, looking up at Hagrid. 
","['Lupin', 'Hagrid']"
"If 
he’d been in on the plan he’d have known from the 
start I was the one with Hagrid.” 

",['Hagrid']
"“Voldemort caught up with you?” said Lupin sharply. 
",['Lupin']
"Harry explained briefly how the Death Eaters 
pursuing them had seemed to recognize him as the 
true Harry, how they had abandoned the chase, how 
they must have summoned Voldemort, who had 
appeared just before he and Hagrid had reached the 
sanctuary of Tonks’s parents. 

",['Hagrid']
"Lupin looked aghast. 

",['Lupin']
"Lupin was reminding him of the sneering 
Hufflepuff Zacharias Smith, who had jeered at Harry 
for wanting to teach Dumbledore’s Army how to 
Disarm. 

","['Lupin', 'Dumbledore']"
"“Yes, Harry,” said Lupin with painful restraint, “and a 
great number of Death Eaters witnessed that 
happening!",['Lupin']
"“Of course not,” said Lupin, “but the Death Eaters — 
frankly, most people!",['Lupin']
"Lupin was making Harry feel idiotic, and yet there 
was still a grain of defiance inside him. 

",['Lupin']
"Lupin’s retort was lost: Finally succeeding in 
squeezing through the door, Hagrid staggered to a 
chair and sat down; it collapsed beneath him. 

","['Lupin', 'Hagrid']"
"Ignoring his mingled oaths and apologies, Harry 
addressed Lupin again. 

",['Lupin']
"Page | 77 Harry Potter and the Deathly Hallows - J.K. Rowling 




All Lupin’s frustration with Harry seemed to drain 
away at the question. 

",['Lupin']
"Lupin dived for 
the back door; Harry leapt over Hagrid’s legs and 
sprinted into the yard. 

","['Lupin', 'Hagrid']"
"Over Hermione ’s 
shoulder Harry saw him raise his wand and point it 
at Lupin’s chest. 

",['Lupin']
"“The last words Albus Dumbledore spoke to the pair 
of us?” 

“ ‘Harry is the best hope we have.",['Dumbledore']
"Trust him,’ ” said 
Lupin calmly. 

",['Lupin']
"Kingsley turned his wand on Harry, but Lupin said, 
“It’s him, I’ve checked!” 

",['Lupin']
"“So it seems,” replied Lupin, “but apparently they did 
not realize that there would be seven Harrys.” 

",['Lupin']
"“Only Harry, Hagrid, George, and me.” 



",['Hagrid']
"Lupin asked Kingsley. 

",['Lupin']
"“I saw him too, he came after 
Hagrid and me.” 

",['Hagrid']
"But what 
made him change targets?” 

“Harry behaved a little too kindly to Stan Shunpike,” 
said Lupin. 

",['Lupin']
"Where’s George?” 

“He lost an ear,” said Lupin. 

",['Lupin']
"“Snape’s work,” said Lupin. 

","['Lupin', 'Snape']"
“ Snape ?” shouted Harry.,['Snape']
"Sectumsempra 
was always a specialty of Snape’s.",['Snape']
Where was Ron?,['Ron']
"Where 
were Fred and Mr. Weasley?",['Mr. Weasley']
"“Harry, give us a hand!” called Hagrid hoarsely from 
the door, in which he was stuck again.",['Hagrid']
"Glad of 
something to do, Harry pulled him free, then headed 
through the empty kitchen and back into the sitting 
room, where Mrs. Weasley and Ginny were still 
tending to George.",['Ginny']
"Ginny asked. 

",['Ginny']
"“Thank goodness,” Ginny whispered.",['Ginny']
"Harry had never heard Mr. Weasley shout like that 
before.",['Mr. Weasley']
Mr. Weasley dropped to his knees beside George.,['Mr. Weasley']
"“Why aren’t Ron and Bill huddled round my sickbed?” 

“They’re not back yet, George,” said Mrs. Weasley. 
",['Ron']
"Harry glanced at Ginny and motioned to her to 
accompany him back outside.",['Ginny']
"As they walked through 
the kitchen she said in a low voice, “Ron and Tonks 
should be back by now.",['Ron']
"As they 
walked down the back steps into the dark yard, Ginny 
took his hand. 

",['Ginny']
"Hagrid, Hermione, and Lupin stood 
shoulder to shoulder, gazing upward in silence.","['Lupin', 'Hagrid']"
"None 



Page | 82 



Harry Potter and the Deathly Hallows - J.K. Rowling 




of them looked around when Harry and Ginny joined 
their silent vigil. 

",['Ginny']
"Tonks cried as she staggered off the broom 
into Lupin’s arms.",['Lupin']
"Ron tripped dazedly toward 
Harry and Hermione. 

",['Ron']
"“I thought — I thought — ” 

“ ’M all right,” said Ron, patting her on the back.",['Ron']
"“Ron was great,” said Tonks warmly, relinquishing 
her hold on Lupin.","['Lupin', 'Ron']"
"Stunned one of the 
Death Eaters, straight to the head, and when you’re 
aiming at a moving target from a flying broom — ” 

“You did?” said Hermione, gazing up at Ron with her 
arms still around his neck. 



",['Ron']
