sentence,entities
"Nose still 
stinging where it had hit the hearth, Harry made his 
way swiftly and silently toward the door, but before 
he’d got halfway toward it, two people appeared on 
the other side of the glass — and one of them was the 
very last person Harry wanted to meet when he was 
lost, covered in soot, and wearing broken glasses: 
Draco Malfoy. 

",['Malfoy']
"Seconds later, a bell clanged, and Malfoy 
stepped into the shop. 

",['Malfoy']
"Mr. Malfoy crossed the shop, looking lazily 
at the items on display, and rang a bell on the 
counter before turning to his son and saying, “Touch 
nothing, Draco.” 

",['Malfoy']
"Malfoy, who had reached for the glass eye, said, “I 
thought you were going to buy me a present.” 



",['Malfoy']
"“What’s the good of that if I’m not on the House 
team?” said Malfoy, looking sulky and bad-tempered. 
",['Malfoy']
"Special permission from Dumbledore so he could play 
for Gryffindor.",['Dumbledore']
"Malfoy bent down to examine a shelf full of skulls. 

",['Malfoy']
"""... everyone thinks he’s so smart, wonderful Potter 
with his scar and his broomstick — ” 

“You have told me this at least a dozen times 
already,” said Mr. Malfoy, with a quelling look at his 
son.",['Malfoy']
"“Mr. Malfoy, what a pleasure to see you again,” said 
Mr. Borgin in a voice as oily as his hair.",['Malfoy']
"“Delighted — 
and young Master Malfoy, too — charmed.",['Malfoy']
"I must show you, just in today, and 
very reasonably priced — ” 

“I’m not buying today, Mr. Borgin, but selling,” said 
Mr. Malfoy. 

",['Malfoy']
"Harry Potter and the Chamber of Secrets - J.K. Rowling 




“You have heard, of course, that the Ministry is 
conducting more raids,” said Mr. Malfoy, taking a roll 
of parchment from his inside pocket and unraveling it 
for Mr. Borgin to read.",['Malfoy']
"Mr. Malfoy’s lip curled. 

",['Malfoy']
"The name Malfoy still 
commands a certain respect, yet the Ministry grows 
ever more meddlesome.",['Malfoy']
"“Ah, the Hand of Glory!” said Mr. Borgin, abandoning 
Mr. Malfoy’s list and scurrying over to Draco.",['Malfoy']
"Page | 58 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“I hope my son will amount to more than a thief or a 
plunderer, Borgin,” said Mr. Malfoy coldly, and Mr. 
Borgin said quickly, “No offense, sir, no offense meant 



“Though if his grades don’t pick up,” said Mr. Malfoy, 
more coldly still, “that may indeed be all he is fit for 



“It’s not my fault,” retorted Draco.",['Malfoy']
"“The teachers all 
have favorites, that Hermione Granger — ” 

“I would have thought you’d be ashamed that a girl of 
no wizard family beat you in every exam,” snapped 
Mr. Malfoy. 

",['Malfoy']
"“Wizard blood is counting for less everywhere — 



“Not with me,” said Mr. Malfoy, his long nostrils 
flaring. 

",['Malfoy']
"“In that case, perhaps we can return to my list,” said 
Mr. Malfoy shortly.",['Malfoy']
"He walked forward — he stretched out his 
hand for the handle — 

“Done,” said Mr. Malfoy at the counter.",['Malfoy']
"“Good day yourself, Mister Malfoy, and if the stories 
are true, you haven’t sold me half of what’s hidden in 
your manor. ...” 

Muttering darkly, Mr. Borgin disappeared into a back 
room.",['Malfoy']
"So did the witch; a load of 
fingernails cascaded down over her feet and she 
cursed as the massive form of Hagrid, the Hogwarts 
gamekeeper, came striding toward them, beetle-black 
eyes flashing over his great bristling beard. 

",['Hagrid']
“Hagrid!”,['Hagrid']
"“I was lost — Floo 
powder — ” 

Hagrid seized Harry by the scruff of the neck and 
pulled him away from the witch, knocking the tray 
right out of her hands.",['Hagrid']
"Hagrid 
had steered him right into Diagon Alley. 

",['Hagrid']
"Page | 61 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Yer a mess!” said Hagrid gruffly, brushing soot off 
Harry so forcefully he nearly knocked him into a 
barrel of dragon dung outside an apothecary. 

",['Hagrid']
"“Skulkin’ around Knockturn Alley, I dunno — dodgy 
place, Harry — don’ want no one ter see yeh down 
there — ” 

“I realized that,” said Harry, ducking as Hagrid made 
to brush him off again.",['Hagrid']
"“ I was lookin’ fer a Flesh-Eatin’ Slug Repellent,” 
growled Hagrid.",['Hagrid']
"“How come yeh never wrote back ter me?” said Hagrid 
as Harry jogged alongside him (he had to take three 
steps to every stride of Hagrid ’s enormous boots). 
",['Hagrid']
"“Lousy Muggles,” growled Hagrid.",['Hagrid']
"Hello, Hagrid — Oh, 
it’s wonderful to see you two again — Are you coming 
into Gringotts, Harry?” 

",['Hagrid']
"Page | 62 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Yeh won’t have long ter wait,” Hagrid said with a 
grin. 

",['Hagrid']
"Harry and Hermione looked around: Sprinting up the 
crowded street were Ron, Fred, George, Percy, and 
Mr. Weasley. 

","['Ron', 'Mr. Weasley']"
"“Harry,” Mr. Weasley panted.",['Mr. Weasley']
"Ron asked. 

",['Ron']
"“Knockturn Alley,” said Hagrid grimly. 

",['Hagrid']
"“We’ve never been allowed in,” said Ron enviously. 

",['Ron']
"“I should ruddy well think not,” growled Hagrid. 

",['Hagrid']
"Mrs. Weasley now came galloping into view, her 
handbag swinging wildly in one hand, Ginny just 
clinging onto the other. 

",['Ginny']
"“Oh, Harry — oh, my dear — you could have been 
anywhere — ” 

Gasping for breath she pulled a large clothes brush 
out of her bag and began sweeping off the soot Hagrid 
hadn’t managed to beat away.",['Hagrid']
"Mr. Weasley took 
Harry’s glasses, gave them a tap of his wand, and 
returned them, good as new. 

",['Mr. Weasley']
"“Well, gotta be off,” said Hagrid, who was having his 
hand wrung by Mrs. Weasley (“Knockturn Alley!",['Hagrid']
"If you 
hadn’t found him, Hagrid!”).",['Hagrid']
"Harry 
asked Ron and Hermione as they climbed the 
Gringotts steps.",['Ron']
"“Malfoy and his father.” 

",['Malfoy']
"“Did Lucius Malfoy buy anything?” said Mr. Weasley 
sharply behind them. 

","['Malfoy', 'Mr. Weasley']"
"“No, he was selling — ” 

“So he’s worried,” said Mr. Weasley with grim 
satisfaction.",['Mr. Weasley']
"“Oh, I’d love to get Lucius Malfoy for 
something.",['Malfoy']
"Don’t go biting off more 
than you can chew — ” 

“So you don’t think I’m a match for Lucius Malfoy?” 
said Mr. Weasley indignantly, but he was distracted 
almost at once by the sight of Hermione’s parents, 
who were standing nervously at the counter that ran 
all along the great marble hall, waiting for Hermione 
to introduce them. 

","['Malfoy', 'Mr. Weasley']"
"“But you’re Mugglesl” said Mr. Weasley delightedly. 
",['Mr. Weasley']
"“Meet you back here,” Ron said to Hermione as the 
Weasleys and Harry were led off to their underground 
vaults by another Gringotts goblin. 

",['Ron']
"Mrs. Weasley and Ginny were 
going to a secondhand robe shop.",['Ginny']
"Mr. Weasley was 
insisting on taking the Grangers off to the Leaky 
Cauldron for a drink. 

",['Mr. Weasley']
"“Well all meet at Flourish and Blotts in an hour to 
buy your schoolbooks,” said Mrs. Weasley, setting off 
with Ginny.",['Ginny']
"Harry, Ron, and Hermione strolled off along the 
winding, cobbled street.",['Ron']
"Ron gazed 
longingly at a full set of Chudley Cannon robes in the 
windows of Quality Quidditch Supplies until 
Hermione dragged them off to buy ink and parchment 
next door.",['Ron']
"“A study of Hogwarts prefects and their later careers,” 
Ron read aloud off the back cover.",['Ron']
"Ron told Harry and Hermione in an undertone as they 
left Percy to it. 

",['Ron']
"The reason for this was 
proclaimed by a large banner stretched across the 
upper windows: 

GILDEROY LOCKHART 

will be signing copies of his autobiography 

MAGICAL ME 

today 12:30 p.m. to 4:30 p.m. 

",['LOCKHART']
"Harry, Ron, and Hermione squeezed inside.",['Ron']
"A long 
line wound right to the back of the shop, where 
Gilderoy Lockhart was signing his books.",['Lockhart']
"...” 

Gilderoy Lockhart came slowly into view, seated at a 
table surrounded by large pictures of his own face, all 
winking and flashing dazzlingly white teeth at the 
crowd.",['Lockhart']
"The real Lockhart was wearing robes of forget- 
me-not blue that exactly matched his eyes; his 
pointed wizard’s hat was set at a jaunty angle on his 
wavy hair. 

",['Lockhart']
"“Out of the way, there,” he snarled at Ron, moving 
back to get a better shot.",['Ron']
"“This is for the Daily Prophet 



“Big deal,” said Ron, rubbing his foot where the 
photographer had stepped on it. 

",['Ron']
Gilderoy Lockhart heard him.,['Lockhart']
"He saw 
Ron — and then he saw Harry.",['Ron']
"The crowd parted, whispering excitedly; Lockhart 
dived forward, seized Harry’s arm, and pulled him to 
the front.",['Lockhart']
"Harry’s face 
burned as Lockhart shook his hand for the 
photographer, who was clicking away madly, wafting 
thick smoke over the Weasleys. 

",['Lockhart']
"Page | 67 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Nice big smile, Harry,” said Lockhart, through his 
own gleaming teeth.",['Lockhart']
"He tried to sidle back over to 
the Weasleys, but Lockhart threw an arm around his 
shoulders and clamped him tightly to his side. 

",['Lockhart']
"“He had no 
idea,” Lockhart continued, giving Harry a little shake 
that made his glasses slip to the end of his nose, “that 
he would shortly be getting much, much more than 
my book, Magical Me.",['Lockhart']
"The crowd cheered and clapped and Harry found 
himself being presented with the entire works of 
Gilderoy Lockhart.",['Lockhart']
"Staggering slightly under their 
weight, he managed to make his way out of the 
limelight to the edge of the room, where Ginny was 
standing next to her new cauldron. 

",['Ginny']
"He straightened up 
and found himself face-to-face with Draco Malfoy, 
who was wearing his usual sneer. 

",['Malfoy']
"“Famous Harry Potter,” said Malfoy.",['Malfoy']
"“Leave him alone, he didn’t want all that!” said Ginny. 
",['Ginny']
"She was glaring at Malfoy. 

",['Malfoy']
"drawled 
Malfoy.",['Malfoy']
"Ginny went scarlet as Ron and Hermione 
fought their way over, both clutching stacks of 
Lockhart’s books. 

","['Ginny', 'Lockhart', 'Ron']"
"“Oh, it’s you,” said Ron, looking at Malfoy as if he 
were something unpleasant on the sole of his shoe. 
","['Malfoy', 'Ron']"
"“Bet you’re surprised to see Harry here, eh?” 

“Not as surprised as I am to see you in a shop, 
Weasley,” retorted Malfoy.",['Malfoy']
Ron went as red as Ginny.,"['Ginny', 'Ron']"
"He dropped his books into 
the cauldron, too, and started toward Malfoy, but 
Harry and Hermione grabbed the back of his jacket. 

",['Malfoy']
"“Ron!” said Mr. Weasley, struggling over with Fred 
and George.","['Ron', 'Mr. Weasley']"
It was Mr. Malfoy.,['Malfoy']
"“Lucius,” said Mr. Weasley, nodding coldly. 

",['Mr. Weasley']
"Page | 69 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Busy time at the Ministry, I hear,” said Mr. Malfoy. 
",['Malfoy']
"He reached into Ginny’s cauldron and extracted, from 
amid the glossy Lockhart books, a very old, very 
battered copy of A Beginner’s Guide to Transfiguration. 

","['Ginny', 'Lockhart']"
"“Obviously not,” Mr. Malfoy said.",['Malfoy']
"Mr. Weasley flushed darker than either Ron or Ginny. 

","['Ginny', 'Ron', 'Mr. Weasley']"
"“We have a very different idea of what disgraces the 
name of wizard, Malfoy,” he said. 

",['Malfoy']
"“Clearly,” said Mr. Malfoy, his pale eyes straying to 
Mr. and Mrs. Granger, who were watching 
apprehensively.",['Malfoy']
"“The company you keep, Weasley ... 
and I thought your family could sink no lower — ” 

There was a thud of metal as Ginny’s cauldron went 
flying; Mr. Weasley had thrown himself at Mr. Malfoy, 
knocking him backward into a bookshelf.","['Ginny', 'Malfoy', 'Mr. Weasley']"
"Dozens of 
heavy spellbooks came thundering down on all their 
heads; there was a yell of, “Get him, Dad!” from Fred 
or George; Mrs. Weasley was shrieking, “No, Arthur, 
no!”; the crowd stampeded backward, knocking more 
shelves over; “Gentlemen, please — please!” cried the 
assistant, and then, louder than all — 

“Break it up, there, gents, break it up — ” 

Hagrid was wading toward them through the sea of 
books.",['Hagrid']
"In an instant he had pulled Mr. Weasley and 
Mr. Malfoy apart.","['Malfoy', 'Mr. Weasley']"
"Mr. Weasley had a cut lip and Mr. 
Malfoy had been hit in the eye by an Encyclopedia of 
Toadstools.","['Malfoy', 'Mr. Weasley']"
"He was still holding Ginny’s old 
Page | 70 Harry Potter and the Chamber of Secrets - J.K. Rowling 




Transfiguration book.",['Ginny']
"“Here, girl — take your book — it’s the best your 
father can give you — ” Pulling himself out of Hagrid’s 
grip he beckoned to Draco and swept from the shop. 

",['Hagrid']
"“Yeh should’ve ignored him, Arthur,” said Hagrid, 
almost lifting Mr. Weasley off his feet as he 
straightened his robes.","['Hagrid', 'Mr. Weasley']"
"“Rotten ter the core, the whole 
family, everyone knows that — no Malfoy’s worth 
listenin’ ter — bad blood, that’s what it is — come on 
now — let’s get outta here.” 

",['Malfoy']
"The assistant looked as though he wanted to stop 
them from leaving, but he barely came up to Hagrid’s 
waist and seemed to think better of it.",['Hagrid']
"brawling in 
public ... what Gilderoy Lockhart must’ve thought — ” 

“He was pleased,” said Fred.",['Lockhart']
"They said 
good-bye to the Grangers, who were leaving the pub 
for the Muggle street on the other side; Mr. Weasley 
started to ask them how bus stops worked, but 
stopped quickly at the look on Mrs. Weasley’s face. 



",['Mr. Weasley']
"It was difficult not to feel 
jealous of Ron when he thought of the Dursleys and 
the sort of welcome he could expect next time he 
turned up on Privet Drive. 

",['Ron']
"Mrs. Weasley dashed about in 
a bad mood looking for spare socks and quills; people 
kept colliding on the stairs, half-dressed with bits of 
Page | 73 Harry Potter and the Chamber of Secrets - J.K. Rowling 



toast in their hands; and Mr. Weasley nearly broke 
his neck, tripping over a stray chicken as he crossed 
the yard carrying Ginny’s trunk to the car. 

","['Ginny', 'Mr. Weasley']"
"He had reckoned, of course, without the 
special features that Mr. Weasley had added. 

",['Mr. Weasley']
"When at last they were all in the car, Mrs. Weasley 
glanced into the back seat, where Harry, Ron, Fred, 
George, and Percy were all sitting comfortably side by 
side, and said, “Muggles do know more than we give 
them credit for, don’t they?”",['Ron']
"She and Ginny got into 
the front seat, which had been stretched so that it 
resembled a park bench.",['Ginny']
"Mr. Weasley started up the engine and they trundled 
out of the yard, Harry turning back for a last look at 
the house.",['Mr. Weasley']
"They had 
almost reached the highway when Ginny shrieked 
that she’d left her diary.",['Ginny']
"Mr. Weasley glanced at his watch and then at his 
wife. 

",['Mr. Weasley']
"“I’ll take Ginny and you two come right after us,” Mrs. 
Weasley told Harry and Ron, grabbing Ginny’s hand 
and setting off.","['Ginny', 'Ron']"
"“Let’s go together, we’ve only got a minute,” Ron said 
to Harry. 

",['Ron']
"Both trolleys hit the barrier and bounced backward; 
Ron’s trunk fell off with a loud thump, Harry was 
knocked off his feet, and Hedwig’s cage bounced onto 
the shiny floor, and she rolled away, shrieking 
indignantly; people all around them stared and a 
guard nearby yelled, “What in blazes d’you think 
you’re doing?” 

",['Ron']
"Ron ran to pick up Hedwig, who 
was causing such a scene that there was a lot of 
muttering about cruelty to animals from the 
surrounding crowd. 

",['Ron']
"Harry hissed to Ron. 

“I dunno — ” 

Ron looked wildly around.",['Ron']
"“We’re going to miss the train,” Ron whispered.",['Ron']
"one second ... 

“It’s gone,” said Ron, sounding stunned.",['Ron']
"Ron pressed his ear to the cold barrier. 

",['Ron']
"“We’re attracting too much atten — ” 

“Harry!” said Ron, his eyes gleaming.",['Ron']
"Page | 77 Harry Potter and the Chamber of Secrets - J.K. Rowling 




“They don’t need the car!” said Ron impatiently.",['Ron']
"“No problem,” said Ron, wheeling his trolley around to 
face the exit.",['Ron']
"Ron unlocked the cavernous trunk with a series of 
taps from his wand.",['Ron']
"“Check that no one’s watching,” said Ron, starting the 
ignition with another tap of his wand.",['Ron']
"Ron pressed a tiny silver button on the dashboard. 
",['Ron']
"Harry Potter and the Chamber of Secrets - J.K. Rowling 




“Let’s go,” said Ron’s voice from his right. 



",['Ron']
"Then there was a popping noise and the car, Harry, 
and Ron reappeared. 

",['Ron']
"“Uh-oh,” said Ron, jabbing at the Invisibility Booster. 
",['Ron']
