sentence,entities
"Noticing that it was rather thicker than usual, Harry 
slit open the envelope, pulled out the first page of 
parchment within, and read: 

Dear Mr. Potter, 

Please note that the new school year will begin on 
September the first.",['Mr. Potter']
"Yours sincerely, 

Professor M. McGonagall 
Deputy Headmistress 

Harry pulled out the Hogsmeade permission form and 
looked at it, no longer grinning.",['McGonagall']
"It’s the only way I’ll 
be allowed to visit Hogsmeade with Ron and 
Hermione.” 

",['Ron']
"Ten minutes later, Errol and Hedwig (who had a note 
to Ron bound to her leg) soared out of the window 
and out of sight.",['Ron']
"He thought of Ron and 

Page | 34 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 



Hermione, and his heart sank even lower.",['Ron']
"Harry was 
sure that, criminal or not, Ron and Hermione would 
want to help him now, but they were both abroad, 
and with Hedwig gone, he had no means of contacting 
them. 

",['Ron']
"Hagrid, the 
Hogwarts gamekeeper, had spent two months there 
only last year.",['Hagrid']
"Harry wouldn’t soon forget the look of 
terror on Hagrid ’s face when he had been told where 
he was going, and Hagrid was one of the bravest 
people Harry knew. 

",['Hagrid']
"“If you’ll follow me, Mr. Potter,” he said, “I’ve already 
taken your things up. ...” 

",['Mr. Potter']
"If there’s 
anything you need, Mr. Potter, don’t hesitate to ask.” 

",['Mr. Potter']
"Now Harry understood why Hagrid 
had said it would come in useful.",['Hagrid']
"He felt relieved; he 
had been wondering whether Hagrid wanted help with 
some terrifying new pet. 

",['Hagrid']
"As the days slipped by, Harry started looking 
wherever he went for a sign of Ron or Hermione. 

",['Ron']
"Harry woke on the last day of the holidays, thinking 
that he would at least meet Ron and Hermione 
tomorrow, on the Hogwarts Express.",['Ron']
"They were there, both of them, sitting outside Florean 
Fortescue’s Ice Cream Parlor — Ron looking 
incredibly freckly, Hermione very brown, both waving 
frantically at him. 

",['Ron']
"Page | 60 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Finally!” said Ron, grinning at Harry as he sat down. 
",['Ron']
"“And how come you knew I’m staying at the Leaky 
Cauldron?” 

“Dad,” said Ron simply. 

",['Ron']
"Mr. Weasley, who worked at the Ministry of Magic, 
would of course have heard the whole story of what 
had happened to Aunt Marge. 

",['Mr. Weasley']
"“I didn’t mean to,” said Harry while Ron roared with 
laughter.",['Ron']
"“It’s not funny, Ron,” said Hermione sharply. 
",['Ron']
He looked at Ron.,['Ron']
"“Probably ’cause it’s you, isn’t it?” shrugged Ron, still 
chuckling.",['Ron']
"“Look at this,” said Ron, pulling a long thin box out of 
a bag and opening it.",['Ron']
"“Those are my books for 
Arithmancy, Care of Magical Creatures, Divination, 
Study of Ancient Runes, Muggle Studies — ” 

“What are you doing Muggle Studies for?” said Ron, 
rolling his eyes at Harry.",['Ron']
"“Are you planning to eat or sleep at all this year, 
Hermione?” asked Harry, while Ron sniggered. 
",['Ron']
"Page | 62 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“How about a nice book?” said Ron innocently. 

",['Ron']
"I mean, Harry’s got Hedwig and 
you’ve got Errol — ” 

“I haven’t,” said Ron.",['Ron']
"The 
witch behind the counter was already advising a 
wizard on the care of double-ended newts, so Harry, 
Ron, and Hermione waited, examining the cages. 

",['Ron']
"The double-ended newt wizard left, and Ron 
approached the counter. 

",['Ron']
"Ron lifted Scabbers out of his inside pocket and 
placed him next to the cage of his fellow rats, who 
stopped their skipping tricks and scuffled to the wire 
for a better look. 

",['Ron']
"Like nearly everything Ron owned, Scabbers the rat 
was secondhand (he had once belonged to Ron’s 
brother Percy) and a bit battered.",['Ron']
"“How old 
is this rat?” 

“Dunno,” said Ron.",['Ron']
"“He was like that when Percy gave him to me,” said 
Ron defensively. 

",['Ron']
"Ron muttered, “Show-offs.” 

",['Ron']
"“Okay,” said Ron.",['Ron']
"Ron buckled as something huge and orange came 
soaring from the top of the highest cage, landed on 
his head, and then propelled itself, spitting madly, at 
Scabbers. 

",['Ron']
"Ron shouted, racing out of the shop after 
him; Harry followed. 

",['Ron']
"Ron stuffed the trembling 
rat back into his pocket and straightened up, 
massaging his head. 

",['Ron']
"“You bought that monster?” said Ron, his mouth 
hanging open. 

",['Ron']
"“Hermione, that thing nearly scalped me!” said Ron. 

",['Ron']
"“And what about Scabbers?” said Ron, pointing at the 
lump in his chest pocket.",['Ron']
"“That reminds me, you forgot your rat tonic,” said 
Hermione, slapping the small red bottle into Ron’s 
hand.",['Ron']
"“I wonder why,” said Ron sarcastically as they set off 
toward the Leaky Cauldron. 

",['Ron']
"They found Mr. Weasley sitting in the bar, reading the 
Daily Prophet. 

",['Mr. Weasley']
"“Fine, thanks,” said Harry as he, Ron, and Hermione 
joined Mr. Weasley with all their shopping. 

","['Ron', 'Mr. Weasley']"
"Mr. Weasley put down his paper, and Harry saw the 
now familiar picture of Sirius Black staring up at him. 

",['Mr. Weasley']
"“No,” said Mr. Weasley, looking extremely grave. 
",['Mr. Weasley']
"“Would we get a reward if we caught him?” asked 
Ron.",['Ron']
"“It’d be good to get some more money — ” 

“Don’t be ridiculous, Ron,” said Mr. Weasley, who on 
closer inspection looked very strained.","['Ron', 'Mr. Weasley']"
"At that moment Mrs. Weasley entered the bar, laden 
with shopping bags and followed by the twins, Fred 
and George, who were about to start their fifth year at 
Hogwarts; the newly elected Head Boy, Percy; and the 
Weasleys’ youngest child and only girl, Ginny. 



",['Ginny']
"Page | 67 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Ginny, who had always been very taken with Harry, 
seemed even more heartily embarrassed than usual 
when she saw him, perhaps because he had saved 
her life during their previous year at Hogwarts.",['Ginny']
"Ginny giggled. 

",['Ginny']
"“Ginny’s got other brothers to set her an example, 
Mother,” said Percy loftily.",['Ginny']
"His voice was casual, but Harry couldn’t help noticing 
that Mr. Weasley’s ears had gone red, just like Ron’s 
did when he was under pressure. 

","['Ron', 'Mr. Weasley']"
"“Ron hasn’t put all his new things in his trunk yet,” 
said Percy, in a long-suffering voice.",['Ron']
"“You’d better go and pack properly, Ron, because we 
won’t have much time in the morning,” Mrs. Weasley 
called down the table.",['Ron']
"Ron scowled at Percy. 

",['Ron']
"Ron and Percy 
were next door to Harry.",['Ron']
"Ron roared back. 
",['Ron']
"“So’s Scabbers’s rat tonic,” said Ron, throwing things 
out of his trunk to look.",['Ron']
"“I’ll get Scabbers’s stuff, I’m packed,” Harry said to 
Ron, and he went downstairs. 

",['Ron']
"“... makes no sense not to tell him,” Mr. Weasley was 
saying heatedly.",['Mr. Weasley']
retorted Mr. Weasley.,['Mr. Weasley']
"“You know 
what Harry and Ron are like, wandering off by 
themselves — they’ve even ended up in the Forbidden 
Forest!",['Ron']
But you’re forgetting Albus Dumbledore.,['Dumbledore']
"I don’t think 
anything could hurt Harry at Hogwarts while 
Dumbledore ’s headmaster.",['Dumbledore']
"“Dumbledore isn’t fond of the Azkaban guards,” said 
Mr. Weasley heavily.","['Dumbledore', 'Mr. Weasley']"
"“If they save Harry — ” 

“ — then I will never say another word against them,” 
said Mr. Weasley wearily.",['Mr. Weasley']
"Fred and George were crouching in the shadows on 
the landing, heaving with laughter as they listened to 
Percy dismantling his and Ron’s room in search of his 
badge. 

",['Ron']
"Harry forced a laugh, went to give Ron the rat tonic, 
then shut himself in his room and lay down on his 
bed. 

",['Ron']
"But Harry 
happened to agree wholeheartedly with Mrs. Weasley 
that the safest place on earth was wherever Albus 
Dumbledore happened to be.",['Dumbledore']
"Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




that Dumbledore was the only person Lord Voldemort 
had ever been afraid of?",['Dumbledore']
"Harry got dressed and 
was just persuading a disgruntled Hedwig to get back 
into her cage when Ron banged his way into the 
room, pulling a sweatshirt over his head and looking 
irritable. 

",['Ron']
"You know,” Ron grimaced, “his 
girlfriend.",['Ron']
"“I’ve got something to tell you,” Harry began, but they 
were interrupted by Fred and George, who had looked 
in to congratulate Ron on infuriating Percy again. 

",['Ron']
"They headed down to breakfast, where Mr. Weasley 
was reading the front page of the Daily Prophet with a 
furrowed brow and Mrs. Weasley was telling 

Page | 76 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 



Hermione and Ginny about a love potion she’d made 
as a young girl.","['Ginny', 'Mr. Weasley']"
"Ron asked Harry as they sat 
down. 

",['Ron']
"Harry had no chance to speak to Ron or Hermione in 
the chaos of leaving; they were too busy heaving all 
their trunks down the Leaky Cauldron’s narrow 
staircase and piling them up near the door, with 
Hedwig and Hermes, Percy’s screech owl, perched on 
top in their cages.",['Ron']
"“You won’t,” snapped Ron.",['Ron']
"Mr. Weasley, who had been outside waiting for the 
Ministry cars, stuck his head inside. 

",['Mr. Weasley']
"Mr. Weasley marched Harry across the short stretch 
of pavement toward the first of two old-fashioned dark 
green cars, each of which was driven by a furtive- 
looking wizard wearing a suit of emerald velvet. 

",['Mr. Weasley']
"“In you get, Harry,” said Mr. Weasley, glancing up and 
down the crowded street. 



",['Mr. Weasley']
"Page | 77 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry got into the back of the car and was shortly 
joined by Hermione, Ron, and, to Ron’s disgust, 

Percy. 

",['Ron']
"They reached King’s Cross 
with twenty minutes to spare; the Ministry drivers 
found them trolleys, unloaded their trunks, touched 
their hats in salute to Mr. Weasley, and drove away, 
somehow managing to jump to the head of an 
unmoving line at the traffic lights. 

",['Mr. Weasley']
"Mr. Weasley kept close to Harry’s elbow all the way 
into the station. 

",['Mr. Weasley']
"Mr. Weasley strolled toward the barrier between 
platforms nine and ten, pushing Harry’s trolley and 
apparently very interested in the Intercity 125 that 
had just arrived at platform nine.",['Mr. Weasley']
"Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Percy and Ginny suddenly appeared behind Harry. 
",['Ginny']
"Ginny caught Harry’s eye, and 
they both turned away to hide their laughter as Percy 
strode over to a girl with long, curly hair, walking with 
his chest thrown out so that she couldn’t miss his 
shiny badge. 

",['Ginny']
"Once the remaining Weasleys and Hermione had 
joined them, Harry and Ron led the way to the end of 
the train, past packed compartments, to a carriage 
that looked quite empty.",['Ron']
"Here you are, Ron ...",['Ron']
"“Harry,” said Mr. Weasley quietly, “come over here a 
moment.” 

",['Mr. Weasley']
"“There’s something I’ve got to tell you before you leave 
— ” said Mr. Weasley, in a tense voice. 

",['Mr. Weasley']
"Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“It’s all right, Mr. Weasley,” said Harry.",['Mr. Weasley']
"“Sorry — ” 

“That’s not the way I’d have chosen for you to find 
out,” said Mr. Weasley, looking anxious. 

",['Mr. Weasley']
"“Really” he added, 
because Mr. Weasley was looking disbelieving.",['Mr. Weasley']
"Mr. Weasley flinched at the sound of the name but 
overlooked it. 

",['Mr. Weasley']
"“He’s coming, Molly!” said Mr. Weasley but he turned 
back to Harry and kept talking in a lower and more 
hurried voice.",['Mr. Weasley']
"“Not entirely,” said Mr. Weasley, who looked more 
serious than Harry had ever seen him.",['Mr. Weasley']
"“Promise me, Harry,” said Mr. Weasley, talking more 
quickly still, “that whatever happens — ” 

“Why would I go looking for someone I know wants to 
kill me?” said Harry blankly. 

",['Mr. Weasley']
"Harry ran to the compartment door and Ron 
threw it open and stood back to let him on.",['Ron']
"“I need to talk to you in private,” Harry muttered to 
Ron and Hermione as the train picked up speed. 

",['Ron']
"“Go away, Ginny,” said Ron. 

“Oh, that’s nice,” said Ginny huffily, and she stalked 
off. 



","['Ginny', 'Ron']"
"Page | 81 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry, Ron, and Hermione set off down the corridor, 
looking for an empty compartment, but all were full 
except for the one at the very end of the train. 

",['Ron']
"Harry, Ron, and Hermione 
checked on the threshold.",['Ron']
"Ron hissed as they sat 
down and slid the door shut, taking the seats farthest 
away from the window. 

",['Ron']
"“Professor R. J. Lupin,” whispered Hermione at once. 
",['Lupin']
"The name Professor R. J. Lupin 
was stamped across one corner in peeling letters. 

",['Lupin']
"“Wonder what he teaches?” said Ron, frowning at 
Professor Lupin’s pallid profile. 

","['Lupin', 'Ron']"
"Against the Dark 
Arts.” 

Harry, Ron, and Hermione had already had two 
Defense Against the Dark Arts teachers, both of 

Page | 82 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




whom had lasted only one year.",['Ron']
"“Well, I hope he’s up to it,” said Ron doubtfully.",['Ron']
"Harry explained all about Mr. and Mrs. Weasley’s 
argument and the warning Mr. Weasley had just 
given him.",['Mr. Weasley']
"When he’d finished, Ron looked 
thunderstruck, and Hermione had her hands over her 
mouth.",['Ron']
"“How thick would Harry have to be, to go looking for a 
nutter who wants to kill him?” said Ron shakily. 

",['Ron']
"Both Ron and Hermione seemed to be much 
more frightened of Black than he was. 

",['Ron']
"“No one knows how he got out of Azkaban,” said Ron 
uncomfortably.",['Ron']
"“What’s that noise?” said Ron suddenly. 

",['Ron']
"Page | 83 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“It’s coming from your trunk, Harry,” said Ron, 
standing up and reaching into the luggage rack.",['Ron']
"It was spinning very 
fast in the palm of Ron’s hand and glowing brilliantly. 

",['Ron']
"“Yeah ... mind you, it’s a very cheap one,” Ron said. 

",['Ron']
He nodded toward Professor Lupin.,['Lupin']
"Ron stuffed the 
Sneakoscope into a particularly horrible pair of Uncle 
Vernon’s old socks, which deadened the sound, then 
closed the lid of the trunk on it. 

",['Ron']
"“We could get it checked in Hogsmeade,” said Ron, 
sitting back down.",['Ron']
"Page | 84 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Yeah, I think it is,” said Ron in an offhand sort of 
way, “but that’s not why I want to go.",['Ron']
"“It’s this sweetshop,” said Ron, a dreamy look coming 
over his face, “where they’ve got everything. ...",['Ron']
"“In Sites of Historical 
Sorcery it says the inn was the headquarters for the 
1612 goblin rebellion, and the Shrieking Shack’s 
supposed to be the most severely haunted building in 
Britain — ” 

“ — and massive sherbet balls that make you levitate a 
few inches off the ground while you’re sucking them,” 
said Ron, who was plainly not listening to a word 
Hermione was saying. 

",['Ron']
"“What d’you mean?” said Ron. 

“I can’t go.",['Ron']
"Page | 85 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Ron looked horrified. 



",['Ron']
"But — no way — 
McGonagall or someone will give you permission — ” 

Harry gave a hollow laugh.",['McGonagall']
"Professor McGonagall, 
head of Gryffindor House, was very strict. 

",['McGonagall']
"“ — or we can ask Fred and George, they know every 
secret passage out of the castle — ” 

“Ron!” said Hermione sharply.",['Ron']
"“I don’t think Harry 
should be sneaking out of school with Black on the 
loose — ” 

“Yeah, I expect that’s what McGonagall will say when 
I ask for permission,” said Harry bitterly. 

",['McGonagall']
"“But if we’re with him,” said Ron spiritedly to 
Hermione, “Black wouldn’t dare — ” 

“Oh, Ron, don’t talk rubbish,” snapped Hermione. 
",['Ron']
"Ron said, but too late; 
",['Ron']
"Crookshanks leapt lightly from the basket, stretched, 
yawned, and sprang onto Ron’s knees; the lump in 
Ron’s pocket trembled and he shoved Crookshanks 
angrily away. 

",['Ron']
"“Ron, don’t!” said Hermione angrily. 

",['Ron']
"Page | 86 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Ron was about to answer back when Professor Lupin 
stirred.","['Lupin', 'Ron']"
"Crookshanks had now settled in an 
empty seat, his squashed face turned toward Ron, his 
yellow eyes on Ron’s top pocket. 

",['Ron']
"Ron asked 
awkwardly, nodding toward Professor Lupin.","['Lupin', 'Ron']"
"Hermione approached Professor Lupin cautiously. 

",['Lupin']
"“I suppose he is asleep?” said Ron quietly as the witch 
slid the compartment door closed.",['Ron']
"He might not be very good company, but Professor 
Lupin’s presence in their compartment had its uses. 

",['Lupin']
"Page | 87 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Midafternoon, just as it had started to rain, blurring 
the rolling hills outside the window, they heard 
footsteps in the corridor again, and their three least 
favorite people appeared at the door: Draco Malfoy, 
flanked by his cronies, Vincent Crabbe and Gregory 
Goyle. 

",['Malfoy']
"Draco Malfoy and Harry had been enemies ever since 
they had met on their very first train journey to 
Hogwarts.",['Malfoy']
"Malfoy, who had a pale, pointed, sneering 
face, was in Slytherin House; he played Seeker on the 
Slytherin Quidditch team, the same position that 
Harry played on the Gryffindor team.",['Malfoy']
"Crabbe and 
Goyle seemed to exist to do Malfoy’s bidding.",['Malfoy']
"“Well, look who it is,” said Malfoy in his usual lazy 
drawl, pulling open the compartment door.",['Malfoy']
"“I heard your father finally got his hands on some 
gold this summer, Weasley,” said Malfoy.",['Malfoy']
"Ron stood up so quickly he knocked Crookshanks’s 
basket to the floor.",['Ron']
"Professor Lupin gave a snort. 

",['Lupin']
"“Who’s that?” said Malfoy, taking an automatic step 
backward as he spotted Lupin. 

","['Malfoy', 'Lupin']"
"“New teacher,” said Harry, who got to his feet, too, in 
case he needed to hold Ron back.",['Ron']
"“What were you 
saying, Malfoy?” 



",['Malfoy']
"Page | 88 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Malfoy’s pale eyes narrowed; he wasn’t fool enough to 
pick a fight right under a teacher’s nose. 

",['Malfoy']
"Harry and Ron sat down again, Ron massaging his 
knuckles. 

",['Ron']
"“I’m not going to take any crap from Malfoy this year,” 
he said angrily.",['Malfoy']
"If he makes one more 
crack about my family, I’m going to get hold of his 
head and — ” 

Ron made a violent gesture in midair. 

",['Ron']
"“Ron,” hissed Hermione, pointing at Professor Lupin, 
“be careful ...” 

","['Lupin', 'Ron']"
"But Professor Lupin was still fast asleep. 

",['Lupin']
"The train rattled, the rain hammered, the wind 
roared, but still, Professor Lupin slept. 

",['Lupin']
"“We must be nearly there,” said Ron, leaning forward 
to look past Professor Lupin at the now completely 
black window. 

","['Lupin', 'Ron']"
"“Great,” said Ron, getting up and walking carefully 
past Professor Lupin to try and see outside.","['Lupin', 'Ron']"
"“What’s going on?” said Ron’s voice from behind 
Harry. 

",['Ron']
"“Ron, that was my foot!” 
",['Ron']
"“Dunno ...” 

There was a squeaking sound, and Harry saw the dim 
black outline of Ron, wiping a patch clean on the 
window and peering out. 

",['Ron']
"“There’s something moving out there,” Ron said.",['Ron']
"“Who’s that?” 

“Ginny?” 

“Hermione?” 

“What are you doing?” 

“I was looking for Ron — ” 

“Come in and sit down — ” 

“Not here!” said Harry hurriedly.","['Ginny', 'Ron']"
"Page | 91 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Professor Lupin appeared to have woken up at last. 
",['Lupin']
"Professor Lupin 
appeared to be holding a handful of flames.",['Lupin']
"But the door slid slowly open before Lupin could 
reach it. 

",['Lupin']
"Standing in the doorway, illuminated by the shivering 
flames in Lupin’s hand, was a cloaked figure that 
towered to the ceiling.",['Lupin']
"Ron and Hermione were kneeling next to 
him, and above them he could see Neville and 
Professor Lupin watching.","['Lupin', 'Ron']"
"Ron and Hermione heaved him back onto his seat. 

",['Ron']
"Ron asked nervously. 

",['Ron']
"“No one screamed,” said Ron, more nervously still. 

",['Ron']
"Ginny 
and Neville looked back at him, both very pale. 

",['Ginny']
"Professor Lupin was 
breaking an enormous slab of chocolate into pieces. 

",['Lupin']
"he asked Lupin. 

",['Lupin']
"“A dementor,” said Lupin, who was now giving 
chocolate to everyone else.",['Lupin']
"Professor Lupin crumpled up 
the empty chocolate wrapper and put it in his pocket. 

",['Lupin']
"Page | 94 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I thought you were having a fit or something,” said 
Ron, who still looked scared.",['Ron']
"“And Professor Lupin stepped over you, and walked 
toward the dementor, and pulled out his wand,” said 
Hermione, “and he said, ‘None of us is hiding Sirius 
Black under our cloaks.",['Lupin']
"But the dementor didn’t 
move, so Lupin muttered something, and a silvery 
thing shot out of his wand at it, and it turned around 
and sort of glided away. ...” 

",['Lupin']
"“Did you feel how cold it got when it came in?” 

“I felt weird,” said Ron, shifting his shoulders 
uncomfortably.",['Ron']
"...” 

Ginny, who was huddled in her corner looking nearly 
as bad as Harry felt, gave a small sob; Hermione went 
over and put a comforting arm around her. 

",['Ginny']
"“No,” said Ron, looking anxiously at Harry again. 
",['Ron']
"“Ginny was shaking like mad, though.",['Ginny']
Professor Lupin had come back.,['Lupin']
"“Well be at Hogwarts in ten minutes,” said Professor 
Lupin.",['Lupin']
"Harry didn’t ask how Professor Lupin knew his name. 

",['Lupin']
"Harry, 
Ron, and Hermione turned and saw the gigantic 
outline of Hagrid at the other end of the platform, 
beckoning the terrified-looking new students forward 
for their traditional journey across the lake. 

","['Hagrid', 'Ron']"
"Hagrid yelled over the heads of 
the crowd.",['Hagrid']
"Harry, Ron, and Hermione followed the rest of the 
school along the platform and out onto a rough mud 
track, where at least a hundred stagecoaches awaited 
the remaining students, each pulled, Harry could only 
assume, by an invisible horse, because when they 
climbed inside and shut the door, the coach set off all 
by itself, bumping and swaying in procession. 

",['Ron']
"Ron and 

Page | 96 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Hermione kept looking at him sideways, as though 
frightened he might collapse again. 

",['Ron']
"At last, the carriage swayed to a 
halt, and Hermione and Ron got out. 

",['Ron']
"Malfoy elbowed past Hermione to block Harry’s way 
up the stone steps to the castle, his face gleeful and 
his pale eyes glinting maliciously. 

",['Malfoy']
"“Shove off, Malfoy,” said Ron, whose jaw was 
clenched. 

","['Malfoy', 'Ron']"
"“Did you faint as well, Weasley?” said Malfoy loudly. 
",['Malfoy']
"Professor 
Lupin had just gotten out of the next carriage. 

",['Lupin']
"Malfoy gave Professor Lupin an insolent stare, which 
took in the patches on his robes and the delapidated 
suitcase.","['Malfoy', 'Lupin']"
"Hermione prodded Ron in the back to make him 
hurry, and the three of them joined the crowd 
swarming up the steps, through the giant oak front 
doors, into the cavernous entrance hall, which was lit 
with flaming torches, and housed a magnificent 
marble staircase that led to the upper floors. 

",['Ron']
"Professor McGonagall, Transfiguration teacher and 
head of Gryffindor House, was calling over the heads 
of the crowd.",['McGonagall']
"Professor McGonagall 
had a way of making him feel he must have done 
something wrong. 

",['McGonagall']
"Ron stared as Professor McGonagall ushered 
Harry and Hermione away from the chattering crowd; 
they accompanied her across the entrance hall, up 
the marble staircase, and along a corridor. 

","['McGonagall', 'Ron']"
"Once they were in her office, a small room with a 
large, welcoming fire, Professor McGonagall motioned 
Harry and Hermione to sit down.",['McGonagall']
"She settled herself 

Page | 98 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




behind her desk and said abruptly, “Professor Lupin 
sent an owl ahead to say that you were taken ill on 
the train, Potter.” 

",['Lupin']
"“It was a dementor, Poppy,” said Professor 
McGonagall. 

",['McGonagall']
"“What does he need?” said Professor McGonagall 
crisply.",['McGonagall']
"The thought of 
what Draco Malfoy would say if he had to go to the 
hospital wing was torture. 

",['Malfoy']
"“Professor Lupin 
gave me some.",['Lupin']
"Professor 
McGonagall said sharply. 

",['McGonagall']
"Kindly wait outside while I have a quick 
word with Miss Granger about her course schedule, 
then we can go down to the feast together.” 

",['Miss Granger']
"He had to wait only a few minutes; then 
Hermione emerged looking very happy about 
something, followed by Professor McGonagall, and the 
three of them made their way back down the marble 
staircase to the Great Hall. 

",['McGonagall']
"Professor Flitwick, who was a tiny little wizard with a 
shock of white hair, was carrying an ancient hat and 
a three-legged stool out of the hall. 

",['Flitwick']
"Professor 
McGonagall strode off toward her empty seat at the 
staff table, and Harry and Hermione set off in the 
other direction, as quietly as possible, toward the 
Gryffindor table.",['McGonagall']
"He and Hermione sat down on either side of Ron, who 
had saved them seats. 

",['Ron']
"Professor Dumbledore, though very old, always gave 
an impression of great energy.",['Dumbledore']
"You couldn’t help trusting Albus 
Dumbledore, and as Harry watched him beaming 
around at the students, he felt really calm for the first 
time since the dementor had entered the train 
compartment. 

",['Dumbledore']
"“Welcome!” said Dumbledore, the candlelight 
shimmering on his beard.",['Dumbledore']
"...” 

Dumbledore cleared his throat and continued, “As 
you will all be aware after their search of the 
Hogwarts Express, our school is presently playing 
host to some of the dementors of Azkaban, who are 
here on Ministry of Magic business.” 

",['Dumbledore']
"He paused, and Harry remembered what Mr. Weasley 
had said about Dumbledore not being happy with the 
dementors guarding the school. 

","['Dumbledore', 'Mr. Weasley']"
"“They are stationed at every entrance to the grounds,” 
Dumbledore continued, “and while they are with us, I 
must make it plain that nobody is to leave school 
without permission.",['Dumbledore']
"Dementors are not to be fooled 
by tricks or disguises — or even Invisibility Cloaks,” 
he added blandly, and Harry and Ron glanced at each 
other.",['Ron']
"Dumbledore paused again; he looked 
very seriously around the hall, and nobody moved or 
made a sound. 

",['Dumbledore']
"“First, Professor Lupin, who has kindly consented to 
fill the post of Defense Against the Dark Arts teacher.” 



",['Lupin']
"Only those who had been in the 
compartment on the train with Professor Lupin 
clapped hard, Harry among them.",['Lupin']
