sentence,entities
"“A surprising number of people volunteered to come 
and get you,” said Lupin, as though he had read 
Harry’s mind; the corners of his mouth twitched 
slightly. 

",['Lupin']
"“We’re just waiting for the signal to tell us it’s safe to 
set off,” said Lupin, glancing out of the kitchen 
window.",['Lupin']
"“Look” — he turned back to 
Lupin — “what’s going on, I haven’t heard anything 
from anyone, what’s Vol — ?” 

",['Lupin']
"“Brooms,” said Lupin.",['Lupin']
"“He’s excellent,” said Lupin, who was checking his 
watch.",['Lupin']
"Lupin was 
sealing a letter addressed to the Dursleys. 



",['Lupin']
"Page | 69 Harry Potter and the Order of the Phoenix - J.K. Rowling 




“Excellent,” said Lupin, looking up as Tonks and 
Harry entered.",['Lupin']
"Lupin smiled but made no answer. 

",['Lupin']
"“Lupin says you’ve got an Invisibility Cloak, 
but it won’t stay on while we’re flying; this’ll disguise 
you better.",['Lupin']
"“Mount your brooms, that’s the first signal!” said 
Lupin sharply, pointing into the sky. 

",['Lupin']
"“Second signal, let’s go!” said Lupin loudly, as more 
sparks, green this time, exploded high above them. 

",['Lupin']
"“Time to start the descent!” came Lupin’s voice. 
",['Lupin']
"Harry asked, but Lupin said quietly, 
“In a minute.” 

",['Lupin']
"“Borrowed it from Dumbledore,” growled Moody, 
pocketing the Put-Outer.",['Dumbledore']
"Lupin and Tonks followed, carrying Harry’s trunk 
between them, the rest of the guard, all with their 
wands out, flanking them. 



",['Lupin']
"“But where’s — ?” 

“Think about what you’ve just memorized,” said Lupin 
quietly. 

",['Lupin']
"Lupin pulled out his wand and tapped the door once. 
",['Lupin']
"“Get in quick, Harry,” Lupin whispered.",['Lupin']
"He looked over his shoulder and 
saw the others filing in behind him, Lupin and Tonks 
carrying his trunk and Hedwig’s cage.",['Lupin']
"There were hurried footsteps and Ron’s mother, Mrs. 
Weasley, emerged from a door at the far end of the 
hall.",['Ron']
"Harry Potter and the Order of the Phoenix - J.K. Rowling 




The wizards behind Harry all made noises of interest 
and excitement and began filing past Harry toward 
the door through which Mrs. Weasley had just come; 
Harry made to follow Lupin, but Mrs. Weasley held 
him back. 

",['Lupin']
"Ron and Hermione are upstairs, you can wait 
with them until the meeting’s over and then we’ll have 
dinner.",['Ron']
"Page | 80 Harry Potter and the Order of the Phoenix - J.K. Rowling 




“Ron and Hermione will explain everything, dear, I’ve 
really got to dash,” Mrs. Weasley whispered 
distractedly.",['Ron']
"He caught a brief glimpse of a gloomy high-ceilinged, 
twin-bedded room, then there was a loud twittering 
noise, followed by an even louder shriek, and his 
vision was completely obscured by a large quantity of 
very bushy hair — Hermione had thrown herself onto 
him in a hug that nearly knocked him flat, while 
Ron’s tiny owl, Pigwidgeon, zoomed excitedly round 
and round their heads. 

",['Ron']
"Ron, he’s here, Harry’s here!",['Ron']
"I bet you have, I know our 
letters were useless — but we couldn’t tell you 
anything, Dumbledore made us swear we wouldn’t, 
",['Dumbledore']
"When we heard — and that 
Ministry hearing — it’s just outrageous, I’ve looked it 
all up, they can’t expel you, they just can’t, there’s 
provision in the Decree for the Restriction of 
Underage Sorcery for the use of magic in life- 
threatening situations — ” 

“Let him breathe, Hermione,” said Ron, grinning, 
closing the door behind Harry.",['Ron']
"“She’s been in a right state,” said Ron.",['Ron']
"“Sorry about that, but I 
wanted answers, you know...” 

“We wanted to give them to you, mate,” said Ron. 
“Hermione was going spare, she kept saying you’d do 
something stupid if you were stuck all on your own 
without news, but Dumbledore made us — ” 

“ — swear not to tell me,” said Harry.","['Ron', 'Dumbledore']"
"All of a sudden — 
after yearning to see them for a solid month — he felt 
he would rather Ron and Hermione left him alone. 



",['Ron']
"“Dumbledore, I mean.” 

",['Dumbledore']
"“I think he thought you were safest with the Muggles 
— ” Ron began. 

",['Ron']
“Dumbledore.,['Dumbledore']
"“If he 
hadn’t, I wouldn’t have done magic and Dumbledore 
would probably have left me at Privet Drive all 
summer.” 



",['Dumbledore']
"“So why’s Dumbledore been so keen to keep me in the 
dark?”",['Dumbledore']
"“We told Dumbledore we wanted to tell you what was 
going on,” said Ron.","['Ron', 'Dumbledore']"
"Hermione glanced at Ron and then said, “I thought 
that too.",['Ron']
"“Don’t be thick,” said Ron, looking highly 
disconcerted. 

",['Ron']
Ron interrupted.,['Ron']
"Ron was standing there with his mouth half-open, 
clearly stunned and at a loss for anything to say, 
while Hermione looked on the verge of tears. 

",['Ron']
"he shot at Ron and 
Hermione. 

",['Ron']
"“Headquarters of the Order of the Phoenix,” said Ron 
at once. 

",['Ron']
"“Dumbledore’s in charge, he founded it.",['Dumbledore']
"“Quite a few people — ” 

“ — we’ve met about twenty of them,” said Ron, “but 
we think there are more...” 

",['Ron']
"“Er,” said Ron.",['Ron']
"“Well what?” 

“Voldemorti” said Harry furiously, and both Ron and 
Hermione winced.",['Ron']
"Page | 87 Harry Potter and the Order of the Phoenix - J.K. Rowling 




“Fred and George have invented Extendable Ears, 
see,” said Ron.",['Ron']
"“ — and some of them are standing guard over 
something,” said Ron.",['Ron']
"“Oh yeah,” said Ron, with a look of dawning 
comprehension. 

",['Ron']
"He walked around the room again, 
looking anywhere but at Ron and Hermione.",['Ron']
"With two loud cracks, Fred and George, Ron’s elder 
twin brothers, had materialized out of thin air in the 

Page | 88 Harry Potter and the Order of the Phoenix - J.K. Rowling 




middle of the room.",['Ron']
"Hermione said weakly to the twins, 
who were as vividly red-haired as Ron, though 
stockier and slightly shorter. 

",['Ron']
"“It would have taken you about thirty seconds longer 
to walk down the stairs,” said Ron. 

",['Ron']
"“You want to be careful,” said Ron, staring at the ear. 
",['Ron']
"“Oh hello, Harry!” said Ron’s younger sister, Ginny, 
brightly.","['Ron', 'Ginny']"
"“Tonks told me how to find out,” said Ginny.",['Ginny']
"I really fancied 
finding out what old Snape’s been up to.” 

",['Snape']
“Snape?” said Harry quickly.,['Snape']
"“Yeah,” said George, carefully closing the door and 
sitting down on one of the beds; Fred and Ginny 
followed.",['Ginny']
Ron snorted.,['Ron']
"The way 
he looks at us when he sees us...” 

“Bill doesn’t like him either,” said Ginny, as though 
that settled the matter. 



",['Ginny']
"“Charlie’s in the Order too,” said George, “but he’s 
still in Romania, Dumbledore wants as many foreign 
wizards brought in as possible, so Charlie’s trying to 
make contacts on his days off.” 

",['Dumbledore']
"“Whatever you do, don’t mention Percy in front of 
Mum and Dad,” Ron told Harry in a tense voice. 

",['Ron']
"“It’s been awful,” said Ginny sadly. 

",['Ginny']
"It’s normally Mum 
who shouts...” 

“It was the first week back after term ended,” said 
Ron.",['Ron']
"Percy had committed the fairly large oversight 
of failing to notice that his boss was being controlled 
by Lord Voldemort (not that the Ministry had believed 
that — they all thought that Mr. Crouch had gone 
mad). 

",['Mr.']
"Page | 92 Harry Potter and the Order of the Phoenix - J.K. Rowling 




“That’s exactly what we wondered,” said Ron, who 
seemed very keen to keep normal conversation going 
now that Harry had stopped yelling.",['Ron']
"“Well, apparently Fudge has been storming round the 
Ministry checking that nobody’s having any contact 
with Dumbledore,” said George. 

",['Dumbledore']
"“Dumbledore’s name’s mud with the Ministry these 
days, see,” said Fred.",['Dumbledore']
"“Dad says Fudge has made it clear that anyone who’s 
in league with Dumbledore can clear out their desks,” 
said George. 

",['Dumbledore']
"“Trouble is, Fudge suspects Dad, he knows he’s 
friendly with Dumbledore, and he’s always thought 
Dad’s a bit of a weirdo because of his Muggle 
obsession — ” 

",['Dumbledore']
"Dad reckons Fudge only wants 
Percy in his office because he wants to use him to spy 
on the family — and Dumbledore.” 



",['Dumbledore']
"Ron laughed in a hollow sort of way. 

",['Ron']
"He said he’s been having to 
struggle against Dad’s lousy reputation ever since he 
joined the Ministry and that Dad’s got no ambition 
and that’s why we’ve always been — you know — not 
had a lot of money, I mean — ” 

“ What?” said Harry in disbelief, as Ginny made a 
noise like an angry cat. 

",['Ginny']
"“I know,” said Ron in a low voice.",['Ron']
"He said Dad was an idiot to run around with 
Dumbledore, that Dumbledore was heading for big 
trouble and Dad was going to go down with him, and 
that he — Percy — knew where his loyalty lay and it 
was with the Ministry.",['Dumbledore']
"He had always liked 
Percy least of Ron’s brothers, but he had never 
imagined he would say such things to Mr. Weasley. 

","['Mr. Weasley', 'Ron']"
"“Mum’s been in a right state,” said Ron.",['Ron']
"Page | 94 Harry Potter and the Order of the Phoenix - J.K. Rowling 




“Yeah, well, your name got dragged into the row,” said 
Ron, shooting Harry a furtive look.",['Ron']
"Don’t they think I’d rather it’d 
never — ” 

“We know, Harry,” said Ginny earnestly. 

",['Ginny']
"And 

Page | 97 Harry Potter and the Order of the Phoenix -J.K. Rowling 




who’s left all those Dungbombs outside the kitchen 
door?” 



“Crookshanks,” said Ginny unblushingly.",['Ginny']
"Ginny, your hands are filthy, what have you been 
doing?",['Ginny']
"Ginny grimaced at the others and followed her mother 
out of the room, leaving Harry alone with Ron and 
Hermione again.","['Ron', 'Ginny']"
"“Look ...” he muttered, but Ron shook his head, and 
Hermione said quietly, “We knew you’d be angry, 
",['Ron']
"Harry, we really don’t blame you, but you’ve got to 
understand, we did try and persuade Dumbledore — ” 

“Yeah, I know,” said Harry grudgingly. 

",['Dumbledore']
"He cast around for a topic to change the subject from 
Dumbledore — the very thought of him made Harry’s 
insides burn with anger again. 

",['Dumbledore']
"“The house-elf who lives here,” said Ron.",['Ron']
"Hermione frowned at Ron. 

",['Ron']
"“He’s not a nutter, Ron — ” 

Page | 98 Harry Potter and the Order of the Phoenix -J.K. Rowling 




“His life’s ambition is to have his head cut off and 
stuck up on a plaque just like his mother,” said Ron 
irritably.",['Ron']
"“Well — well, if he is a bit strange, it’s not his fault — ” 

Ron rolled his eyes at Harry. 

",['Ron']
"“It’s the 
Society for the Promotion of Elfish Welfare, and it’s 
not just me, Dumbledore says we should be kind to 
Kreacher too — ” 

“Yeah, yeah,” said Ron. “C’mon, I’m starving.” 

","['Ron', 'Dumbledore']"
"Ron breathed, flinging out an arm to stop Harry and 
Hermione walking any farther.",['Ron']
"In the very 
center of the group Harry saw the dark, greasy-haired 
head and prominent nose of his least favorite teacher 
at Hogwarts, Professor Snape.",['Snape']
"He was very interested in what 
Snape was doing for the Order of the Phoenix. . . 

",['Snape']
"“Snape never eats here,” Ron told Harry quietly. 
","['Ron', 'Snape']"
"As they passed the row of house-elf heads on the wall 
they saw Lupin, Mrs. Weasley, and Tonks at the front 
door, magically sealing its many locks and bolts 
behind those who had just left. 

",['Lupin']
"Lupin and Mrs. Weasley darted forward and tried to 
tug the curtains shut over the old woman, but they 
would not close and she screeched louder than ever, 
brandishing clawed hands as though trying to tear at 
their faces. 

",['Lupin']
"“Blood traitor, abomination, shame of my 
fleshl” 



Page | lOlHarry Potter and the Order of the Phoenix - J.K. Rowling 




“I said — shut — UP!” roared the man, and with a 
stupendous effort he and Lupin managed to force the 
curtains closed again. 

",['Lupin']
"I offered it to Dumbledore for headquarters 
— about the only useful thing I’ve been able to do.” 

",['Dumbledore']
"Mr. Weasley and his eldest son, 
Bill, were talking quietly with their heads together at 
the end of the table. 

",['Mr. Weasley']
"Mr. Weasley said, hurrying forward to greet 
him and shaking his hand vigorously.",['Mr. Weasley']
"Ginny 
giggled. 

",['Ginny']
"“Er — no, it’s all right, Tonks, you have a rest too, 
you’ve done enough today — ” 

“No, no, I want to help!” said Tonks brightly, knocking 
over a chair as she hurried toward the dresser from 
which Ginny was collecting cutlery. 

",['Ginny']
"Soon a series of heavy knives were chopping meat 
and vegetables of their own accord, supervised by Mr. 
Weasley, while Mrs. Weasley stirred a cauldron 
dangling over the fire and the others took out plates, 
more goblets, and food from the pantry.",['Mr.']
"There’s not much I can do for the 
Order of the Phoenix ... or so Dumbledore feels.” 

",['Dumbledore']
"Page | 107Harry Potter and the Order of the Phoenix - J.K. Rowling 




There was something about the slightly flattened tone 
of voice in which Sirius uttered Dumbledore’s name 
that told Harry that Sirius was not very happy with 
the headmaster either.",['Dumbledore']
"“Listening to 
Snape’s reports, having to take all his snide hints that 
he’s out there risking his life while I’m sat on my 
backside here having a nice comfortable time . . . 
asking me how the cleaning’s going — ” 

“What cleaning?” asked Harry. 

",['Snape']
"“Boys,” Mr. Weasley said, lifting the stew back into 
the middle of the table, “your mother’s right, you’re 
supposed to show a sense of responsibility now you’ve 
come of age — ” 

“ — none of your brothers caused this sort of trouble!” 
",['Mr. Weasley']
"“It looks wonderful, Molly,” said Lupin, ladling stew 
onto a plate for her and handing it across the table. 

",['Lupin']
"Opposite Harry, Tonks was entertaining Hermione 
and Ginny by transforming her nose between 
mouthfuls.",['Ginny']
"Screwing up her eyes each time with the 
same pained expression she had worn back in Harry’s 
bedroom, her nose swelled to a beaklike protuberance 
like Snape’s, shrank to something resembling a 
button mushroom, and then sprouted a great deal of 
Page | llOHarry Potter and the Order of the Phoenix - J.K. Rowling 




hair from each nostril.",['Snape']
"Apparently this was a regular 
mealtime entertainment, because after a while 
Hermione and Ginny started requesting their favorite 
noses. 

",['Ginny']
"Mr. Weasley, Bill, and Lupin were having an intense 
discussion about goblins. 

","['Lupin', 'Mr. Weasley']"
"“I’m sure they’d never go over to You-Know-Who,” 
said Mr. Weasley, shaking his head.",['Mr. Weasley']
"“I think it depends what they’re offered,” said Lupin. 
",['Lupin']
"Fred, George, Ron, 
and Mundungus were rolling around in their seats. 

",['Ron']
"And if you’ll believe me, lads, the gormless gargoyle 
buys all ’is own toads back orf me for twice what ’e 
paid in the first place — ■” 

“I don’t think we need to hear any more of your 
business dealings, thank you very much, 
Mundungus,” said Mrs. Weasley sharply, as Ron 
slumped forward onto the table, howling with 
laughter. 

",['Ron']
"But he’s 
also very loyal to Dumbledore, who helped him out of 
a tight spot once.",['Dumbledore']
"Mr. 
Weasley was leaning back in his chair, looking replete 
and relaxed, Tonks was yawning widely, her nose now 
back to normal, and Ginny, who had lured 
Crookshanks out from under the dresser, was sitting 
cross-legged on the floor, rolling butterbeer corks for 
him to chase. 

","['Mr.', 'Ginny']"
"Lupin, who had been about to take a sip of 
wine, lowered his goblet slowly, looking wary. 



",['Lupin']
"“I asked Ron and 
Hermione but they said we’re not allowed in the 
Order, so — ” 

",['Ron']
"“You haven’t forgotten what 
Dumbledore said, I suppose?” 



",['Dumbledore']
"Ron, Hermione, Fred, and George’s heads turned from 
Sirius to Mrs. Weasley as though following a tennis 
rally.",['Ron']
"Ginny was kneeling amid a pile of abandoned 
butterbeer corks, watching the conversation with her 
mouth slightly open.",['Ginny']
"Lupin’s eyes were fixed on 
Sirius. 

",['Lupin']
"“Meaning you’ve been known to act rashly, Sirius, 
which is why Dumbledore keeps reminding you to 
stay at home and — ” 

“We’ll leave my instructions from Dumbledore out of 
this, if you please!” said Sirius loudly. 

",['Dumbledore']
Mr. Weasley did not speak at once.,['Mr. Weasley']
"Only when he had replaced them 
carefully on his nose did he say, “Dumbledore knows 
the position has changed, Molly.",['Dumbledore']
"“Personally,” said Lupin quietly, looking away from 
Sirius at last, as Mrs. Weasley turned quickly to him, 
hopeful that finally she was about to get an ally, “I 

Page | 116Harry Potter and the Order of the Phoenix - J.K. Rowling 




think it better that Harry gets the facts — not all the 
facts, Molly, but the general picture — from us, rather 
than a garbled version from ... others.” 

",['Lupin']
"His expression was mild, but Harry felt sure that 
Lupin, at least, knew that some Extendable Ears had 
survived Mrs. Weasley’s purge. 

",['Lupin']
"I’ll 
just say this: Dumbledore must have had his reasons 
for not wanting Harry to know too much, and 
speaking as someone who has got Harry’s best 
interests at heart — ” 

“He’s not your son,” said Sirius quietly. 

",['Dumbledore']
"“Molly, you’re not the only person at this table who 
cares about Harry,” said Lupin sharply.",['Lupin']
"“I think Harry ought to be allowed a say in this,” 

Lupin continued.",['Lupin']
"“Ginny — Ron — Hermione — Fred — George — I 
want you out of this kitchen, now.” 

","['Ron', 'Ginny']"
"“If Harry’s allowed, why can’t I?” shouted Ron. 

",['Ron']
"wailed Ginny. 

",['Ginny']
"“I absolutely forbid — ” 

“Molly, you can’t stop Fred and George,” said Mr. 
Weasley wearily.",['Mr.']
"“They are of age — ” 

“They’re still at school — ” 

“But they’re legally adults now,” said Mr. Weasley in 
the same tired voice. 

",['Mr. Weasley']
"“I — oh, all right then, Fred and George can stay, but 
Ron — ” 

“Harry’ll tell me and Hermione everything you say 
anyway!” said Ron hotly.",['Ron']
"For a split second, Harry considered telling Ron that 
he wouldn’t tell him a single word, that he could try a 
taste of being kept in the dark and see how he liked 
it.",['Ron']
"Ron and Hermione 
beamed. 

",['Ron']
"Ginny — BED!” 

",['Ginny']
Ginny did not go quietly.,['Ginny']
"Lupin 
hurried off to the portrait to restore calm.",['Lupin']
"“More than he thinks we do anyway,” said Lupin. 



",['Lupin']
"“Or rather, you messed it up for him,” said Lupin with 
a satisfied smile. 

",['Lupin']
"“And the very last person he wanted alerted to his 
return the moment he got back was Dumbledore,” 
said Lupin.","['Lupin', 'Dumbledore']"
"“And you made sure Dumbledore knew at 
once.” 

",['Dumbledore']
"“Dumbledore was the only one You-Know-Who was 
ever scared of!” 

",['Dumbledore']
"“Thanks to you, Dumbledore was able to recall the 
Order of the Phoenix about an hour after Voldemort 
returned,” said Sirius. 

",['Dumbledore']
"“Dumbledore’s got a shrewd idea,” said Lupin, “and 
Dumbledore’s shrewd ideas normally turn out to be 
accurate.” 

","['Lupin', 'Dumbledore']"
"“So what does Dumbledore reckon he’s planning?” 

",['Dumbledore']
"“We’re doing our best,” said Lupin. 

",['Lupin']
"If Dumbledore — ” 

Page | 121Harry Potter and the Order of the Phoenix - J.K. Rowling 




“Ah, well, you’ve put your finger on the problem,” said 
Mr. Weasley with a wry smile.","['Mr. Weasley', 'Dumbledore']"
"“Dumbledore.” 

",['Dumbledore']
"“Frightened of Dumbledore?” said Harry 
incredulously. 

",['Dumbledore']
"“Frightened of what he’s up to,” said Mr. Weasley. 
",['Mr. Weasley']
"“You see, Fudge thinks Dumbledore’s plotting to 
overthrow him.",['Dumbledore']
"He thinks Dumbledore wants to be 
Minister of Magic.” 

",['Dumbledore']
"“But Dumbledore doesn’t want — ” 

“Of course he doesn’t,” said Mr. Weasley.","['Mr. Weasley', 'Dumbledore']"
"Fudge came to power instead, but he’s never quite 
forgotten how much popular support Dumbledore 
had, even though Dumbledore never applied for the 
job.” 

",['Dumbledore']
"“Deep down, Fudge knows Dumbledore’s much 
cleverer than he is, a much more powerful wizard, 
and in the early days of his Ministry he was forever 
asking Dumbledore for help and advice,” said Lupin. 
","['Lupin', 'Dumbledore']"
"He loves being Minister of 
Magic, and he’s managed to convince himself that 
he’s the clever one and Dumbledore’s simply stirring 
up trouble for the sake of it.” 

",['Dumbledore']
"“How 
can he think Dumbledore would just make it all up — 
that I’d make it all up?” 



",['Dumbledore']
"It’s so much 
more comfortable to convince himself Dumbledore’s 
lying to destabilize him.” 

",['Dumbledore']
"“You see the problem,” said Lupin.",['Lupin']
"What’s more, the Ministry’s leaning heavily 
on the Daily Prophet not to report any of what they’re 
calling Dumbledore’s rumormongering, so most of the 
Wizarding community are completely unaware 
anything’s happened, and that makes them easy 
targets for the Death Eaters if they’re using the 
Imperius Curse.” 

",['Dumbledore']
"“But you’re telling people, aren’t you?” said Harry, 
looking around at Mr. Weasley, Sirius, Bill, 
Mundungus, Lupin, and Tonks.","['Lupin', 'Mr. Weasley']"
"“And I’m not a very popular dinner guest with most of 
the community,” said Lupin.",['Lupin']
"“We’ve managed to convince a couple of people, 
though,” said Mr. Weasley.",['Mr. Weasley']
"“Why d’you think Dumbledore’s in such 
trouble?” 

“What d’you mean?”",['Dumbledore']
"“They’re trying to discredit him,” said Lupin.",['Lupin']
"“But Dumbledore says he doesn’t care what they do 
as long as they don’t take him off the Chocolate Frog 
cards,” said Bill, grinning. 

",['Dumbledore']
"“It’s no laughing matter,” said Mr. Weasley shortly.",['Mr. Weasley']
"“If 
he carries on defying the Ministry like this, he could 

Page | 124Harry Potter and the Order of the Phoenix - J.K. Rowling 




end up in Azkaban and the last thing we want is 
Dumbledore locked up.",['Dumbledore']
"While You-Know-Who knows 
Dumbledore’s out there and wise to what he’s up to, 
he’s going to go cautiously for a while.",['Dumbledore']
"If 
Dumbledore’s out of the way — well, You-Know-Who 
will have a clear field.” 

",['Dumbledore']
"He thought he saw Sirius and Lupin exchange the 
most fleeting of looks before Sirius said, “Stuff he can 
only get by stealth.” 

",['Lupin']
"Harry had not noticed her return from taking 
Ginny upstairs.",['Ginny']
"All of you,” she added, 
looking around at Fred, George, Ron, and Hermione. 

",['Ron']
"It was not Mrs. Weasley who spoke this time, but 
Lupin. 

",['Lupin']
"I expect Ginny’s asleep,” she 
added to Hermione, “so try not to wake her up.” 

",['Ginny']
"“If Ginny’s not lying awake 
waiting for Hermione to tell her everything they said 
downstairs, then I’m a flobberworm...” 

“All right, Ron, Harry,” said Mrs. Weasley on the 
second landing, pointing them into their bedroom. 

","['Ron', 'Ginny']"
"“Off to bed with you.” 

“ ’Night,” Harry and Ron said to the twins. 

",['Ron']
"Harry put on his pajamas, took off his 
glasses, and climbed into his chilly bed while Ron 
threw Owl Treats up on top of the wardrobe to pacify 
Hedwig and Pigwidgeon, who were clattering around 
and rustling their wings restlessly. 

",['Ron']
"“We can’t let them out to hunt every night,” Ron 
explained as he pulled on his maroon pajamas. 
",['Ron']
"“Dumbledore doesn’t want too many owls swooping 
around the square, thinks it’ll look suspicious.",['Dumbledore']
"“Kreacher,” said Ron as he turned off the light.",['Ron']
"Harry didn’t need to ask what Ron meant. 

",['Ron']
"“I mean, all they’ve really said 
is that the Order’s trying to stop people joining Vol — ” 

There was a sharp intake of breath from Ron. 



Page | 128Harry Potter and the Order of the Phoenix - J.K. Rowling 




“ — demort” said Harry firmly.",['Ron']
"Sirius and Lupin do.” 



",['Lupin']
Ron ignored this last comment.,['Ron']
"“OUCH!” 

“Keep your voice down, Ron, or Mum’ll be back up 
here.” 

",['Ron']
