start_sent,sentences,entities
17,"Yaxley drew his wand again, pointing it over his 
companion’s head, but the source of the noise proved 
to be nothing more than a pure-white peacock, 
strutting majestically along the top of the hedge. 

 “He always did himself well, Lucius. Peacocks ...” 
","['Lucius', 'peacock']"
18,"“He always did himself well, Lucius. Peacocks ...” 
 Yaxley thrust his wand back under his cloak with a 
snort. 

",['Lucius']
19,"Peacocks ...” 
 Yaxley thrust his wand back under his cloak with a 
snort. 

 A handsome manor house grew out of the darkness at 
the end of the straight drive, lights glinting in the 
diamond-paned downstairs windows.",['handsome']
20,"Yaxley thrust his wand back under his cloak with a 
snort. 

 A handsome manor house grew out of the darkness at 
the end of the straight drive, lights glinting in the 
diamond-paned downstairs windows. Somewhere in 
the dark garden beyond the hedge a fountain was 
playing.",['handsome']
21,"A handsome manor house grew out of the darkness at 
the end of the straight drive, lights glinting in the 
diamond-paned downstairs windows. Somewhere in 
the dark garden beyond the hedge a fountain was 
playing. Gravel crackled beneath their feet as Snape 
and Yaxley sped toward the front door, which swung 
inward at their approach, though nobody had visibly 
opened it. 

","['handsome', 'Snape']"
22,"Somewhere in 
the dark garden beyond the hedge a fountain was 
playing. Gravel crackled beneath their feet as Snape 
and Yaxley sped toward the front door, which swung 
inward at their approach, though nobody had visibly 
opened it. 

 The hallway was large, dimly lit, and sumptuously 
decorated, with a magnificent carpet covering most of 
the stone floor.",['Snape']
23,"Gravel crackled beneath their feet as Snape 
and Yaxley sped toward the front door, which swung 
inward at their approach, though nobody had visibly 
opened it. 

 The hallway was large, dimly lit, and sumptuously 
decorated, with a magnificent carpet covering most of 
the stone floor. The eyes of the pale-faced portraits on 
the walls followed Snape and Yaxley as they strode 
past.",['Snape']
24,"The hallway was large, dimly lit, and sumptuously 
decorated, with a magnificent carpet covering most of 
the stone floor. The eyes of the pale-faced portraits on 
the walls followed Snape and Yaxley as they strode 
past. The two men halted at a heavy wooden door 
leading into the next room, hesitated for the space of 
a heartbeat, then Snape turned the bronze handle. 

",['Snape']
25,"The eyes of the pale-faced portraits on 
the walls followed Snape and Yaxley as they strode 
past. The two men halted at a heavy wooden door 
leading into the next room, hesitated for the space of 
a heartbeat, then Snape turned the bronze handle. 

 The drawing room was full of silent people, sitting at a 
long and ornate table.",['Snape']
26,"The two men halted at a heavy wooden door 
leading into the next room, hesitated for the space of 
a heartbeat, then Snape turned the bronze handle. 

 The drawing room was full of silent people, sitting at a 
long and ornate table. The room’s usual furniture had 

Page | 3 Harry Potter and the Deathly Hallows - J.K. Rowling 




been pushed carelessly up against the walls. 
","['Harry Potter', 'Snape']"
27,"The drawing room was full of silent people, sitting at a 
long and ornate table. The room’s usual furniture had 

Page | 3 Harry Potter and the Deathly Hallows - J.K. Rowling 




been pushed carelessly up against the walls. 
 Illumination came from a roaring fire beneath a 
handsome marble mantelpiece surmounted by a 
gilded mirror.","['handsome', 'Harry Potter']"
28,"The room’s usual furniture had 

Page | 3 Harry Potter and the Deathly Hallows - J.K. Rowling 




been pushed carelessly up against the walls. 
 Illumination came from a roaring fire beneath a 
handsome marble mantelpiece surmounted by a 
gilded mirror. Snape and Yaxley lingered for a 
moment on the threshold.","['handsome', 'Harry Potter', 'Snape']"
29,"Illumination came from a roaring fire beneath a 
handsome marble mantelpiece surmounted by a 
gilded mirror. Snape and Yaxley lingered for a 
moment on the threshold. As their eyes grew 
accustomed to the lack of light, they were drawn 
upward to the strangest feature of the scene: an 
apparently unconscious human figure hanging upside 
down over the table, revolving slowly as if suspended 
by an invisible rope, and reflected in the mirror and in 
the bare, polished surface of the table below.","['handsome', 'Snape']"
30,"Snape and Yaxley lingered for a 
moment on the threshold. As their eyes grew 
accustomed to the lack of light, they were drawn 
upward to the strangest feature of the scene: an 
apparently unconscious human figure hanging upside 
down over the table, revolving slowly as if suspended 
by an invisible rope, and reflected in the mirror and in 
the bare, polished surface of the table below. None of 
the people seated underneath this singular sight was 
looking at it except for a pale young man sitting 
almost directly below it.",['Snape']
33,"He seemed unable to prevent 
himself from glancing upward every minute or so. 

 “Yaxley. Snape,” said a high, clear voice from the head 
of the table.",['Snape']
34,"“Yaxley. Snape,” said a high, clear voice from the head 
of the table. “You are very nearly late.” 

",['Snape']
35,"Snape,” said a high, clear voice from the head 
of the table. “You are very nearly late.” 

 The speaker was seated directly in front of the 
fireplace, so that it was difficult, at first, for the new 
arrivals to make out more than his silhouette.",['Snape']
36,"“You are very nearly late.” 

 The speaker was seated directly in front of the 
fireplace, so that it was difficult, at first, for the new 
arrivals to make out more than his silhouette. As they 
drew nearer, however, his face shone through the 
gloom, hairless, snakelike, with slits for nostrils and 
gleaming red eyes whose pupils were vertical.",['face']
37,"The speaker was seated directly in front of the 
fireplace, so that it was difficult, at first, for the new 
arrivals to make out more than his silhouette. As they 
drew nearer, however, his face shone through the 
gloom, hairless, snakelike, with slits for nostrils and 
gleaming red eyes whose pupils were vertical. He was 
so pale that he seemed to emit a pearly glow. 

",['face']
38,"As they 
drew nearer, however, his face shone through the 
gloom, hairless, snakelike, with slits for nostrils and 
gleaming red eyes whose pupils were vertical. He was 
so pale that he seemed to emit a pearly glow. 

 “Severus, here,” said Voldemort, indicating the seat 
on his immediate right.","['face', 'Severus', 'Voldemort']"
39,"He was 
so pale that he seemed to emit a pearly glow. 

 “Severus, here,” said Voldemort, indicating the seat 
on his immediate right. “Yaxley — beside Dolohov.” 

","['Voldemort', 'Severus']"
40,"“Severus, here,” said Voldemort, indicating the seat 
on his immediate right. “Yaxley — beside Dolohov.” 

 The two men took their allotted places.","['Voldemort', 'Severus']"
41,"“Yaxley — beside Dolohov.” 

 The two men took their allotted places. Most of the 
eyes around the table followed Snape, and it was to 
him that Voldemort spoke first. 

","['Voldemort', 'Snape']"
42,"The two men took their allotted places. Most of the 
eyes around the table followed Snape, and it was to 
him that Voldemort spoke first. 

 “So?” 

“My Lord, the Order of the Phoenix intends to move 
Harry Potter from his current place of safety on 
Saturday next, at nightfall.” 

","['Voldemort', 'Lord', 'Harry Potter', 'Snape']"
43,"Most of the 
eyes around the table followed Snape, and it was to 
him that Voldemort spoke first. 

 “So?” 

“My Lord, the Order of the Phoenix intends to move 
Harry Potter from his current place of safety on 
Saturday next, at nightfall.” 

 Page | 4 Harry Potter and the Deathly Hallows - J.K. Rowling 




The interest around the table sharpened palpably: 
","['Voldemort', 'Lord', 'Harry Potter', 'Snape']"
44,"“So?” 

“My Lord, the Order of the Phoenix intends to move 
Harry Potter from his current place of safety on 
Saturday next, at nightfall.” 

 Page | 4 Harry Potter and the Deathly Hallows - J.K. Rowling 




The interest around the table sharpened palpably: 
 Some stiffened, others fidgeted, all gazing at Snape 
and Voldemort. 

","['Voldemort', 'Lord', 'Harry Potter', 'Snape']"
45,"Page | 4 Harry Potter and the Deathly Hallows - J.K. Rowling 




The interest around the table sharpened palpably: 
 Some stiffened, others fidgeted, all gazing at Snape 
and Voldemort. 

 “Saturday ... at nightfall,” repeated Voldemort.","['Voldemort', 'Harry Potter', 'Snape']"
46,"Some stiffened, others fidgeted, all gazing at Snape 
and Voldemort. 

 “Saturday ... at nightfall,” repeated Voldemort. His 
red eyes fastened upon Snape ’s black ones with such 
intensity that some of the watchers looked away, 
apparently fearful that they themselves would be 
scorched by the ferocity of the gaze.","['Voldemort', 'black', 'Snape']"
47,"“Saturday ... at nightfall,” repeated Voldemort. His 
red eyes fastened upon Snape ’s black ones with such 
intensity that some of the watchers looked away, 
apparently fearful that they themselves would be 
scorched by the ferocity of the gaze. Snape, however, 
looked calmly back into Voldemort’s face and, after a 
moment or two, Voldemort’s lipless mouth curved into 
something like a smile. 

","['face', 'Voldemort', 'black', 'Snape']"
48,"His 
red eyes fastened upon Snape ’s black ones with such 
intensity that some of the watchers looked away, 
apparently fearful that they themselves would be 
scorched by the ferocity of the gaze. Snape, however, 
looked calmly back into Voldemort’s face and, after a 
moment or two, Voldemort’s lipless mouth curved into 
something like a smile. 

 “Good.","['face', 'Voldemort', 'black', 'Snape']"
49,"Snape, however, 
looked calmly back into Voldemort’s face and, after a 
moment or two, Voldemort’s lipless mouth curved into 
something like a smile. 

 “Good. Very good.","['face', 'Voldemort', 'Snape']"
50,"“Good. Very good. And this information comes — ” 

“ — from the source we discussed,” said Snape. 

",['Snape']
51,"Very good. And this information comes — ” 

“ — from the source we discussed,” said Snape. 

 “My Lord.” 

","['Lord', 'Snape']"
52,"And this information comes — ” 

“ — from the source we discussed,” said Snape. 

 “My Lord.” 

 Yaxley had leaned forward to look down the long table 
at Voldemort and Snape.","['Voldemort', 'Lord', 'Snape']"
53,"“My Lord.” 

 Yaxley had leaned forward to look down the long table 
at Voldemort and Snape. All faces turned to him. 

","['Voldemort', 'Lord', 'Snape']"
54,"Yaxley had leaned forward to look down the long table 
at Voldemort and Snape. All faces turned to him. 

 “My Lord, I have heard differently.” 

","['Voldemort', 'Lord', 'Snape']"
55,"All faces turned to him. 

 “My Lord, I have heard differently.” 

 Yaxley waited, but Voldemort did not speak, so he 
went on, “Dawlish, the Auror, let slip that Potter will 
not be moved until the thirtieth, the night before the 
boy turns seventeen.” 

","['Voldemort', 'Lord']"
56,"“My Lord, I have heard differently.” 

 Yaxley waited, but Voldemort did not speak, so he 
went on, “Dawlish, the Auror, let slip that Potter will 
not be moved until the thirtieth, the night before the 
boy turns seventeen.” 

 Snape was smiling. 

","['Voldemort', 'Lord', 'Snape']"
57,"Yaxley waited, but Voldemort did not speak, so he 
went on, “Dawlish, the Auror, let slip that Potter will 
not be moved until the thirtieth, the night before the 
boy turns seventeen.” 

 Snape was smiling. 

 “My source told me that there are plans to lay a false 
trail; this must be it.","['Voldemort', 'Snape']"
58,"Snape was smiling. 

 “My source told me that there are plans to lay a false 
trail; this must be it. No doubt a Confundus Charm 
has been placed upon Dawlish.",['Snape']
60,"No doubt a Confundus Charm 
has been placed upon Dawlish. It would not be the 
first time; he is known to be susceptible.” 

 “I assure you, my Lord, Dawlish seemed quite 
certain,” said Yaxley. 



",['Lord']
61,"It would not be the 
first time; he is known to be susceptible.” 

 “I assure you, my Lord, Dawlish seemed quite 
certain,” said Yaxley. 



 Page | 5 



Harry Potter and the Deathly Hallows - J.K. Rowling 




“If he has been Confunded, naturally he is certain,” 
said Snape.","['Lord', 'Harry Potter', 'Snape']"
62,"“I assure you, my Lord, Dawlish seemed quite 
certain,” said Yaxley. 



 Page | 5 



Harry Potter and the Deathly Hallows - J.K. Rowling 




“If he has been Confunded, naturally he is certain,” 
said Snape. “I assure you, Yaxley, the Auror Office 
will play no further part in the protection of Harry 
Potter.","['Lord', 'Harry', 'Harry Potter', 'Snape']"
63,"Page | 5 



Harry Potter and the Deathly Hallows - J.K. Rowling 




“If he has been Confunded, naturally he is certain,” 
said Snape. “I assure you, Yaxley, the Auror Office 
will play no further part in the protection of Harry 
Potter. The Order believes that we have infiltrated the 
Ministry.” 

","['Harry', 'Harry Potter', 'Snape']"
64,"“I assure you, Yaxley, the Auror Office 
will play no further part in the protection of Harry 
Potter. The Order believes that we have infiltrated the 
Ministry.” 

 “The Order’s got one thing right, then, eh?” said a 
squat man sitting a short distance from Yaxley; he 
gave a wheezy giggle that was echoed here and there 
along the table. 

",['Harry']
65,"The Order believes that we have infiltrated the 
Ministry.” 

 “The Order’s got one thing right, then, eh?” said a 
squat man sitting a short distance from Yaxley; he 
gave a wheezy giggle that was echoed here and there 
along the table. 

 Voldemort did not laugh.",['Voldemort']
66,"“The Order’s got one thing right, then, eh?” said a 
squat man sitting a short distance from Yaxley; he 
gave a wheezy giggle that was echoed here and there 
along the table. 

 Voldemort did not laugh. His gaze had wandered 
upward to the body revolving slowly overhead, and he 
seemed to be lost in thought. 

",['Voldemort']
67,"Voldemort did not laugh. His gaze had wandered 
upward to the body revolving slowly overhead, and he 
seemed to be lost in thought. 

 “My Lord,” Yaxley went on, “Dawlish believes an 
entire party of Aurors will be used to transfer the boy 



Voldemort held up a large white hand, and Yaxley 
subsided at once, watching resentfully as Voldemort 
turned back to Snape. 

","['Voldemort', 'Lord', 'Snape']"
68,"His gaze had wandered 
upward to the body revolving slowly overhead, and he 
seemed to be lost in thought. 

 “My Lord,” Yaxley went on, “Dawlish believes an 
entire party of Aurors will be used to transfer the boy 



Voldemort held up a large white hand, and Yaxley 
subsided at once, watching resentfully as Voldemort 
turned back to Snape. 

 “Where are they going to hide the boy next?” 

","['Voldemort', 'Lord', 'Snape']"
69,"“My Lord,” Yaxley went on, “Dawlish believes an 
entire party of Aurors will be used to transfer the boy 



Voldemort held up a large white hand, and Yaxley 
subsided at once, watching resentfully as Voldemort 
turned back to Snape. 

 “Where are they going to hide the boy next?” 

 “At the home of one of the Order,” said Snape.","['Voldemort', 'Lord', 'Snape']"
70,"“Where are they going to hide the boy next?” 

 “At the home of one of the Order,” said Snape. “The 
place, according to the source, has been given every 
protection that the Order and Ministry together could 
provide.",['Snape']
71,"“At the home of one of the Order,” said Snape. “The 
place, according to the source, has been given every 
protection that the Order and Ministry together could 
provide. I think that there is little chance of taking 
him once he is there, my Lord, unless, of course, the 
Ministry has fallen before next Saturday, which might 
give us the opportunity to discover and undo enough 
of the enchantments to break through the rest.” 

","['fallen', 'Lord', 'Snape']"
72,"“The 
place, according to the source, has been given every 
protection that the Order and Ministry together could 
provide. I think that there is little chance of taking 
him once he is there, my Lord, unless, of course, the 
Ministry has fallen before next Saturday, which might 
give us the opportunity to discover and undo enough 
of the enchantments to break through the rest.” 

 “Well, Yaxley?”","['fallen', 'Lord']"
73,"I think that there is little chance of taking 
him once he is there, my Lord, unless, of course, the 
Ministry has fallen before next Saturday, which might 
give us the opportunity to discover and undo enough 
of the enchantments to break through the rest.” 

 “Well, Yaxley?” Voldemort called down the table, the 
firelight glinting strangely in his red eyes.","['fallen', 'Voldemort', 'Lord']"
74,"“Well, Yaxley?” Voldemort called down the table, the 
firelight glinting strangely in his red eyes. “Will the 
Ministry have fallen by next Saturday?” 



","['fallen', 'Voldemort']"
75,"Voldemort called down the table, the 
firelight glinting strangely in his red eyes. “Will the 
Ministry have fallen by next Saturday?” 



 Page | 6 



Harry Potter and the Deathly Hallows - J.K. Rowling 




Once again, all heads turned.","['fallen', 'Voldemort', 'Harry Potter']"
76,"“Will the 
Ministry have fallen by next Saturday?” 



 Page | 6 



Harry Potter and the Deathly Hallows - J.K. Rowling 




Once again, all heads turned. Yaxley squared his 
shoulders. 

","['fallen', 'Harry Potter']"
77,"Page | 6 



Harry Potter and the Deathly Hallows - J.K. Rowling 




Once again, all heads turned. Yaxley squared his 
shoulders. 

 “My Lord, I have good news on that score.","['Lord', 'Harry Potter']"
78,"Yaxley squared his 
shoulders. 

 “My Lord, I have good news on that score. I have — 
with difficulty, and after great effort — suceeded in 
placing an Imperius Curse upon Pius Thicknesse.” 

","['Lord', 'Pius Thicknesse']"
79,"“My Lord, I have good news on that score. I have — 
with difficulty, and after great effort — suceeded in 
placing an Imperius Curse upon Pius Thicknesse.” 

 Many of those sitting around Yaxley looked 
impressed; his neighbor, Dolohov, a man with a long, 
twisted face, clapped him on the back. 

","['face', 'Lord', 'Pius Thicknesse']"
80,"I have — 
with difficulty, and after great effort — suceeded in 
placing an Imperius Curse upon Pius Thicknesse.” 

 Many of those sitting around Yaxley looked 
impressed; his neighbor, Dolohov, a man with a long, 
twisted face, clapped him on the back. 

 “It is a start,” said Voldemort.","['face', 'Voldemort', 'Pius Thicknesse']"
81,"Many of those sitting around Yaxley looked 
impressed; his neighbor, Dolohov, a man with a long, 
twisted face, clapped him on the back. 

 “It is a start,” said Voldemort. “But Thicknesse is only 
one man.","['face', 'Voldemort']"
82,"“It is a start,” said Voldemort. “But Thicknesse is only 
one man. Scrimgeour must be surrounded by our 
people before I act.",['Voldemort']
84,"Scrimgeour must be surrounded by our 
people before I act. One failed attempt on the 
Minister’s life will set me back a long way.” 

 “Yes — my Lord, that is true — but you know, as 
Head of the Department of Magical Law Enforcement, 
Thicknesse has regular contact not only with the 
Minister himself, but also with the Heads of all the 
other Ministry departments.",['Lord']
85,"One failed attempt on the 
Minister’s life will set me back a long way.” 

 “Yes — my Lord, that is true — but you know, as 
Head of the Department of Magical Law Enforcement, 
Thicknesse has regular contact not only with the 
Minister himself, but also with the Heads of all the 
other Ministry departments. It will, I think, be easy 
now that we have such a high-ranking official under 
our control, to subjugate the others, and then they 
can all work together to bring Scrimgeour down.” 

",['Lord']
86,"“Yes — my Lord, that is true — but you know, as 
Head of the Department of Magical Law Enforcement, 
Thicknesse has regular contact not only with the 
Minister himself, but also with the Heads of all the 
other Ministry departments. It will, I think, be easy 
now that we have such a high-ranking official under 
our control, to subjugate the others, and then they 
can all work together to bring Scrimgeour down.” 

 “As long as our friend Thicknesse is not discovered 
before he has converted the rest,” said Voldemort.","['Voldemort', 'Lord']"
87,"It will, I think, be easy 
now that we have such a high-ranking official under 
our control, to subjugate the others, and then they 
can all work together to bring Scrimgeour down.” 

 “As long as our friend Thicknesse is not discovered 
before he has converted the rest,” said Voldemort. “At 
any rate, it remains unlikely that the Ministry will be 
mine before next Saturday.",['Voldemort']
88,"“As long as our friend Thicknesse is not discovered 
before he has converted the rest,” said Voldemort. “At 
any rate, it remains unlikely that the Ministry will be 
mine before next Saturday. If we cannot touch the 
boy at his destination, then it must be done while he 
travels.” 

",['Voldemort']
89,"“At 
any rate, it remains unlikely that the Ministry will be 
mine before next Saturday. If we cannot touch the 
boy at his destination, then it must be done while he 
travels.” 

 “We are at an advantage there, my Lord,” said Yaxley, 
who seemed determined to receive some portion of 
approval.",['Lord']
90,"If we cannot touch the 
boy at his destination, then it must be done while he 
travels.” 

 “We are at an advantage there, my Lord,” said Yaxley, 
who seemed determined to receive some portion of 
approval. “We now have several people planted within 
the Department of Magical Transport.",['Lord']
91,"“We are at an advantage there, my Lord,” said Yaxley, 
who seemed determined to receive some portion of 
approval. “We now have several people planted within 
the Department of Magical Transport. If Potter 
Apparates or uses the Floo Network, we shall know 
immediately.” 



",['Lord']
92,"“We now have several people planted within 
the Department of Magical Transport. If Potter 
Apparates or uses the Floo Network, we shall know 
immediately.” 



 Page | 7 



Harry Potter and the Deathly Hallows - J.K. Rowling 




“He will not do either,” said Snape.","['Harry Potter', 'Snape']"
93,"If Potter 
Apparates or uses the Floo Network, we shall know 
immediately.” 



 Page | 7 



Harry Potter and the Deathly Hallows - J.K. Rowling 




“He will not do either,” said Snape. “The Order is 
eschewing any form of transport that is controlled or 
regulated by the Ministry; they mistrust everything to 
do with the place.” 

","['Harry Potter', 'Snape']"
94,"Page | 7 



Harry Potter and the Deathly Hallows - J.K. Rowling 




“He will not do either,” said Snape. “The Order is 
eschewing any form of transport that is controlled or 
regulated by the Ministry; they mistrust everything to 
do with the place.” 

 “All the better,” said Voldemort.","['Voldemort', 'Harry Potter', 'Snape']"
95,"“The Order is 
eschewing any form of transport that is controlled or 
regulated by the Ministry; they mistrust everything to 
do with the place.” 

 “All the better,” said Voldemort. “He will have to move 
in the open.",['Voldemort']
96,"“All the better,” said Voldemort. “He will have to move 
in the open. Easier to take, by far.” 

",['Voldemort']
97,"“He will have to move 
in the open. Easier to take, by far.” 

 Again, Voldemort looked up at the slowly revolving 
body as he went on, “I shall attend to the boy in 
person.",['Voldemort']
98,"Easier to take, by far.” 

 Again, Voldemort looked up at the slowly revolving 
body as he went on, “I shall attend to the boy in 
person. There have been too many mistakes where 
Harry Potter is concerned.","['Voldemort', 'Harry Potter']"
99,"Again, Voldemort looked up at the slowly revolving 
body as he went on, “I shall attend to the boy in 
person. There have been too many mistakes where 
Harry Potter is concerned. Some of them have been 
my own.","['Voldemort', 'Harry Potter']"
100,"There have been too many mistakes where 
Harry Potter is concerned. Some of them have been 
my own. That Potter lives is due more to my errors 
than to his triumphs.” 

",['Harry Potter']
101,"Some of them have been 
my own. That Potter lives is due more to my errors 
than to his triumphs.” 

 The company around the table watched Voldemort 
apprehensively, each of them, by his or her 
expression, afraid that they might be blamed for 
Harry Potter’s continued existence.","['Voldemort', 'Harry Potter']"
102,"That Potter lives is due more to my errors 
than to his triumphs.” 

 The company around the table watched Voldemort 
apprehensively, each of them, by his or her 
expression, afraid that they might be blamed for 
Harry Potter’s continued existence. Voldemort, 
however, seemed to be speaking more to himself than 
to any of them, still addressing the unconscious body 
above him. 

","['Voldemort', 'Harry Potter']"
103,"The company around the table watched Voldemort 
apprehensively, each of them, by his or her 
expression, afraid that they might be blamed for 
Harry Potter’s continued existence. Voldemort, 
however, seemed to be speaking more to himself than 
to any of them, still addressing the unconscious body 
above him. 

 “I have been careless, and so have been thwarted by 
luck and chance, those wreckers of all but the best- 
laid plans.","['Voldemort', 'Harry Potter']"
104,"Voldemort, 
however, seemed to be speaking more to himself than 
to any of them, still addressing the unconscious body 
above him. 

 “I have been careless, and so have been thwarted by 
luck and chance, those wreckers of all but the best- 
laid plans. But I know better now.",['Voldemort']
106,"But I know better now. I understand those 
things that I did not understand before. I must be the 
one to kill Harry Potter, and I shall be.” 

",['Harry Potter']
107,"I understand those 
things that I did not understand before. I must be the 
one to kill Harry Potter, and I shall be.” 

 At these words, seemingly in response to them, a 
sudden wail sounded, a terrible, drawn-out cry of 
misery and pain.",['Harry Potter']
108,"I must be the 
one to kill Harry Potter, and I shall be.” 

 At these words, seemingly in response to them, a 
sudden wail sounded, a terrible, drawn-out cry of 
misery and pain. Many of those at the table looked 
downward, startled, for the sound had seemed to 
issue from below their feet. 

",['Harry Potter']
109,"At these words, seemingly in response to them, a 
sudden wail sounded, a terrible, drawn-out cry of 
misery and pain. Many of those at the table looked 
downward, startled, for the sound had seemed to 
issue from below their feet. 

 “Wormtail,” said Voldemort, with no change in his 
quiet, thoughtful tone, and without removing his eyes 
from the revolving body above, “have I not spoken to 
you about keeping our prisoner quiet?” 

",['Voldemort']
110,"Many of those at the table looked 
downward, startled, for the sound had seemed to 
issue from below their feet. 

 “Wormtail,” said Voldemort, with no change in his 
quiet, thoughtful tone, and without removing his eyes 
from the revolving body above, “have I not spoken to 
you about keeping our prisoner quiet?” 

 Page | 8 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Yes, m-my Lord,” gasped a small man halfway down 
the table, who had been sitting so low in his chair 
that it had appeared, at first glance, to be 
unoccupied.","['Voldemort', 'Lord', 'Harry Potter']"
111,"“Wormtail,” said Voldemort, with no change in his 
quiet, thoughtful tone, and without removing his eyes 
from the revolving body above, “have I not spoken to 
you about keeping our prisoner quiet?” 

 Page | 8 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Yes, m-my Lord,” gasped a small man halfway down 
the table, who had been sitting so low in his chair 
that it had appeared, at first glance, to be 
unoccupied. Now he scrambled from his seat and 
scurried from the room, leaving nothing behind him 
but a curious gleam of silver. 

","['Voldemort', 'Lord', 'Harry Potter']"
112,"Page | 8 Harry Potter and the Deathly Hallows - J.K. Rowling 




“Yes, m-my Lord,” gasped a small man halfway down 
the table, who had been sitting so low in his chair 
that it had appeared, at first glance, to be 
unoccupied. Now he scrambled from his seat and 
scurried from the room, leaving nothing behind him 
but a curious gleam of silver. 

 “As I was saying,” continued Voldemort, looking again 
at the tense faces of his followers, “I understand 
better now.","['Voldemort', 'Lord', 'Harry Potter']"
113,"Now he scrambled from his seat and 
scurried from the room, leaving nothing behind him 
but a curious gleam of silver. 

 “As I was saying,” continued Voldemort, looking again 
at the tense faces of his followers, “I understand 
better now. I shall need, for instance, to borrow a 
wand from one of you before I go to kill Potter.” 

",['Voldemort']
114,"“As I was saying,” continued Voldemort, looking again 
at the tense faces of his followers, “I understand 
better now. I shall need, for instance, to borrow a 
wand from one of you before I go to kill Potter.” 

 The faces around him displayed nothing but shock; 
he might have announced that he wanted to borrow 
one of their arms. 

",['Voldemort']
115,"I shall need, for instance, to borrow a 
wand from one of you before I go to kill Potter.” 

 The faces around him displayed nothing but shock; 
he might have announced that he wanted to borrow 
one of their arms. 

 “No volunteers?” said Voldemort.",['Voldemort']
116,"The faces around him displayed nothing but shock; 
he might have announced that he wanted to borrow 
one of their arms. 

 “No volunteers?” said Voldemort. “Let’s see ...",['Voldemort']
117,"“No volunteers?” said Voldemort. “Let’s see ... Lucius, 
I see no reason for you to have a wand anymore.” 

","['Lucius', 'Voldemort']"
118,"“Let’s see ... Lucius, 
I see no reason for you to have a wand anymore.” 

 Lucius Malfoy looked up.","['Lucius', 'Lucius Malfoy']"
119,"Lucius, 
I see no reason for you to have a wand anymore.” 

 Lucius Malfoy looked up. His skin appeared yellowish 
and waxy in the firelight, and his eyes were sunken 
and shadowed.","['Lucius', 'Lucius Malfoy']"
120,"Lucius Malfoy looked up. His skin appeared yellowish 
and waxy in the firelight, and his eyes were sunken 
and shadowed. When he spoke, his voice was hoarse. 

",['Lucius Malfoy']
121,"His skin appeared yellowish 
and waxy in the firelight, and his eyes were sunken 
and shadowed. When he spoke, his voice was hoarse. 

 “My Lord?” 

",['Lord']
122,"When he spoke, his voice was hoarse. 

 “My Lord?” 

 “Your wand, Lucius.","['Lucius', 'Lord']"
123,"“My Lord?” 

 “Your wand, Lucius. I require your wand.” 



","['Lucius', 'Lord']"
124,"“Your wand, Lucius. I require your wand.” 



 Malfoy glanced sideways at his wife.","['Lucius', 'Malfoy']"
125,"I require your wand.” 



 Malfoy glanced sideways at his wife. She was staring 
straight ahead, quite as pale as he was, her long 
blonde hair hanging down her back, but beneath the 
table her slim fingers closed briefly on his wrist.",['Malfoy']
