sentence,entities
"“Where was I?” said Hagrid, but at that moment, 

Uncle Vernon, still ashen-faced but looking very 
angry, moved into the firelight. 

",['Hagrid']
"Hagrid grunted. 

",['Hagrid']
"“A Muggle,” said Hagrid, “it’s what we call nonmagic 
folk like them.",['Hagrid']
"“CAR CRASH!” roared Hagrid, jumping up so angrily 
that the Dursleys scuttled back to their corner.",['Hagrid']
The anger faded from Hagrid’s face.,['Hagrid']
"“I had no idea, when Dumbledore told me there 
might be trouble gettin’ hold of yeh, how much yeh 
didn’t know.",['Dumbledore']
"Hagrid gulped, but no words came out. 

",['Hagrid']
"Hagrid 
shuddered.",['Hagrid']
"Reckon Dumbledore’s 
the only one You-Know-Who was afraid of.",['Dumbledore']
"probably knew they were too close ter Dumbledore ter 
want anythin’ ter do with the Dark Side. 

",['Dumbledore']
"He came ter yer house an’ — an’ — ” 

Hagrid suddenly pulled out a very dirty, spotted 
handkerchief and blew his nose with a sound like a 
foghorn. 

",['Hagrid']
"As Hagrid’s story came to a close, he saw again the 
blinding flash of green light, more clearly than he had 
ever remembered it before — and he remembered 
something else, for the first time in his life: a high, 
cold, cruel laugh. 

",['Hagrid']
"Hagrid was watching him sadly. 

",['Hagrid']
"“Took yeh from the ruined house myself, on 
Dumbledore’s orders.",['Dumbledore']
"He was glaring at Hagrid and his fists were 
clenched. 

",['Hagrid']
"But at that moment, Hagrid leapt from the sofa and 
drew a battered pink umbrella from inside his coat. 
",['Hagrid']
"“That’s better,” said Hagrid, breathing heavily and 
sitting back down on the sofa, which this time sagged 
right down to the floor. 

",['Hagrid']
"There was 
somethin’ goin’ on that night he hadn’t counted on — 
/ dunno what it was, no one does — but somethin’ 
about you stumped him, all right.” 

Hagrid looked at Harry with warmth and respect 
blazing in his eyes, but Harry, instead of feeling 
pleased and proud, felt quite sure there had been a 
horrible mistake.",['Hagrid']
"“Hagrid,” he said quietly, “I think you must have 
made a mistake.",['Hagrid']
"To his surprise, Hagrid chuckled. 

",['Hagrid']
"Harry looked back at Hagrid, smiling, and saw that 
Hagrid was positively beaming at him. 

",['Hagrid']
“See?” said Hagrid.,['Hagrid']
"I’ve 
read those letters and he needs all sorts of rubbish — 
spell books and wands and — ” 

“If he wants ter go, a great Muggle like you won’t stop 
him,” growled Hagrid.",['Hagrid']
"Hagrid seized his 
umbrella and whirled it over his head, “NEVER — ” he 
thundered, “— INSULT — ALBUS — DUMBLEDORE 
— IN — FRONT — OF — ME!” 

","['DUMBLEDORE', 'Hagrid']"
"Pulling Aunt Petunia and 
Dudley into the other room, he cast one last terrified 
look at Hagrid and slammed the door behind them. 

",['Hagrid']
"Hagrid looked down at his umbrella and stroked his 
beard. 

",['Hagrid']
"But 
Dumbledore let me stay on as gamekeeper.",['Dumbledore']
"Great 
man, Dumbledore.” 

",['Dumbledore']
"and we’ve got lots ter do tomorrow,” 
said Hagrid loudly.",['Hagrid']
"“I dreamed a 
giant called Hagrid came to tell me I was going to a 
school for wizards.",['Hagrid']
He sat up and Hagrid ’s heavy coat fell off him.,['Hagrid']
"The 
hut was full of sunlight, the storm was over, Hagrid 
himself was asleep on the collapsed sofa, and there 



Page | 68 Harry Potter and the Philosophers Stone - J.K. Rowling 



was an owl rapping its claw on the window, a 
newspaper held in its beak. 

",['Hagrid']
"The 
owl swooped in and dropped the newspaper on top of 
Hagrid, who didn’t wake up.",['Hagrid']
"The owl then fluttered 
onto the floor and began to attack Hagrid ’s coat. 

",['Hagrid']
“Hagrid!” said Harry loudly.,['Hagrid']
"“There’s an owl — ” 

“Pay him,” Hagrid grunted into the sofa. 

",['Hagrid']
"Hagrid ’s coat seemed to be made of nothing but 
pockets — bunches of keys, slug pellets, balls of 
string, peppermint humbugs, teabags ... finally, Harry 
pulled out a handful of strange-looking coins. 

",['Hagrid']
"“Give him five Knuts,” said Hagrid sleepily. 

",['Hagrid']
"Hagrid yawned loudly, sat up, and stretched. 

",['Hagrid']
"“Urn — Hagrid?” 

",['Hagrid']
"“Mm?” said Hagrid, who was pulling on his huge 
boots. 

",['Hagrid']
"“Don’t worry about that,” said Hagrid, standing up 
and scratching his head.",['Hagrid']
"As a matter o’ 
fact, I gotta visit Gringotts anyway Fer Dumbledore. 
",['Dumbledore']
"Hagrid drew himself up proudly. 
",['Hagrid']
Harry followed Hagrid out onto the rock.,['Hagrid']
"“Flew,” said Hagrid. 

",['Hagrid']
"They settled down in the boat, Harry still staring at 
Hagrid, trying to imagine him flying. 

",['Hagrid']
"“Seems a shame ter row, though,” said Hagrid, giving 
Harry another of his sideways looks.",['Hagrid']
"Hagrid pulled out the pink umbrella again, tapped it 

Page | 71 Harry Potter and the Philosophers Stone - J.K. Rowling 




twice on the side of the boat, and they sped off toward 
land. 

",['Hagrid']
"“Spells — enchantments,” said Hagrid, unfolding his 
newspaper as he spoke.",['Hagrid']
"Harry sat and thought about this while Hagrid read 
his newspaper, the Daily Prophet Harry had learned 
from Uncle Vernon that people liked to be left alone 
while they did this, but it was very difficult, he’d 
never had so many questions in his life. 

",['Hagrid']
"“Ministry o’ Magic messin’ things up as usual,” Hagrid 
muttered, turning the page. 

",['Hagrid']
"“ ’Course,” said Hagrid.",['Hagrid']
"“They wanted Dumbledore fer 
Minister, o’ course, but he’d never leave Hogwarts, so 
old Cornelius Fudge got the job.",['Dumbledore']
"So he pelts Dumbledore with owls every 
morning, askin’ fer advice.” 

",['Dumbledore']
"Hagrid folded up his newspaper, and 
they clambered up the stone steps onto the street. 

",['Hagrid']
"Passersby stared a lot at Hagrid as they walked 
through the little town to the station.",['Hagrid']
"Not only was Hagrid twice as tall as 
anyone else, he kept pointing at perfectly ordinary 
things like parking meters and saying loudly, “See 
that, Harry?",['Hagrid']
"Things these Muggles dream up, eh?” 

“Hagrid,” said Harry, panting a bit as he ran to keep 
up, “did you say there are dragons at Gringotts?” 

",['Hagrid']
"“Well, so they say,” said Hagrid.",['Hagrid']
"Hagrid, who didn’t 
understand “Muggle money,” as he called it, gave the 
bills to Harry so he could buy their tickets. 

",['Hagrid']
"Hagrid 
took up two seats and sat knitting what looked like a 
canary-yellow circus tent. 

",['Hagrid']
"Page | 73 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Good,” said Hagrid.",['Hagrid']
"“If yeh know where to go,” said Hagrid. 

",['Hagrid']
"Although 
Hagrid seemed to know where he was going, he was 
obviously not used to getting there in an ordinary 
way.",['Hagrid']
"Hagrid was so huge that he parted the crowd easily; 
all Harry had to do was keep close behind him.",['Hagrid']
"If Harry hadn’t 
known that the Dursleys had no sense of humor, he 
might have thought so; yet somehow, even though 
everything Hagrid had told him so far was 
unbelievable, Harry couldn’t help trusting him. 

",['Hagrid']
"“This is it,” said Hagrid, coming to a halt, “the Leaky 
Cauldron.",['Hagrid']
"If Hagrid hadn’t 
pointed it out, Harry wouldn’t have noticed it was 
there.",['Hagrid']
"In fact, Harry had the most 
peculiar feeling that only he and Hagrid could see it. 
",['Hagrid']
"Before he could mention this, Hagrid had steered him 
inside. 

",['Hagrid']
"Everyone seemed to know 
Hagrid; they waved and smiled at him, and the 
bartender reached for a glass, saying, “The usual, 
Hagrid?” 

“Can’t, Tom, I’m on Hogwarts business,” said Hagrid, 
clapping his great hand on Harry’s shoulder and 
making Harry’s knees buckle. 

",['Hagrid']
"“Welcome back, Mr. Potter, welcome back.” 

",['Mr. Potter']
"Hagrid was 
beaming. 

",['Hagrid']
"“Doris Crockford, Mr. Potter, can’t believe I’m meeting 
you at last.” 

",['Mr. Potter']
"“So proud, Mr. Potter, I’m just so proud.” 

",['Mr. Potter']
"Page | 77 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Delighted, Mr. Potter, just can’t tell you, Diggle’s the 
name, Dedalus Diggle.” 

",['Mr. Potter']
“Professor Quirrell!” said Hagrid.,"['Quirrell', 'Hagrid']"
"“Harry, Professor 
Quirrell will be one of your teachers at Hogwarts.” 

",['Quirrell']
"“P-P-Potter,” stammered Professor Quirrell, grasping 
Harry’s hand, “c-can’t t-tell you how p-pleased I am to 
meet you.” 

",['Quirrell']
"“What sort of magic do you teach, Professor Quirrell?” 

“D-Defense Against the D-D-Dark Arts,” muttered 
Professor Quirrell, as though he’d rather not think 
about it.",['Quirrell']
"But the others wouldn’t let Professor Quirrell keep 
Harry to himself.",['Quirrell']
"At last, Hagrid managed to make 
himself heard over the babble. 



",['Hagrid']
"Come on, Harry.” 

Doris Crockford shook Harry’s hand one last time, 
and Hagrid led them through the bar and out into a 
small, walled courtyard, where there was nothing but 
a trash can and a few weeds. 

",['Hagrid']
"Hagrid grinned at Harry. 

",['Hagrid']
"Even 
Professor Quirrell was tremblin’ ter meet yeh — mind 
you, he’s usually tremblin’.” 

",['Quirrell']
"Hagrid, meanwhile, was counting bricks in the wall 
above the trash can. 

",['Hagrid']
"The brick he had touched quivered — it wriggled — in 
the middle, a small hole appeared — it grew wider 
and wider — a second later they were facing an 
archway large enough even for Hagrid, an archway 
onto a cobbled street that twisted and turned out of 
sight. 

",['Hagrid']
"Harry Potter and the Philosophers Stone - J.K. Rowling 




“Welcome,” said Hagrid, “to Diagon Alley.” 

",['Hagrid']
"“Yeah, you’ll be needin’ one,” said Hagrid, “but we 
gotta get yer money first.” 

",['Hagrid']
"“Gringotts,” said Hagrid. 



",['Hagrid']
"Standing beside 
its burnished bronze doors, wearing a uniform of 
scarlet and gold, was — 

“Yeah, that’s a goblin,” said Hagrid quietly as they 
walked up the white stone steps toward him.",['Hagrid']
"“Like I said, yeh’d be mad ter try an’ rob it,” said 
Hagrid. 

",['Hagrid']
"Hagrid and Harry 
made for the counter. 

",['Hagrid']
"“Morning,” said Hagrid to a free goblin.",['Hagrid']
"“You have his key, sir?” 

“Got it here somewhere,” said Hagrid, and he started 
emptying his pockets onto the counter, scattering a 
handful of moldy dog biscuits over the goblins book of 
numbers.",['Hagrid']
"“Got it,” said Hagrid at last, holding up a tiny golden 
key. 

",['Hagrid']
"“An’ I’ve also got a letter here from Professor 
Dumbledore,” said Hagrid importantly, throwing out 
his chest.","['Hagrid', 'Dumbledore']"
"“Very well,” he said, handing it back to Hagrid, “I will 
have someone take you down to both vaults. 
",['Hagrid']
"Once Hagrid had 
crammed all the dog biscuits back inside his pockets, 
he and Harry followed Griphook toward one of the 
doors leading off the hall. 



",['Hagrid']
"“Can’t tell yeh that,” said Hagrid mysteriously.",['Hagrid']
"Dumbledore’s trusted me. 
",['Dumbledore']
"They climbed in — Hagrid with some difficulty 
— and were off. 

",['Hagrid']
"“I never know,” Harry called to Hagrid over the noise 
of the cart, “what’s the difference between a 
stalagmite and a stalactite?” 

",['Hagrid']
"“Stalagmite’s got an ‘m’ in it,” said Hagrid.",['Hagrid']
"He did look very green, and when the cart stopped at 
last beside a small door in the passage wall, Hagrid 
got out and had to lean against the wall to stop his 
knees from trembling. 

",['Hagrid']
"“All yours,” smiled Hagrid. 

",['Hagrid']
"Hagrid helped Harry pile some of it into a bag. 

",['Hagrid']
"They went rattling over 
an underground ravine, and Harry leaned over the 
side to try to see what was down at the dark bottom, 
but Hagrid groaned and pulled him back by the scruff 
of his neck. 



",['Hagrid']
"Hagrid picked it up 
and tucked it deep inside his coat.",['Hagrid']
"“Come on, back in this infernal cart, and don’t talk to 
me on the way back, it’s best if I keep me mouth 
shut,” said Hagrid. 



",['Hagrid']
"Page | 85 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Might as well get yer uniform,” said Hagrid, nodding 
toward Madam Malkin’s Robes for All Occasions. 
",['Hagrid']
"Hagrid was 
standing there, grinning at Harry and pointing at two 
large ice creams to show he couldn’t come in. 

",['Hagrid']
"“That’s Hagrid,” said Harry, pleased to know 
something the boy didn’t.",['Hagrid']
"Harry was rather quiet as he ate the ice cream Hagrid 
had bought him (chocolate and raspberry with 
chopped nuts). 

",['Hagrid']
"“What’s up?” said Hagrid. 

",['Hagrid']
"When 
they had left the shop, he said, “Hagrid, what’s 
Quidditch?” 



",['Hagrid']
"He told 
Hagrid about the pale boy in Madam Malkin’s. 

",['Hagrid']
"“Better Hufflepuff than Slytherin,” said Hagrid darkly. 
",['Hagrid']
"“Vol-, sorry — You-Know-Who was at Hogwarts?” 

“Years an’ years ago,” said Hagrid. 

",['Hagrid']
"Hagrid almost had to 
drag Harry away from Curses and Counter-curses 
(Bewitch Your Friends and Befuddle Your Enemies 
with the Latest Revenges: Hair Loss, Jelly-Legs, 
Tongue-Tying and Much, Much More) by Professor 
Vindictus Viridian. 

",['Hagrid']
"“I’m not sayin’ that’s not a good idea, but yer not ter 
use magic in the Muggle world except in very special 
circumstances,” said Hagrid.",['Hagrid']
"Hagrid wouldn’t let Harry buy a solid gold cauldron, 
either (“It says pewter on yer list”), but they got a nice 
set of scales for weighing potion ingredients and a 
collapsible brass telescope.",['Hagrid']
"While 
Hagrid asked the man behind the counter for a 
supply of some basic potion ingredients for Harry, 
Harry himself examined silver unicorn horns at 
twenty-one Galleons each and minuscule, glittery- 
black beetle eyes (five Knuts a scoop). 



",['Hagrid']
"Page | 90 Harry Potter and the Philosophers Stone - J.K. Rowling 




Outside the Apothecary, Hagrid checked Harry’s list 
again. 

",['Hagrid']
"He couldn’t stop 
stammering his thanks, sounding just like Professor 
Quirrell. 

",['Quirrell']
"“Don’ mention it,” said Hagrid gruffly.",['Hagrid']
"It was a tiny place, 
empty except for a single, spindly chair that Hagrid 
sat on to wait.",['Hagrid']
"Hagrid must have jumped, too, because there was a 
loud crunching noise and he got quickly off the 
spindly chair. 

",['Hagrid']
"He shook his head and then, to Harry’s relief, spotted 
Hagrid. 

",['Hagrid']
“Rubeus! Rubeus Hagrid!,['Hagrid']
"“It was, sir, yes,” said Hagrid. 

",['Hagrid']
"“Er — yes, they did, yes,” said Hagrid, shuffling his 
feet.",['Hagrid']
"“Oh, no, sir,” said Hagrid quickly.",['Hagrid']
"“Hmmm,” said Mr. Ollivander, giving Hagrid a 
piercing look.",['Hagrid']
"“Well, now — Mr. Potter.",['Mr. Potter']
"As he 
measured, he said, “Every Ollivander wand has a core 
of a powerful magical substance, Mr. Potter.",['Mr. Potter']
"Hagrid 
whooped and clapped and Mr. Ollivander cried, “Oh, 
bravo!",['Hagrid']
"“I remember every wand I’ve ever sold, Mr. Potter. 
",['Mr. Potter']
"I think we must expect great 
things from you, Mr. Potter. ...",['Mr. Potter']
"The late afternoon sun hung low in the sky as Harry 
and Hagrid made their way back down Diagon Alley, 
back through the wall, back through the Leaky 
Cauldron, now empty.",['Hagrid']
"Up another escalator, out into 
Paddington station; Harry only realized where they 
were when Hagrid tapped him on the shoulder. 

",['Hagrid']
"Yer very quiet,” said Hagrid. 

",['Hagrid']
"“All 
those people in the Leaky Cauldron, Professor 

Page | 96 Harry Potter and the Philosophers Stone - J.K. Rowling 




Quirrell, Mr. Ollivander ... but I don’t know anything 
about magic at all.",['Quirrell']
Hagrid leaned across the table.,['Hagrid']
"Hagrid helped Harry on to the train that would take 
him back to the Dursleys, then handed him an 
envelope. 

",['Hagrid']
"Harry wanted to 
watch Hagrid until he was out of sight; he rose in his 
seat and pressed his nose against the window, but he 
blinked and Hagrid had gone. 



",['Hagrid']
"He pulled the ticket Hagrid had given him out of 
his pocket. 

",['Hagrid']
"Page | 101 Harry Potter and the Philosophers Stone - J.K. Rowling 




Hagrid must have forgotten to tell him something you 
had to do, like tapping the third brick on the left to 
get into Diagon Alley.",['Hagrid']
"“Nine and three-quarters!” piped a small girl, also red- 
headed, who was holding her hand, “Mom, can’t I go 



“You’re not old enough, Ginny, now be quiet.",['Ginny']
"Ron’s 
new, too.” 

",['Ron']
"Go on, go now before Ron.” 

",['Ron']
"“Ron, you’ve got something on your nose.” 

",['Ron']
"“Shut up,” said Ron. 

",['Ron']
"And look after Ron.” 

",['Ron']
"“Shut up,” said Ron again.",['Ron']
"“You’ve already seen him, Ginny, and the poor boy 
isn’t something you goggle at in a zoo.",['Ginny']
"“Don’t, Ginny, we’ll send you loads of owls.” 

",['Ginny']
"“Hey, Ron.” 

",['Ron']
"“Right,” mumbled Ron. 

“Harry,” said the other twin, “did we introduce 
ourselves?",['Ron']
"And this is Ron, 
our brother.",['Ron']
"“Bye,” said Harry and Ron.",['Ron']
"Ron blurted out. 

",['Ron']
"“Oh — well, I thought it might be one of Fred and 
George’s jokes,” said Ron.",['Ron']
"Ron stared. 

",['Ron']
"“Nothing?” said Ron eagerly. 

",['Ron']
"“Wow,” said Ron.",['Ron']
"“Are all your family wizards?” asked Harry, who found 
Ron just as interesting as Ron found him. 

",['Ron']
"“Er — yes, I think so,” said Ron.",['Ron']
"“I heard you went to live with Muggles,” said Ron. 
",['Ron']
"“Five,” said Ron.",['Ron']
"Ron reached inside his jacket and pulled out a fat 
gray rat, which was asleep. 

",['Ron']
Ron’s ears went pink.,['Ron']
"After all, he’d never had 
any money in his life until a month ago, and he told 
Ron so, all about having to wear Dudley’s old clothes 
and never getting proper birthday presents.",['Ron']
"This 
seemed to cheer Ron up. 

",['Ron']
"""... and until Hagrid told me, I didn’t know anything 
about being a wizard or about my parents or 
Voldemort — ” 

Ron gasped. 

","['Hagrid', 'Ron']"
"“ You said You-Know-Who’s name\” said Ron, sounding 
both shocked and impressed.",['Ron']
"Harry, who hadn’t had any breakfast, leapt to his feet, 
but Ron’s ears went pink again and he muttered that 
he’d brought sandwiches.",['Ron']
"Ron stared as Harry brought it all back in to the 
compartment and tipped it onto an empty seat. 

",['Ron']
"Ron had taken out a lumpy package and unwrapped 
it.",['Ron']
"“Go on — ” 

“You don’t want this, it’s all dry,” said Ron.",['Ron']
"It was a nice feeling, sitting there with Ron, 
eating their way through all Harry’s pasties, cakes, 
and candies (the sandwiches lay forgotten). 

",['Ron']
"Harry asked Ron, holding up a 
pack of Chocolate Frogs.",['Ron']
"“No,” said Ron.",['Ron']
"Underneath the picture 
was the name Albus Dumbledore. 



",['Dumbledore']
"“So this is Dumbledore!” said Harry. 

",['Dumbledore']
"“Don’t tell me you’d never heard of Dumbledore!” said 
Ron.","['Dumbledore', 'Ron']"
"I might get Agrippa — thanks 



Harry turned over his card and read: 

ALBUS DUMBLEDORE 

CURRENTLY HEADMASTER OF HOGWARTS 

Considered by many the greatest wizard of modern 
times, Dumbledore is particularly famous for his 
defeat of the Dark wizard Grindelwald in 1945, for the 
discovery of the twelve uses of dragon’s blood, and his 
work on alchemy with his partner, Nicolas Flamel. 
","['DUMBLEDORE', 'Dumbledore']"
"Professor Dumbledore enjoys chamber music and ten 
pin bowling. 

",['Dumbledore']
"Harry turned the card back over and saw, to his 
astonishment, that Dumbledore ’s face had 
disappeared. 

",['Dumbledore']
"“Well, you can’t expect him to hang around all day,” 
said Ron.",['Ron']
"Ron’s eyes strayed to the pile of Chocolate Frogs 
waiting to be unwrapped. 

",['Ron']
"Ron sounded 
amazed.",['Ron']
"Harry stared as Dumbledore sidled back into the 
picture on his card and gave him a small smile.",['Dumbledore']
"Ron 
was more interested in eating the frogs than looking 
at the Famous Witches and Wizards cards, but Harry 
couldn’t keep his eyes off them.",['Ron']
"Soon he had not only 
Dumbledore and Morgana, but Hengist of Woodcraft, 
Alberic Grunnion, Circe, Paracelsus, and Merlin.",['Dumbledore']
"“You want to be careful with those,” Ron warned 
Harry.",['Ron']
"Ron picked up a green bean, looked at it carefully, 
and bit into a corner. 

",['Ron']
